"","county","reporting_unit","muni_county","municipality","votes_rec_cruz","votes_rec_kasich","votes_rec_other","votes_rec_trump","votes_tot","votes_perc_cruz","votes_perc_kasich","votes_perc_other","votes_perc_trump","trump_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010"
"3701","OUTAGAMIE","VILLAGE-OF-BEAR-CREEK-WARD-1-OUTAGAMIE","VILLAGE OF BEAR CREEK OUTAGAMIE","VILLAGE OF BEAR CREEK",23,4,2,33,806,37.0967741935484,6.45161290322581,3.2258064516129,53.2258064516129,1,22,1,0.149659863945578,0,0,0,147,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3702","OUTAGAMIE","VILLAGE-OF-BLACK-CREEK-WARD-1-2-OUTAGAMIE","VILLAGE OF BLACK CREEK OUTAGAMIE","VILLAGE OF BLACK CREEK",142,19,5,109,3575,51.6363636363636,6.90909090909091,1.81818181818182,39.6363636363636,0,84,0.845238095238095,0.122270742358079,0.00582241630276565,0.0357142857142857,0.0238095238095238,687,0.0119047619047619,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3703","OUTAGAMIE","VILLAGE-OF-LOCKS-WARD-1-4-OUTAGAMIE","VILLAGE OF COMBINED LOCKS OUTAGAMIE","VILLAGE OF COMBINED LOCKS",403,91,13,335,10946,47.8622327790974,10.8076009501188,1.54394299287411,39.7862232779097,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3704","OUTAGAMIE","VILLAGE-OF-LOCKS-WARD-5-OUTAGAMIE","VILLAGE OF COMBINED LOCKS OUTAGAMIE","VILLAGE OF COMBINED LOCKS",1,0,0,0,13,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3705","OUTAGAMIE","VILLAGE-OF-HARRISON-WARD-1-OUTAGAMIE","VILLAGE OF HARRISON OUTAGAMIE","VILLAGE OF HARRISON",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62473926731575
"3706","OUTAGAMIE","VILLAGE-OF-HARRISON-WARD-2-OUTAGAMIE","VILLAGE OF HARRISON OUTAGAMIE","VILLAGE OF HARRISON",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62473926731575
"3707","OUTAGAMIE","VILLAGE-OF-HORTONVILLE-WARD-1-3-OUTAGAMIE","VILLAGE OF HORTONVILLE OUTAGAMIE","VILLAGE OF HORTONVILLE",316,66,19,266,8671,47.376311844078,9.89505247376312,2.84857571214393,39.880059970015,0,243,0.551440329218107,0.147362037598545,0.00424499696785931,0.0864197530864197,0,1649,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3708","OUTAGAMIE","VILLAGE-OF-HOWARD-WARD-17-OUTAGAMIE","VILLAGE OF HOWARD OUTAGAMIE","VILLAGE OF HOWARD",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62473926731575
"3709","OUTAGAMIE","VILLAGE-OF-KIMBERLY-WARD-1-6-OUTAGAMIE","VILLAGE OF KIMBERLY OUTAGAMIE","VILLAGE OF KIMBERLY",471,77,29,341,11934,51.3071895424837,8.38779956427015,3.15904139433551,37.1459694989107,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3710","OUTAGAMIE","VILLAGE-OF-KIMBERLY-WARD-7-8-OUTAGAMIE","VILLAGE OF KIMBERLY OUTAGAMIE","VILLAGE OF KIMBERLY",208,47,14,140,5317,50.8557457212714,11.4914425427873,3.42298288508557,34.2298288508557,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3711","OUTAGAMIE","VILLAGE-OF-KIMBERLY-WARD-9-OUTAGAMIE","VILLAGE OF KIMBERLY OUTAGAMIE","VILLAGE OF KIMBERLY",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3712","OUTAGAMIE","VILLAGE-OF-LITTLE-CHUTE-WARD-1-3-9-11-14-OUTAGAMIE","VILLAGE OF LITTLE CHUTE OUTAGAMIE","VILLAGE OF LITTLE CHUTE",381,68,18,307,10062,49.2248062015504,8.78552971576227,2.32558139534884,39.6640826873385,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle; Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3713","OUTAGAMIE","VILLAGE-OF-LITTLE-CHUTE-WARD-2-13-OUTAGAMIE","VILLAGE OF LITTLE CHUTE OUTAGAMIE","VILLAGE OF LITTLE CHUTE",15,11,0,21,611,31.9148936170213,23.4042553191489,0,44.6808510638298,1,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle; Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3714","OUTAGAMIE","VILLAGE-OF-LITTLE-CHUTE-WARD-4-5-OUTAGAMIE","VILLAGE OF LITTLE CHUTE OUTAGAMIE","VILLAGE OF LITTLE CHUTE",244,64,16,175,6487,48.8977955911824,12.8256513026052,3.2064128256513,35.0701402805611,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle; Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3715","OUTAGAMIE","VILLAGE-OF-LITTLE-CHUTE-WARD-6-12-OUTAGAMIE","VILLAGE OF LITTLE CHUTE OUTAGAMIE","VILLAGE OF LITTLE CHUTE",67,16,2,74,2067,42.1383647798742,10.062893081761,1.25786163522013,46.5408805031447,1,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle; Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3716","OUTAGAMIE","VILLAGE-OF-LITTLE-CHUTE-WARD-7-8-OUTAGAMIE","VILLAGE OF LITTLE CHUTE OUTAGAMIE","VILLAGE OF LITTLE CHUTE",265,42,8,186,6513,52.8942115768463,8.38323353293413,1.59680638722555,37.125748502994,0,NA,NA,NA,NA,NA,NA,NA,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"Optech/Command Central- Eagle; Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3717","OUTAGAMIE","VILLAGE-OF-NICHOLS-WARD-1-OUTAGAMIE","VILLAGE OF NICHOLS OUTAGAMIE","VILLAGE OF NICHOLS",29,4,2,24,767,49.1525423728814,6.77966101694915,3.38983050847458,40.6779661016949,0,25,0.88,0.196850393700787,0,0.08,0,127,0.04,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3718","OUTAGAMIE","VILLAGE-OF-SHIOCTON-WARD-1-OUTAGAMIE","VILLAGE OF SHIOCTON OUTAGAMIE","VILLAGE OF SHIOCTON",42,8,10,88,1924,28.3783783783784,5.40540540540541,6.75675675675676,59.4594594594595,1,55,0.927272727272727,0.110887096774194,0.00201612903225806,0,0,496,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",5.62473926731575
"3719","OUTAGAMIE","VILLAGE-OF-WRIGHTSTOWN-WARD-4-5-OUTAGAMIE","VILLAGE OF WRIGHTSTOWN OUTAGAMIE","VILLAGE OF WRIGHTSTOWN",33,12,1,19,845,50.7692307692308,18.4615384615385,1.53846153846154,29.2307692307692,0,14,0,0.11864406779661,0.0338983050847458,0,0,118,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62473926731575
"3720","OUTAGAMIE","CITY-OF-APPLETON-WARD-1-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",74,24,9,101,2704,35.5769230769231,11.5384615384615,4.32692307692308,48.5576923076923,1,136,0,0.181333333333333,0.012,0.345588235294118,0.00735294117647059,750,0.0220588235294118,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3721","OUTAGAMIE","CITY-OF-APPLETON-WARD-2-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",198,30,6,131,4745,54.2465753424658,8.21917808219178,1.64383561643836,35.8904109589041,0,195,0,0.134205092911218,0.00894700619408121,0.0769230769230769,0.00512820512820513,1453,0.00512820512820513,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3722","OUTAGAMIE","CITY-OF-APPLETON-WARD-3-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",190,72,16,140,5434,45.4545454545455,17.2248803827751,3.82775119617225,33.4928229665072,0,311,0,0.178121420389462,0.00916380297823597,0.0610932475884244,0,1746,0.00643086816720257,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3723","OUTAGAMIE","CITY-OF-APPLETON-WARD-4-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",156,22,4,111,3809,53.2423208191126,7.50853242320819,1.36518771331058,37.8839590443686,0,115,0,0.128491620111732,0.00335195530726257,0.191304347826087,0.00869565217391304,895,0.00869565217391304,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3724","OUTAGAMIE","CITY-OF-APPLETON-WARD-5-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",1,0,0,2,39,33.3333333333333,0,0,66.6666666666667,1,0,NA,0,0,NA,NA,3,NA,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3725","OUTAGAMIE","CITY-OF-APPLETON-WARD-6-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",67,16,6,68,2041,42.6751592356688,10.1910828025478,3.82165605095541,43.312101910828,1,83,0,0.140677966101695,0.00169491525423729,0.072289156626506,0,590,0.0120481927710843,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3726","OUTAGAMIE","CITY-OF-APPLETON-WARD-7-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",196,37,11,116,4680,54.4444444444444,10.2777777777778,3.05555555555556,32.2222222222222,0,173,0,0.144046627810158,0.00666111573688593,0.0635838150289017,0,1201,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3727","OUTAGAMIE","CITY-OF-APPLETON-WARD-8-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",54,37,1,34,1638,42.8571428571429,29.3650793650794,0.793650793650794,26.984126984127,0,117,0,0.0852148579752367,0.0269482884195193,0.0427350427350427,0,1373,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3728","OUTAGAMIE","CITY-OF-APPLETON-WARD-9-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",147,27,6,111,3783,50.5154639175258,9.27835051546392,2.06185567010309,38.1443298969072,0,113,0,0.115897435897436,0.00102564102564103,0.0707964601769911,0,975,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3729","OUTAGAMIE","CITY-OF-APPLETON-WARD-10-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",109,31,6,84,2990,47.3913043478261,13.4782608695652,2.60869565217391,36.5217391304348,0,122,0,0.176300578034682,0.00433526011560694,0.19672131147541,0,692,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3730","OUTAGAMIE","CITY-OF-APPLETON-WARD-11-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",91,40,4,64,2587,45.7286432160804,20.1005025125628,2.01005025125628,32.1608040201005,0,95,0,0.171480144404332,0.0144404332129964,0.126315789473684,0,554,0.0105263157894737,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3731","OUTAGAMIE","CITY-OF-APPLETON-WARD-15-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",156,54,7,128,4485,45.2173913043478,15.6521739130435,2.02898550724638,37.1014492753623,0,152,0,0.174712643678161,0.0126436781609195,0.0855263157894737,0.0131578947368421,870,0,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
"3732","OUTAGAMIE","CITY-OF-APPLETON-WARD-16-OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON",142,40,8,89,3627,50.8960573476703,14.336917562724,2.8673835125448,31.8996415770609,0,138,0,0.191400832177531,0.0110957004160888,0.22463768115942,0,721,0.0072463768115942,"109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.62473926731575
