"","X","county","year","dem.vote","dem.vote.perc","rep.vote","rep.vote.perc","oth.vote","oth.vote.perc","num.diff","perc.diff","winning.party","winner","turnout","turnout.perc","total.voting.age","dem.change","rep.change","oth.change","turnout.change","swing.num","swing.perc","swing.turnout","swing.turnout.perc","dem.wins","mostly.dem","dem.2016","most.turnout.drop","most.turnout.drop.1","use.machines.prop","machine.most.used","all.machines","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","X._collegedegreepersons25._2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010"
"208",208,"Vilas",2008,6491,47.2072727272727,7055,51.3090909090909,204,1.48363636363636,564,4.10181818181818,"Rep","McCain",13750,77.4953502789833,17743,6.40595862928672,-6.93258885094338,0.526630221656646,-1.42027841965844,-1878,-13.3385474802301,-252,-1.42027841965846,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","16120","83.46%","4,769","8,169",515,"13,453",-3400,"-19.86%","5.42%","262.68%","-2.81%","35.45%","60.72%","3.83%","0.46%",0,0,2,"5,951","7,749","142","13,842","42.99%","55.98%","1.03%","0.45%",0,2,21398,17739,21430,17.1,87,0.3,53,86,15255,2483,24.1,4275,6.1,286.7,3.1,40833,25
"209",209,"Walworth",2008,24177,47.9493078418151,25485,50.5434135893063,760,1.50727856887866,1308,2.59410574749117,"Rep","McCain",50422,63.9491673747891,78847,8.36502843794273,-8.80926774661415,0.444239308671423,2.50611944652301,-8269,-17.1742961845569,1976,2.50611944652301,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","61083","82.79%","18,706","28,848",3016,"50,570",-10142,"-17.05%","-0.54%","304.83%","-3.31%","36.99%","57.05%","5.96%","1.72%",0,0,2,"22,552","29,006","745","52,303","43.12%","55.46%","1.42%","1.70%",0,2,103527,80440,102228,22.3,96.1,1.2,965,85.9,69098,11342,26.2,21075,6.1,71.6,2.8,54020,184.2
"210",210,"Washburn",2008,4693,51.5035118525022,4303,47.2234416154522,116,1.27304653204565,-390,-4.28007023705004,"Dem","Obama",9112,71.5958199104267,12727,2.3240407539342,-2.55182753893271,0.227786784998513,-3.57507660878447,-447,-4.87586829286691,-455,-3.57507660878447,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.04,"Dominion","Some or no optical scanners","10869","83.35%","3,283","5,404",372,"9,059",-2121,"-26.17%","15.00%","163.83%","-2.46%","36.24%","59.65%","4.11%","0.31%",0,0,2,"4,447","4,699","141","9,287","47.88%","50.60%","1.52%","0.30%",0,2,15694,12602,15911,19.7,96.1,0.5,63,94.9,11960,643,20.3,2558,18.6,189.8,3.9,41924,20
"211",211,"Washington",2008,25719,34.5634382013412,47729,64.1423983013264,963,1.29416349733238,22010,29.5789600999852,"Rep","McCain",74411,74.1234012033311,100388,5.2618250532876,-5.73906498541099,0.477239932123392,1.93648643264135,-7397,-11.0008900386986,1944,1.93648643264135,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","88038","86.61%","20,854","51,729",3663,"76,246",-30875,"-9.98%","-5.54%","351.66%","-3.17%","27.35%","67.84%","4.80%","2.59%",0,0,1,"23,166","54,765","811","78,742","29.42%","69.55%","1.03%","2.57%",0,2,133251,102204,131887,23.3,96.3,1,1022,93.7,95765,6439,27.6,28208,14.9,93.7,2.6,66159,306.2
"212",212,"Waukesha",2008,85339,36.6423783904473,145152,62.3245469027081,2406,1.03307470684466,59813,25.6821685122608,"Rep","McCain",232897,78.1142985554203,298149,4.6815166201109,-4.9284407732642,0.246924153153309,0.849910615162216,-21487,-9.6099573933751,2534,0.849910615162218,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","274401","86.10%","79,199","145,519",11551,"236,269",-66320,"0.53%","-10.61%","406.85%","-3.11%","33.52%","61.59%","4.89%","8.02%",0,0,1,"78,779","162,798","2,279","243,856","32.31%","66.76%","0.93%","7.95%",0,2,395118,305426,389891,22.7,93.9,1.4,4276,89.8,274273,31153,40.2,122781,8.8,64.1,1.5,75850,709.4
"213",213,"Waupaca",2008,12952,50.7702559680138,12232,47.9479440241465,327,1.28180000783976,-720,-2.82231194386735,"Dem","Obama",25511,62.6944533189157,40691,10.7613585112035,-11.1497055643462,0.38834705314264,-3.5953896439016,-5869,-21.9110640755497,-1463,-3.5953896439016,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.352941176470588,"Dominion","Some or no optical scanners","30088","84.72%","8,303","16,013",1175,"25,491",-7710,"-28.29%","14.36%","351.92%","-1.35%","32.57%","62.82%","4.61%","0.87%",0,0,2,"11,578","14,002","260","25,840","44.81%","54.19%","1.01%","0.84%",0,2,52066,40820,52410,21.6,97.6,0.4,163,95,38779,2041,16.6,6776,19,237.5,5,50822,70.1
"214",214,"Waushara",2008,5868,49.5231665119419,5770,48.6960924972572,211,1.78074099080091,-98,-0.827074014684783,"Dem","Obama",11849,59.9736802146075,19757,6.59486339255601,-7.55084527834304,0.955981885787029,-2.00941438477501,-1729,-14.1457086708991,-397,-2.00941438477502,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.08,"Dominion","Some or no optical scanners","13715","87.21%","3,802","7,669",490,"11,961",-3867,"-28.73%","16.87%","224.50%","-0.72%","31.79%","64.12%","4.10%","0.41%",0,0,2,"5,335","6,562","151","12,048","44.28%","54.47%","1.25%","0.39%",0,2,24178,19584,24496,19,95.6,2.1,411,90,17626,1958,14.3,2801,9,42.9,6,43070,39.1
"215",215,"Winnebago",2008,48167,54.9368705589835,37946,43.2793092829362,1564,1.78382015808023,-10221,-11.6575612760473,"Dem","Obama",87677,66.4320351568419,131980,8.72372323856276,-9.25353644373314,0.529813205170388,-0.696317623882408,-15820,-17.9772596822959,-919,-0.696317623882406,2,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","103174","83.25%","37,054","43,447",5391,"85,892",-6393,"-18.47%","3.15%","236.52%","-3.68%","43.14%","50.58%","6.28%","2.92%",0,1,2,"45,449","42,122","1,602","89,173","50.97%","47.24%","1.80%","2.91%",1,2,169511,133744,166994,21.1,93.1,1.9,2541,89.8,120102,13642,25.5,34105,8.8,47.3,2.9,51010,384.3
"216",216,"Wood",2008,21710,55.5925432756325,16581,42.4587729181604,761,1.94868380620711,-5129,-13.1337703574721,"Dem","Obama",39052,67.4892852205171,57864,8.3014849042417,-8.93001198863005,0.628527084388337,-1.76102585372598,-6771,-17.2314968928718,-1019,-1.76102585372598,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.882352941176471,"Dominion","Mostly optical scanners","43433","86.83%","14,232","21,502",1978,"37,712",-7270,"-23.41%","9.13%","221.63%","-3.05%","37.74%","57.02%","5.25%","1.28%",0,0,1,"18,581","19,704","615","38,900","47.77%","50.65%","1.58%","1.27%",0,1,73608,57414,74749,22,95.5,0.7,402,93.3,53567,3847,18.8,10794,13.9,133.3,4.3,47685,94.2
"217",217,"Adams",2004,5447,52.0944912012242,4890,46.7674062739097,119,1.13810252486611,-557,-5.32708492731447,"Dem","Kerry",10456,59.8854524627721,17460,-0.845394713650762,3.76608990708215,-2.92069519343139,7.67468499427262,349,4.61148462073292,1340,7.67468499427262,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.368421052631579,"Dominion","Some or no optical scanners","11892","84.99%","3,780","5,983",344,"10,107",-2203,"-31.79%","28.83%","240.59%","-1.75%","37.40%","59.20%","3.40%","0.34%",0,1,2,"5,542","4,644","101","10,287","53.87%","45.14%","0.98%","0.34%",1,2,20215,17142,20875,15.2,94,3.2,549,90.7,15548,1594,12.1,2074,9.8,28.3,7.3,44897,32.3
"218",218,"Ashland",2004,5805,63.1046852918795,3313,36.0147842156756,81,0.880530492444831,-2492,-27.0899010762039,"Dem","Kerry",9199,74.2453591606134,12390,7.89555981659438,-2.48965177925467,-5.40590803733971,10.5649717514124,-1174,-10.3852115958491,1309,10.5649717514124,5,"Mostly Dem","Dem2016","Little turnout change 2016","Large turnout change 2016",0.0625,"Dominion","Some or no optical scanners","9844","80.52%","4,136","3,428",362,"7,926",708,"-23.39%","21.56%","136.60%","-5.33%","52.18%","43.25%","4.57%","0.27%",1,0,1,"5,399","2,820","153","8,372","64.49%","33.68%","1.83%","0.27%",1,1,16103,12464,16157,22.6,84.7,0.5,62,83.5,10407,2057,21.7,2705,5.1,167,3.6,38550,15.5
"219",219,"Barron",2004,11696,48.8615950202615,12030,50.2569244266199,211,0.881480553118603,334,1.39532940635835,"Rep","Bush",23937,66.6453211571122,35917,4.00628955402358,0.779432465205083,-4.78572201922866,11.228666091266,-586,-3.2268570888185,4033,11.228666091266,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.228571428571429,"Dominion","Some or no optical scanners","26333","85.50%","7,881","13,595",1038,"22,514",-5714,"-27.63%","18.81%","189.14%","-0.78%","35.00%","60.38%","4.61%","0.76%",0,0,2,"10,890","11,443","359","22,692","47.99%","50.43%","1.58%","0.74%",0,2,45455,35591,45870,21.7,96.1,1.1,392,94.1,33491,2100,16.2,5766,15.9,85.5,5.2,44054,53.2
"220",220,"Bayfield",2004,5845,60.2639447365708,3754,38.7050211361996,100,1.03103412722961,-2091,-21.5589236003712,"Dem","Kerry",9699,79.2143090493303,12244,6.6618137279741,-0.839717936327339,-5.82209579164677,11.7608624632473,-930,-7.50153166430144,1440,11.7608624632473,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",0.428571428571429,"Dominion","Some or no optical scanners","11299","84.00%","4,953","4,125",413,"9,491",828,"-17.90%","14.39%","177.18%","-3.03%","52.19%","43.46%","4.35%","0.32%",1,0,1,"6,033","3,606","149","9,788","61.64%","36.84%","1.52%","0.32%",1,1,14985,12228,15014,18.4,86.2,0.6,73,85.4,10443,1785,28.5,3485,5.8,142.3,2.5,44944,10.2
"221",221,"Brown",2004,54935,44.5561016756695,67173,54.4819699255438,1186,0.96192839878664,12238,9.92586824987429,"Rep","Bush",123294,65.3549108681018,188653,-1.00059830298851,4.13539530761103,-3.1347970046225,8.22939470880399,7076,5.13599361059954,15525,8.22939470880399,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","150152","84.91%","53,358","67,192",6947,"127,497",-13834,"-14.66%","3.63%","343.61%","-1.11%","41.85%","52.70%","5.45%","4.33%",0,0,1,"62,526","64,836","1,566","128,928","48.50%","50.29%","1.21%","4.20%",0,1,256670,194043,248007,24.4,89.3,2.5,4851,82.7,160473,33569,26.8,52003,4.8,33.1,2.7,53119,468.2
"222",222,"Buffalo",2004,3998,52.6676327229614,3502,46.133579238572,91,1.19878803846661,-496,-6.53405348438941,"Dem","Kerry",7591,71.1900965957048,10663,3.92497348489485,0.387456666670168,-4.31243015156502,8.90931257619807,-297,-3.53751681822468,950,8.90931257619807,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.0434782608695652,"Dominion","Some or no optical scanners","8313","83.26%","2,531","4,049",341,"6,921",-1518,"-29.10%","20.36%","224.76%","-1.68%","36.57%","58.50%","4.93%","0.24%",0,1,2,"3,570","3,364","105","7,039","50.72%","47.79%","1.49%","0.23%",1,2,13188,10379,13587,21.3,98,0.4,42,96.4,10005,374,17.2,1785,26.8,241,4.8,47384,20.2
"223",223,"Burnett",2004,4499,48.2673532882738,4743,50.8850981654329,79,0.847548546293316,244,2.6177448771591,"Rep","Bush",9321,75,12428,3.78201406609247,2.21622318076844,-5.9982372468609,9.4142259414226,-97,-1.56579088532403,1170,9.41422594142259,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","10087","86.44%","2,948","5,412",359,"8,719",-2464,"-26.04%","18.95%","154.61%","0.48%","33.81%","62.07%","4.12%","0.30%",0,0,2,"3,986","4,550","141","8,677","45.94%","52.44%","1.62%","0.28%",0,2,15328,12477,15457,18.6,91.5,0.7,87,90.4,11279,1198,16.7,2084,9.4,129.1,5,39564,18.8
"224",224,"Calumet",2004,10290,40.7105554676373,14721,58.2410191485995,265,1.04842538376325,4431,17.5304636809622,"Rep","Bush",25276,70.1662826527496,36023,-0.40840979029624,3.91204737339517,-3.50363758309893,14.7933264858563,1796,4.32045716369141,5329,14.7933264858563,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.941176470588235,"Dominion","Mostly optical scanners","30495","86.67%","9,634","15,345",1450,"26,429",-5711,"-16.15%","5.54%","269.90%","0.03%","36.45%","58.06%","5.49%","0.90%",0,0,2,"11,489","14,539","392","26,420","43.49%","55.03%","1.48%","0.86%",0,2,49491,36772,48971,25.7,95.4,0.6,221,91.9,33793,2979,27.6,10149,11.3,153.2,2.6,65130,153.9
"225",225,"Chippewa",2004,14751,48.3259074826366,15450,50.6159087930809,323,1.05818372428253,699,2.29000131044424,"Rep","Bush",30524,63.350144241745,48183,2.08741743564162,1.57682271200494,-3.66424014764656,9.03015586410145,-34,-0.510594723636679,4351,9.03015586410145,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","36107","87.16%","11,875","17,912",1684,"31,471",-6037,"-22.06%","16.90%","351.47%","1.74%","37.73%","56.92%","5.35%","1.07%",0,0,2,"15,237","15,322","373","30,932","49.26%","49.53%","1.21%","1.01%",0,2,63460,48928,62415,22.9,95.4,1.5,734,94.3,46139,2789,18.6,9101,16.5,62.9,4.4,50551,61.9
"226",226,"Clark",2004,6966,46.0561983471074,7966,52.6677685950413,193,1.27603305785124,1000,6.61157024793389,"Rep","Bush",15125,61.2125136589907,24709,4.13804158691237,-0.063873217100884,-4.07416836981149,3.94997774090412,-530,-4.20191480401325,976,3.94997774090412,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.363636363636364,"Dominion","Some or no optical scanners","16236","83.44%","4,225","8,645",678,"13,548",-4420,"-31.55%","16.64%","212.44%","-1.83%","31.19%","63.81%","5.00%","0.46%",0,0,2,"6,172","7,412","217","13,801","44.72%","53.71%","1.57%","0.45%",0,2,34423,24234,34690,29.6,97.6,0.4,97,93.8,22731,1502,11.6,2811,15.1,234.5,7.6,43276,28.7
"227",227,"Columbia",2004,14300,48.3843681272204,14956,50.6039587210286,299,1.01167315175097,656,2.21959059380815,"Rep","Bush",29555,67.548109887096,43754,-1.00008491534025,3.75594996658296,-2.75586505124273,9.06888513050237,1305,4.75603488192321,3968,9.06888513050235,3,"Mostly Dem","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"Dominion","Mostly optical scanners","34751","84.28%","13,525","14,160",1602,"29,287",-635,"-21.25%","8.71%","253.64%","-4.46%","46.18%","48.35%","5.47%","0.99%",0,1,1,"17,175","13,026","453","30,654","56.03%","42.49%","1.48%","1.00%",1,1,56615,43763,56833,22.7,96.2,1.4,613,93.8,41050,2713,21.3,9322,15.1,67,3.7,57922,74.2
"228",228,"Crawford",2004,4656,55.0419671355952,3680,43.5039602789928,123,1.45407258541199,-976,-11.5380068566024,"Dem","Kerry",8459,65.2247667514843,12969,0.876427508870862,2.60593485297169,-3.48236236184254,8.2118898912792,5,1.72950734410082,1065,8.2118898912792,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","9238","83.11%","3,426","3,844",408,"7,678",-418,"-25.99%","25.33%","237.19%","-1.78%","44.62%","50.07%","5.31%","0.26%",0,1,2,"4,629","3,067","121","7,817","59.22%","39.24%","1.55%","0.25%",1,2,16392,12933,16644,21.1,96.5,2,259,95.6,12364,569,15.4,1992,21.7,47.8,5.5,42235,29.2
"229",229,"Dane",2004,181052,66.0173783678336,90369,32.9514419378011,2828,1.03117969436534,-90683,-33.0659364300326,"Dem","Kerry",274249,70.9886417759003,386328,4.86862375429656,0.387067251994203,-5.25569100629076,10.7447557515893,-24156,-4.48155650230236,41510,10.7447557515893,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","378210","80.57%","217,506","71,270",15953,"304,729",146236,"0.66%","-14.79%","257.21%","0.18%","71.38%","23.39%","5.24%","10.35%",1,0,1,"216,071","83,644","4,466","304,181","71.03%","27.50%","1.47%","9.91%",1,1,516284,406832,488073,21.2,86.4,5.4,21969,81.1,329941,76891,46.6,189584,4.3,15,1.1,61721,407.7
"230",230,"Dodge",2004,16690,37.6443522194154,27201,61.3519487549621,445,1.00369902562252,10511,23.7075965355467,"Rep","Bush",44336,63.8948536511551,69389,-1.02836203219599,3.8362329914545,-2.80787095925852,9.56203432820764,3407,4.86459502365049,6635,9.56203432820764,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","50327","85.08%","13,968","26,643",2207,"42,818",-12675,"-25.55%","5.68%","328.54%","-3.75%","32.62%","62.22%","5.15%","1.45%",0,0,2,"18,762","25,211","515","44,488","42.17%","56.67%","1.16%","1.45%",0,2,88574,70062,88759,20.9,95,3,2102,90.9,63686,6376,15.8,11070,10,30.3,5.3,53075,101.4
"231",231,"Door",2004,8367,47.8360299582642,8910,50.9404836773198,214,1.22348636441599,543,3.10445371905551,"Rep","Bush",17491,76.4567032390611,22877,4.73484730386215,-0.37357676946079,-4.36127053440136,9.92700091795251,-707,-5.10842407332294,2271,9.92700091795253,2,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","20530","84.74%","8,026","8,584",788,"17,398",-558,"-14.22%","5.70%","308.29%","-1.54%","46.13%","49.34%","4.53%","0.59%",0,1,1,"9,357","8,121","193","17,671","52.95%","45.96%","1.09%","0.58%",1,2,27766,22990,27785,17.2,97.1,0.6,138,94.6,21749,1241,29,6667,17.5,157.7,2.4,50438,57.6
"232",232,"Douglas",2004,16537,65.6568864890618,8448,33.5411124786596,202,0.802001032278556,-8089,-32.1157740104022,"Dem","Kerry",25187,72.2373591074655,34867,3.03364867463263,1.61445625457411,-4.64810492920675,9.98365216393726,-1426,-1.41919242005852,3481,9.98365216393725,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","27136","81.75%","11,342","9,657",1186,"22,185",1685,"-23.69%","25.33%","263.80%","-3.10%","51.12%","43.53%","5.35%","0.75%",1,0,1,"14,863","7,705","326","22,894","64.92%","33.66%","1.42%","0.75%",1,1,43698,34521,44159,21,93.1,1.2,414,92.1,31794,2727,21.7,7491,11.7,76.8,3.6,45418,33.9
"233",233,"Dunn",2004,12039,51.954945624029,10879,46.9489038494735,254,1.0961505264975,-1160,-5.0060417745555,"Dem","Kerry",23172,66.3497881113275,34924,4.5053853550171,0.849576379220011,-5.35496173423711,11.0010308097583,-899,-3.65580897579709,3842,11.0010308097583,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.733333333333333,"Dominion","Some or no optical scanners","26463","83.24%","9,025","11,487",1517,"22,029",-2462,"-20.25%","12.35%","235.62%","0.17%","40.97%","52.14%","6.89%","0.75%",0,1,2,"11,316","10,224","452","21,992","51.46%","46.49%","2.06%","0.72%",1,2,44305,35400,43857,20.1,94.9,0.6,212,93.5,33099,2301,24.7,8744,14.4,155.8,3,48893,51.6
"234",234,"Eau Claire",2004,30068,54.2381441997222,24653,44.4702996193878,716,1.29155618089002,-5415,-9.76784458033443,"Dem","Kerry",55437,70.5188709246562,78613,3.9446716148658,0.771082909205006,-4.71575452407082,9.61927416585043,-2258,-3.1735887056608,7562,9.61927416585043,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","65486","82.58%","27,271","23,301",3508,"54,080",3970,"-11.07%","0.19%","296.83%","-1.32%","50.43%","43.09%","6.49%","1.84%",1,0,2,"30,666","23,256","884","54,806","55.95%","42.43%","1.61%","1.79%",1,2,101564,80642,98736,20.6,93.1,1,806,91.4,73707,6935,31,24999,10.6,91.4,2.2,48090,154.8
"235",235,"Florence",2004,993,36.4537444933921,1703,62.5183553597651,28,1.02790014684288,710,26.064610866373,"Rep","Bush",2724,75.4361672666851,3611,2.52443056407814,-1.01594817453849,-1.50848238953966,8.83411797286071,-2,-3.54037873861662,319,8.8341179728607,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","3025","87.64%","666","1,897",88,"2651",-1231,"-30.12%","15.32%","225.93%","0.99%","25.12%","71.56%","3.32%","0.09%",0,0,2,"953","1,645","27","2,625","36.30%","62.67%","1.03%","0.09%",0,2,4481,3769,4423,15.9,97.1,0.4,15,96.3,3629,139,14.5,546,26,240.8,5.9,47960,9.1
"236",236,"Fond du Lac",2004,19216,36.2319933629987,33291,62.7705709329512,529,0.997435704050079,14075,26.5385775699525,"Rep","Bush",53036,66.9587283952176,79207,-2.7922398250929,5.7871628323266,-2.9949230072337,8.13943212089841,5708,8.5794026574195,6447,8.13943212089841,0,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","59492","85.88%","17,391","31,044",2659,"51,094",-13653,"-22.29%","2.27%","298.05%","-4.32%","34.04%","60.76%","5.20%","1.74%",0,0,1,"22,379","30,355","668","53,402","41.91%","56.84%","1.25%","1.74%",0,2,101759,79474,101633,21.9,95.4,1.5,1192,91.1,72401,7073,20,15895,10.2,60.7,4,53820,141.2
"237",237,"Forest",2004,2509,48.690083446536,2608,50.6112943916165,36,0.698622161847468,99,1.92121094508053,"Rep","Bush",5153,71.4800943265363,7209,2.93096555001352,-0.364108492183291,-2.56685705783023,6.06186711055625,-147,-3.29507404219682,437,6.06186711055625,2,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","5730","78.66%","1,583","2,787",137,"4,507",-1204,"-34.72%","28.31%","168.63%","-3.03%","35.12%","61.84%","3.04%","0.15%",0,1,2,"2,425","2,172","51","4,648","52.17%","46.73%","1.10%","0.15%",1,2,9127,7238,9304,20.7,81.7,1,72,80.9,5855,1382,12.2,883,4.2,80.9,7.2,39963,9.2
