"","X","county","year","dem.vote","dem.vote.perc","rep.vote","rep.vote.perc","oth.vote","oth.vote.perc","num.diff","perc.diff","winning.party","winner","turnout","turnout.perc","total.voting.age","dem.change","rep.change","oth.change","turnout.change","swing.num","swing.perc","swing.turnout","swing.turnout.perc","dem.wins","mostly.dem","dem.2016","most.turnout.drop","most.turnout.drop.1","use.machines.prop","machine.most.used","all.machines","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","X._collegedegreepersons25._2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010"
"172",172,"Jefferson",2008,21448,49.6872538572024,21096,48.8717972478339,622,1.44094889496363,-352,-0.815456609368489,"Dem","Obama",43166,67.2137273831397,64222,7.12522132722498,-7.58314754618245,0.457926218957455,1.63651085297872,-6203,-14.7083688734074,1051,1.63651085297873,1,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","50796","83.32%","16,559","23,409",2356,"42,324",-6850,"-17.85%","-0.46%","288.78%","-4.42%","39.12%","55.31%","5.57%","1.44%",0,0,1,"20,158","23,517","606","44,281","45.52%","53.11%","1.37%","1.44%",0,2,84395,65237,83686,22.7,96.6,1,652,90.3,58909,6328,23,15005,9.3,90.3,3.3,53454,150.4
"173",173,"Juneau",2008,6186,53.6513443191674,5148,44.6487424111015,196,1.69991326973114,-1038,-9.00260190806592,"Dem","Obama",11530,54.2588235294118,21250,7.33096302827152,-7.6414264232147,0.310463394943189,-3.99529411764706,-1777,-14.9723894514862,-849,-3.99529411764706,2,"Mostly Rep","Rep2016","Large turnout change 2016","Little turnout change 2016",0.0357142857142857,"ES&S","Some or no optical scanners","13820","84.92%","4,100","7,188",448,"11,736",-3088,"-34.32%","32.84%","157.47%","-0.77%","34.94%","61.25%","3.82%","0.40%",0,1,2,"6,242","5,411","174","11,827","52.78%","45.75%","1.47%","0.39%",1,2,26395,21010,26664,20.4,94.4,2.4,504,92,19330,1681,12.4,2605,11.5,38.3,7.1,45297,34.8
"174",174,"Kenosha",2008,45836,58.1756336544441,31609,40.1185444668672,1344,1.70582187868865,-14227,-18.0570891875769,"Dem","Obama",78789,63.3301181577044,124410,5.69879270610061,-6.44423357259478,0.745440866494166,1.89775741499879,-9707,-12.1430262786954,2361,1.89775741499879,4,"Mostly Dem","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9
"175",175,"Kewaunee",2008,5902,54.7140076017428,4711,43.6729396495782,174,1.61305274867897,-1191,-11.0410679521646,"Dem","Obama",10787,68.1169487244254,15836,8.80786016982587,-9.28545651825646,0.477596348430585,-3.06895680727455,-1986,-18.0933166880823,-486,-3.06895680727456,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","12568","85.47%","3,623","6,616",503,"10,742",-2993,"-29.69%","15.12%","267.15%","-2.67%","33.73%","61.59%","4.68%","0.36%",0,0,2,"5,153","5,747","137","11,037","46.69%","52.07%","1.24%","0.36%",0,1,20444,15865,20574,22.4,97.7,0.4,63,95.6,15167,698,13.5,2142,21.7,239,6.4,53588,60.1
"176",176,"La Crosse",2008,38524,60.938340346104,23701,37.4909044892278,993,1.57075516466829,-14823,-23.4474358568762,"Dem","Obama",63218,69.2549543726652,91283,7.55543832473149,-8.03664797633166,0.481209651600182,1.18532475926514,-9942,-15.5920863010632,1082,1.18532475926514,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8
"177",177,"Lafayette",2008,4732,60.4265100242625,2984,38.1049674371089,115,1.46852253862853,-1748,-22.3215425871536,"Dem","Obama",7831,62.2298156389066,12584,7.94677707242659,-8.73575740790776,0.788980335481174,-4.4262555626192,-1275,-16.6825344803344,-557,-4.4262555626192,4,"Mostly Dem","Rep2016","Large turnout change 2016","Little turnout change 2016",0.0384615384615385,"ES&S","Some or no optical scanners","9273","81.98%","3,288","3,977",337,"7,602",-689,"-27.51%","20.01%","230.39%","-4.40%","43.25%","52.32%","4.43%","0.26%",0,1,2,"4,536","3,314","102","7,952","57.04%","41.68%","1.28%","0.26%",1,2,16853,12690,16836,24.7,97.9,0.4,51,94.8,12030,660,16.5,2094,18.2,237,5.1,49107,26.6
"178",178,"Langlade",2008,5182,49.8173428186887,5081,48.8463756969813,139,1.33628148432994,-101,-0.970967121707368,"Dem","Obama",10402,66.0151043980453,15757,6.91504915786155,-7.45667649734771,0.541627339486158,-4.26477121279432,-1585,-14.3717256552093,-672,-4.26477121279431,1,"Mostly Rep","Rep2016","Large turnout change 2016","Little turnout change 2016",0.0526315789473684,"ES&S","Some or no optical scanners","11983","84.23%","3,260","6,436",397,"10,093",-3176,"-28.71%","10.66%","205.38%","-4.05%","32.30%","63.77%","3.93%","0.34%",0,0,2,"4,573","5,816","130","10,519","43.47%","55.29%","1.24%","0.34%",0,2,19410,15489,19977,20.2,96.3,0.7,108,94.9,14699,790,13.2,2045,18.6,135.6,6.6,42389,22.9
"179",179,"Lincoln",2008,8424,55.174220592088,6519,42.6971443542049,325,2.1286350537071,-1905,-12.4770762378832,"Dem","Obama",15268,67.5276426360018,22610,7.50543078317084,-8.4111359005722,0.905705117401367,-1.91065900044228,-2445,-15.916566683743,-432,-1.91065900044228,2,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","17121","85.06%","5,370","8,400",793,"14,563",-3030,"-29.00%","12.68%","300.51%","-4.29%","36.87%","57.68%","5.45%","0.49%",0,1,1,"7,563","7,455","198","15,216","49.70%","48.99%","1.30%","0.50%",1,1,28493,22766,28743,20.1,97.2,0.9,205,96,21855,911,14.5,3301,24,106.7,5.9,49021,32.7
"180",180,"Manitowoc",2008,22428,52.8787664450417,19234,45.3482340736549,752,1.77299948130334,-3194,-7.53053237138681,"Dem","Obama",42414,66.7947526732704,63499,6.11246209721565,-6.79624056402623,0.68377846681059,-2.74964960078113,-5569,-12.9087026612419,-1746,-2.74964960078111,1,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",0.566666666666667,"ES&S","Some or no optical scanners","47634","83.95%","14,563","23,234",2194,"39,991",-8671,"-28.62%","7.54%","259.67%","-6.16%","36.42%","58.10%","5.49%","1.36%",0,0,2,"20,403","21,604","610","42,617","47.88%","50.69%","1.43%","1.39%",0,2,80160,63086,81442,21.3,94.8,0.7,442,91.8,57913,5173,18.7,11797,11.2,131.1,4.3,48881,138.3
"181",181,"Marathon",2008,36367,53.5281130409185,30345,44.6644097733294,1228,1.80747718575213,-6022,-8.86370326758905,"Dem","Obama",67940,66.6261326638685,101972,8.12779860785302,-8.80978173697783,0.681983129124796,-0.116698701604378,-11517,-16.9375803448308,-119,-0.116698701604362,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","80465","85.56%","26,476","39,010",3363,"68,849",-12534,"-18.19%","6.54%","281.29%","-1.45%","38.46%","56.66%","4.88%","2.34%",0,0,2,"32,363","36,617","882","69,862","46.32%","52.41%","1.26%","2.28%",0,2,135780,103600,134063,23.7,91.8,0.8,829,89.6,92826,10774,22.2,22999,8.6,112,3.5,53363,86.8
"182",182,"Marinette",2008,11195,52.6699600094096,9726,45.7586450247001,334,1.57139496589038,-1469,-6.91131498470948,"Dem","Obama",21255,63.8403315912777,33294,6.91333674941854,-7.52379772339153,0.610460973973001,-3.04859734486694,-3145,-14.4371344728101,-1015,-3.04859734486694,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.08,"ES&S","Some or no optical scanners","24615","81.17%","6,243","12,995",741,"19,979",-6752,"-36.82%","22.37%","168.48%","-3.84%","31.25%","65.04%","3.71%","0.68%",0,0,2,"9,882","10,619","276","20,777","47.56%","51.11%","1.33%","0.68%",0,2,41298,33245,41749,19.5,97.2,0.4,133,95.9,31882,1363,13.6,4521,23.4,239.8,6.4,40490,29.8
"183",183,"Marquette",2008,4068,51.8480754524599,3654,46.5715014019883,124,1.58042314555187,-414,-5.27657405047158,"Dem","Obama",7846,63.4532955923979,12365,7.19784541824963,-7.74016546128884,0.542320043039192,-5.10311362717347,-1233,-14.9380108795385,-631,-5.10311362717347,2,"Mostly Rep","Rep2016","Large turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","9267","84.31%","2,808","4,712",293,"7,813",-1904,"-30.04%","18.04%","195.96%","-3.60%","35.94%","60.31%","3.75%","0.27%",0,1,2,"4,014","3,992","99","8,105","49.52%","49.25%","1.22%","0.26%",1,2,15050,12070,15404,19.8,97.3,0.6,72,94.5,11406,664,12.9,1557,17.2,157.5,6.8,46077,33.8
"184",184,"Menominee",2008,1257,86.8093922651934,185,12.7762430939227,6,0.414364640883978,-1072,-74.0331491712707,"Dem","Obama",1448,50.7535927094287,2853,4.2362928499887,-4.06586216923524,-0.170430680753449,-9.18331580792149,52,-8.30215501922395,-262,-9.18331580792148,5,"Mostly Dem","Dem2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","1911","66.93%","1,003","269",7,"1,279",734,"-15.79%","50.28%","0.00%","-7.12%","78.42%","21.03%","0.55%","0.04%",1,0,2,"1,191","179","7","1,377","86.49%","13.00%","0.51%","0.04%",1,2,4522,3030,4232,33,12.2,0.8,24,11.6,351,2678,15.8,479,0.1,14.5,5.3,33333,11.8
"185",185,"Milwaukee",2008,319819,67.3031111634876,149445,31.4493930874257,5928,1.24749574908668,-170374,-35.8537180760619,"Dem","Obama",475192,66.4740862806759,714853,5.57959819473371,-5.93624382064419,0.356645625910481,-0.985377413258377,-53008,-11.5158420153779,-7044,-0.98537741325839,5,"Mostly Dem","Dem2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","561,965","77.40%","288,986","126,091",19893,"434,970",162895,"-13.07%","-18.61%","281.53%","-11.69%","66.44%","28.99%","4.57%","14.77%",1,0,1,"332,438","154,924","5,214","492,576","67.49%","31.45%","1.06%","16.05%",1,2,956406,722087,947735,24.5,65.6,27.1,195685,53.4,385594,336492,28.1,202906,1.1,2,2.6,43193,3926
"186",186,"Monroe",2008,10198,53.2477025898079,8666,45.2485380116959,288,1.50375939849624,-1532,-7.99916457811195,"Dem","Obama",19152,57.2915731849592,33429,7.35939329247739,-7.80965979949362,0.450266507016237,-1.20254868527326,-2934,-15.169053091971,-402,-1.20254868527327,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.147058823529412,"ES&S","Some or no optical scanners","23177","84.37%","7,047","11,442",1065,"19,554",-4395,"-25.94%","18.26%","261.02%","0.35%","36.04%","58.51%","5.45%","0.66%",0,0,2,"9,515","9,675","295","19,485","48.83%","49.65%","1.51%","0.63%",0,2,45379,33762,44673,25.6,95,1.5,506,91.6,30926,2836,17.4,5875,10.9,61.1,4.7,49774,49.6
"187",187,"Oconto",2008,9927,52.3355124420076,8755,46.156684943062,286,1.50780261493041,-1172,-6.17882749894559,"Dem","Obama",18968,64.333197666531,29484,9.22143746979379,-9.63294827912654,0.411510809332753,-2.80151946818614,-3681,-18.8543857489203,-826,-2.80151946818614,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.642857142857143,"ES&S","Some or no optical scanners","23184","85.94%","5,886","13,255",783,"19,924",-7369,"-33.60%","23.41%","209.49%","0.33%","29.54%","66.53%","3.93%","0.68%",0,0,2,"8,865","10,741","253","19,859","44.64%","54.09%","1.27%","0.65%",0,2,37417,29634,37660,20.8,96.9,0.3,89,95.6,28330,1304,14.9,4416,21.7,318.7,5.7,51615,37.7
"188",188,"Oneida",2008,11907,54.3029142153509,9630,43.9184566972226,390,1.77862908742646,-2277,-10.3844575181283,"Dem","Obama",21927,74.2382177681473,29536,6.82344599991467,-7.58569503379967,0.762249033885011,-0.379198266522224,-3164,-14.4091410337143,-112,-0.37919826652221,1,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",0.619047619047619,"ES&S","Some or no optical scanners","25116","82.96%","8,103","11,677",1057,"20,837",-3574,"-22.47%","6.96%","273.50%","-3.76%","38.89%","56.04%","5.07%","0.71%",0,0,2,"10,452","10,917","283","21,652","48.27%","50.42%","1.31%","0.71%",0,2,35563,29339,35998,17.5,96.6,0.5,147,95.5,28019,1320,23.6,6924,21.2,191,3.2,45759,32.3
"189",189,"Outagamie",2008,50294,54.9283007328288,39677,43.3330056900713,1592,1.73869357709992,-10617,-11.5952950427574,"Dem","Obama",91563,68.3663107593519,133930,10.3208604218904,-10.9734907008226,0.652630278932236,1.12969461659077,-19351,-21.294351122713,1513,1.12969461659076,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.67741935483871,"ES&S","Some or no optical scanners","109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2
"190",190,"Ozaukee",2008,20579,38.5627283800244,32172,60.2867047690434,614,1.15056685093226,11593,21.723976389019,"Rep","McCain",53365,80.2613966219976,66489,5.1602544020488,-5.53016051983881,0.369906117790005,0.500834724540908,-5597,-10.6904149218876,333,0.500834724540901,0,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","63515","84.02%","20,167","30,458",2743,"53,368",-10291,"5.26%","-15.58%","372.12%","-4.39%","37.79%","57.07%","5.14%","1.81%",0,0,1,"19,159","36,077","581","55,817","34.32%","64.63%","1.04%","1.82%",0,2,87470,68052,86395,22.2,95,1.5,1021,92.7,63084,4968,44.9,30555,12.7,61.8,1.2,75457,370.7
"191",191,"Pepin",2008,2102,55.7411827101565,1616,42.8533545478653,53,1.40546274197826,-486,-12.8878281622912,"Dem","Obama",3771,65.1520387007602,5788,2.1012417362263,-2.71969021357101,0.618448477344709,-5.09675190048375,-158,-4.82093194979731,-295,-5.09675190048376,4,"Mostly Dem","Rep2016","Large turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","4324","86.63%","1,345","2,228",173,"3,746",-883,"-28.30%","24.19%","496.55%","1.27%","35.90%","59.48%","4.62%","0.13%",0,1,2,"1,876","1,794","29","3,699","50.72%","48.50%","0.78%","0.12%",1,2,7335,5692,7469,22.4,98.1,0.5,28,96.9,5516,176,17.1,973,31.3,193.8,4.8,47701,32.2
"192",192,"Pierce",2008,11803,53.3903288551138,9812,44.3841317229837,492,2.22553942190256,-1991,-9.00619713213009,"Dem","Obama",22107,68.9443318259785,32065,2.30237858998304,-3.32568725672011,1.02330866673709,0.720411663807894,-1252,-5.62806584670314,231,0.72041166380789,3,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.76,"ES&S","Mostly optical scanners","25044","84.21%","8,380","11,260",1449,"21,089",-2880,"-18.12%","8.30%","273.45%","0.33%","39.74%","53.39%","6.87%","0.72%",0,0,2,"10,235","10,397","388","21,020","48.69%","49.46%","1.85%","0.69%",0,2,40958,32152,41019,21.5,96.7,0.6,193,95.1,30577,1575,25.7,8263,19.4,158.5,2.9,59226,71.5
"193",193,"Polk",2008,10876,48.0325045267853,11282,49.8255531510842,485,2.14194232213046,406,1.7930486242989,"Rep","McCain",22643,66.8408312669737,33876,0.493892434711967,-1.63596240012201,1.14206996541004,-2.53867044515292,-516,-2.12985483483398,-860,-2.53867044515291,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.285714285714286,"ES&S","Some or no optical scanners","26328","86.19%","7,568","13,864",1259,"22,691",-6296,"-24.87%","14.64%","210.10%","0.52%","33.35%","61.10%","5.55%","0.77%",0,0,2,"10,073","12,094","406","22,573","44.62%","53.58%","1.80%","0.74%",0,2,43437,33794,44205,22.2,96.9,0.3,101,95.6,32307,1487,19.3,6522,21.7,318.7,4.2,48538,48.4
"194",194,"Portage",2008,24817,62.9521586931155,13810,35.031200852316,795,2.01664045456852,-11007,-27.9209578407996,"Dem","Obama",39422,69.9740849870425,56338,6.84220258315942,-7.43690828245984,0.594705699300426,0.818275409137698,-5692,-14.2791108656193,461,0.818275409137704,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",0.407407407407407,"ES&S","Some or no optical scanners","46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4
"195",195,"Price",2008,4559,55.6382719062729,3461,42.2382230900659,174,2.12350500366122,-1098,-13.400048816207,"Dem","Obama",8194,71.7199124726477,11425,6.00914945962219,-6.96866952661788,0.95952006699569,-4.98030634573303,-1061,-12.9778189862401,-569,-4.98030634573304,3,"Mostly Dem","Rep2016","Large turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","8848","85.44%","2,671","4,562",327,"7,560",-1891,"-31.28%","17.46%","151.54%","-4.32%","35.33%","60.34%","4.33%","0.26%",0,1,2,"3,887","3,884","130","7,901","49.20%","49.16%","1.65%","0.26%",1,2,13675,11227,14159,17.9,96.8,0.5,56,95.5,10722,505,15.3,1718,21.2,191,5.5,42644,11.3
"196",196,"Racine",2008,53408,53.0673078833887,45954,45.6608572961587,1280,1.27183482045269,-7454,-7.40645058722999,"Dem","Obama",100642,68.2249262786835,147515,5.58333147326351,-5.98482199575127,0.401490522487763,-0.628410670101346,-11681,-11.5681534690148,-927,-0.628410670101346,2,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","115618","81.02%","42,506","46,620",4552,"93,678",-4114,"-19.81%","-5.53%","351.14%","-9.37%","45.37%","49.77%","4.86%","3.18%",0,1,2,"53,008","49,347","1,009","103,364","51.28%","47.74%","0.98%","3.37%",1,2,195163,148129,195408,24.1,84.4,11.6,17183,73.5,108875,39254,23,34070,2.8,6.3,3.3,54090,587.7
"197",197,"Richland",2008,5041,59.6568047337278,3298,39.0295857988166,111,1.31360946745562,-1743,-20.6272189349112,"Dem","Obama",8450,60.8176191161653,13894,11.8754883855325,-12.3079938190178,0.432505433485345,-6.98143083345328,-2078,-24.1834822045503,-970,-6.98143083345329,2,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","9924","80.23%","3,577","4,021",364,"7,962",-444,"-28.01%","12.54%","222.12%","-8.01%","44.93%","50.50%","4.57%","0.27%",0,1,2,"4,969","3,573","113","8,655","57.41%","41.28%","1.31%","0.28%",1,2,17662,13688,18021,22.5,97.5,0.6,82,95.4,13058,630,15,2053,20.7,159,5.7,45271,30.7
"198",198,"Rock",2008,50529,63.824224128131,27364,34.5640339021587,1276,1.61174196971037,-23165,-29.2601902259723,"Dem","Obama",79169,65.6949630736038,120510,5.92340528097829,-6.62807832587597,0.704673044897682,-1.08704671811469,-9718,-12.5514836068543,-1310,-1.08704671811468,5,"Mostly Dem","Dem2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","92058","81.52%","39,336","31,483",4224,"75,043",7853,"-20.08%","3.17%","342.77%","-7.00%","52.42%","41.95%","5.63%","2.55%",1,0,1,"49,219","30,517","954","80,690","61.00%","37.82%","1.18%","2.63%",1,1,161188,122503,160331,24,91,5.1,6248,83.9,102780,19723,19.4,23766,5.2,16.5,4.2,49435,223.3
"199",199,"Rusk",2008,3855,53.0115511551155,3253,44.7332233223322,164,2.25522552255226,-602,-8.27832783278328,"Dem","Obama",7272,63.289817232376,11490,4.82181985702039,-5.53800160513086,0.716181748110474,-5.7006092254134,-767,-10.3598214621513,-655,-5.7006092254134,1,"Mostly Rep","Rep2016","Large turnout change 2016","Little turnout change 2016",0.0303030303030303,"ES&S","Some or no optical scanners","8218","85.53%","2,171","4,564",294,"7,029",-2393,"-36.09%","24.16%","149.15%","-2.25%","30.89%","64.93%","4.18%","0.24%",0,0,2,"3,397","3,676","118","7,191","47.24%","51.12%","1.64%","0.23%",0,2,14333,11280,14755,21.3,97.5,0.6,68,96.1,10840,440,14.3,1613,24.6,160.2,6,38658,16.2
"200",200,"Sauk",2008,18617,60.7882191601907,11562,37.75223666166,447,1.45954417814928,-7055,-23.0359824985307,"Dem","Obama",30626,64.5736695622839,47428,9.14604537579381,-9.63902480396775,0.492979428173942,0.440667959854935,-5762,-18.7850701797616,209,0.440667959854938,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","37195","91.00%","16,050","15,871",1927,"33,848",179,"-14.34%","23.63%","445.89%","6.02%","47.42%","46.89%","5.69%","1.15%",1,0,1,"18,736","12,838","353","31,927","58.68%","40.21%","1.11%","1.04%",1,2,63379,48675,61976,23.2,95.9,0.8,389,91.7,44635,4040,21,10222,11,114.6,3.8,52140,74.6
"201",201,"Sawyer",2008,4765,52.4490919097413,4199,46.2190423775454,121,1.33186571271326,-566,-6.23004953219592,"Dem","Obama",9085,68.6074611085939,13242,5.78665670398654,-6.15586505924714,0.369208355260603,-2.77903639933545,-1106,-11.9425217632337,-368,-2.77903639933545,2,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","10872","71.44%","2,846","4,625",296,"7,767",-1779,"-36.56%","4.12%","205.15%","-13.94%","36.64%","59.55%","3.81%","0.26%",0,1,2,"4,486","4,442","97","9,025","49.71%","49.22%","1.07%","0.29%",1,2,16437,13117,16557,20.2,78.8,0.6,79,77.6,10179,2938,22,2886,3.5,129.3,3.5,39904,13.2
"202",202,"Shawano",2008,10259,51.0677485190901,9538,47.4787196973468,292,1.45353178356314,-721,-3.58902882174325,"Dem","Obama",20089,61.8047009598819,32504,9.8419758632493,-10.3811783930384,0.539202529789155,-2.79965542702437,-4214,-20.2231542562877,-910,-2.79965542702437,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.5,"ES&S","Some or no optical scanners","23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47
"203",203,"Sheboygan",2008,30395,48.9397330413641,30801,49.5934435731882,911,1.4668233854477,406,0.653710531824103,"Rep","McCain",62107,70.299730604668,88346,4.85510230284115,-5.42931091782976,0.574208614988613,-0.586331016684397,-6444,-10.2844132206709,-518,-0.5863310166844,0,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","69523","83.84%","22,636","32,368",3286,"58,290",-9732,"-18.92%","-5.00%","397.13%","-6.96%","38.83%","55.53%","5.64%","1.98%",0,0,2,"27,918","34,072","661","62,651","44.56%","54.38%","1.06%","2.04%",0,2,115290,88773,115507,23,91.5,1.7,1509,86.2,76523,12251,22.4,19885,6.2,50.7,3.5,52920,225.9
"204",204,"St. Croix",2008,21177,47.2479418129894,22837,50.9515628834698,807,1.80049530354075,1660,3.70362107048036,"Rep","McCain",44821,72.1766856149052,62099,2.34773863383324,-3.2590263360832,0.911287702249966,4.80845102175559,-2235,-5.60676496991644,2986,4.80845102175558,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.848484848484849,"ES&S","Mostly optical scanners","55099","84.97%","17,496","26,123",3200,"46,819",-8627,"-12.12%","2.43%","294.09%","1.29%","37.37%","55.80%","6.83%","1.59%",0,0,1,"19,910","25,503","812","46,225","43.07%","55.17%","1.76%","1.51%",0,2,86759,63855,84345,26.4,96.5,0.7,447,94.6,60406,3448,33,21072,17.5,135.1,2,68426,116.8
"205",205,"Taylor",2008,4563,48.8230258934303,4586,49.0691204793495,197,2.1078536272202,23,0.24609458591911,"Rep","McCain",9346,59.6312129139284,15673,8.6993750498801,-9.42401585094501,0.724640801064904,-1.25693868436164,-1730,-18.1233909008251,-197,-1.25693868436164,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.222222222222222,"ES&S","Some or no optical scanners","10989","85.69%","2,398","6,589",430,"9,417",-4191,"-36.27%","17.64%","190.54%","-1.00%","25.46%","69.97%","4.57%","0.32%",0,0,2,"3,763","5,601","148","9,512","39.56%","58.88%","1.56%","0.31%",0,2,20540,15651,20689,23.8,98.1,0.4,63,96.7,15135,516,13.6,2129,29.3,241.8,6.4,44869,21.2
"206",206,"Trempealeau",2008,8321,62.4981222773021,4808,36.1123629262431,185,1.38951479645486,-3513,-26.385759351059,"Dem","Obama",13314,60.3563171494628,22059,5.07385830347192,-5.68823442832955,0.614376124857647,-3.39090620608368,-1316,-10.7620927318015,-748,-3.39090620608368,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.115384615384615,"ES&S","Some or no optical scanners","16077","84.47%","5,645","7,370",566,"13,581",-1725,"-25.77%","29.14%","234.91%","0.74%","41.57%","54.27%","4.17%","0.46%",0,1,2,"7,605","5,707","169","13,481","56.41%","42.33%","1.25%","0.44%",1,2,29509,22309,28816,24.4,97.5,0.4,89,91.7,20457,1852,17.5,3904,11,229.3,4.7,49143,39.3
"207",207,"Vernon",2008,8463,60.1278863232682,5367,38.1314387211368,245,1.74067495559503,-3096,-21.9964476021314,"Dem","Obama",14075,63.8350945621117,22049,6.74964449100145,-7.5000870451145,0.750442554113046,-3.49222186947253,-1946,-14.2497315361159,-770,-3.49222186947254,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.03125,"Dominion","Some or no optical scanners","16913","83.92%","6,351","6,994",848,"14,193",-643,"-21.05%","17.70%","199.65%","-0.53%","44.75%","49.28%","5.97%","0.48%",0,1,2,"8,044","5,942","283","14,269","56.37%","41.64%","1.98%","0.47%",1,2,30362,22498,29773,25.9,98,0.4,90,96.6,21733,765,19.5,4387,28.4,241.5,4.1,45488,37.6
