"muni_county_2016","hindi","MCD_FIPS"
"TOWN OF MONROE GREEN","23020",5504553775
"TOWN OF MOUNT PLEASANT GREEN","23022",5504554850
"TOWN OF MOUNT PLEASANT GREEN","23022",5504554850
"TOWN OF NEW GLARUS GREEN","23024",5504556725
"TOWN OF SPRING GROVE GREEN","23026",5504572525
"TOWN OF SYLVESTER GREEN","23028",5504578875
"TOWN OF WASHINGTON GREEN","23030",5504583625
"TOWN OF YORK GREEN","23032",5504589475
"VILLAGE OF ALBANY GREEN","23101",5504500750
"VILLAGE OF BELLEVILLE GREEN","23106",NA
"VILLAGE OF BROOKLYN GREEN","23109",NA
"VILLAGE OF BROWNTOWN GREEN","23110",5504510475
"VILLAGE OF MONTICELLO GREEN","23151",5504554000
"VILLAGE OF NEW GLARUS GREEN","23161",5504556700
"CITY OF BRODHEAD GREEN","23206",5504509925
"CITY OF MONROE GREEN","23251",5504553750
"TOWN OF BERLIN GREEN LAKE","24002",5504706950
"TOWN OF BROOKLYN GREEN LAKE","24004",5504710125
"TOWN OF GREEN LAKE GREEN LAKE","24006",5504731350
"TOWN OF KINGSTON GREEN LAKE","24008",5504739775
"TOWN OF MACKFORD GREEN LAKE","24010",5504746875
"TOWN OF MANCHESTER GREEN LAKE","24012",5504748400
"TOWN OF MARQUETTE GREEN LAKE","24014",5504749525
"TOWN OF PRINCETON GREEN LAKE","24016",5504765625
"TOWN OF ST. MARIE GREEN LAKE","24018",5504770925
"TOWN OF SENECA GREEN LAKE","24020",5504772525
"VILLAGE OF KINGSTON GREEN LAKE","24141",5504739750
"VILLAGE OF MARQUETTE GREEN LAKE","24154",5504749500
"CITY OF BERLIN GREEN LAKE","24206",5504706925
"CITY OF GREEN LAKE GREEN LAKE","24231",5504731300
"CITY OF MARKESAN GREEN LAKE","24251",5504749450
"CITY OF PRINCETON GREEN LAKE","24271",5504765600
"TOWN OF ARENA IOWA","25002",5504902575
"TOWN OF BRIGHAM IOWA","25004",5504909600
"TOWN OF CLYDE IOWA","25006",5504915875
"TOWN OF DODGEVILLE IOWA","25008",5504920375
"TOWN OF EDEN IOWA","25010",5504922525
"TOWN OF HIGHLAND IOWA","25012",5504934475
"TOWN OF LINDEN IOWA","25014",5504944625
"TOWN OF MIFFLIN IOWA","25016",5504951725
"TOWN OF MINERAL POINT IOWA","25018",5504953125
"TOWN OF MOSCOW IOWA","25020",5504954425
"TOWN OF PULASKI IOWA","25022",5504965700
"TOWN OF RIDGEWAY IOWA","25024",5504967900
"TOWN OF WALDWICK IOWA","25026",5504983150
"TOWN OF WYOMING IOWA","25028",5504989350
"VILLAGE OF ARENA IOWA","25101",5504902550
"VILLAGE OF AVOCA IOWA","25102",5504904025
"VILLAGE OF BARNEVELD IOWA","25106",5504904775
"VILLAGE OF BLANCHARDVILLE IOWA","25108",NA
"VILLAGE OF COBB IOWA","25111",5504915975
"VILLAGE OF HIGHLAND IOWA","25136",5504934450
"VILLAGE OF HOLLANDALE IOWA","25137",5504935400
"VILLAGE OF LINDEN IOWA","25146",5504944650
"VILLAGE OF LIVINGSTON IOWA","25147",NA
"VILLAGE OF MONTFORT IOWA","25151",NA
"VILLAGE OF MUSCODA IOWA","25153",NA
"VILLAGE OF REWEY IOWA","25176",5504967100
"VILLAGE OF RIDGEWAY IOWA","25177",5504967875
"CITY OF DODGEVILLE IOWA","25216",5504920350
"CITY OF MINERAL POINT IOWA","25251",5504953100
"TOWN OF ANDERSON IRON","26002",5505101925
"TOWN OF CAREY IRON","26004",5505112525
"TOWN OF GURNEY IRON","26006",5505131875
"TOWN OF KIMBALL IRON","26008",5505139625
"TOWN OF KNIGHT IRON","26010",5505140075
"TOWN OF MERCER IRON","26012",5505151200
"TOWN OF OMA IRON","26014",5505159850
"TOWN OF PENCE IRON","26016",5505161825
"TOWN OF SAXON IRON","26018",5505171875
"TOWN OF SHERMAN IRON","26020",5505173400
"CITY OF HURLEY IRON","26236",5505136525
"CITY OF HURLEY IRON","26236",5505136525
"CITY OF HURLEY IRON","26236",5505136525
"CITY OF HURLEY IRON","26236",5505136525
"CITY OF MONTREAL IRON","26251",5505154075
"TOWN OF ADAMS JACKSON","27002",5505300350
"TOWN OF ALBION JACKSON","27004",5505300900
"TOWN OF ALMA JACKSON","27006",5505301275
"TOWN OF ALMA JACKSON","27006",5505301275
"TOWN OF BEAR BLUFF JACKSON","27008",5505305550
"TOWN OF BROCKWAY JACKSON","27010",5505309900
"TOWN OF CITY POINT JACKSON","27012",5505314800
"TOWN OF CLEVELAND JACKSON","27014",5505315375
"TOWN OF CURRAN JACKSON","27016",5505318075
"TOWN OF FRANKLIN JACKSON","27018",5505327225
"TOWN OF GARDEN VALLEY JACKSON","27020",5505328250
"TOWN OF GARFIELD JACKSON","27022",5505328325
"TOWN OF HIXTON JACKSON","27024",5505335100
"TOWN OF IRVING JACKSON","27026",5505337275
"TOWN OF KNAPP JACKSON","27028",5505340000
"TOWN OF KOMENSKY JACKSON","27030",5505340325
"TOWN OF MANCHESTER JACKSON","27032",5505348425
"TOWN OF MELROSE JACKSON","27034",5505350775
"TOWN OF MILLSTON JACKSON","27036",5505352050
"TOWN OF NORTH BEND JACKSON","27038",5505357775
"TOWN OF NORTHFIELD JACKSON","27040",5505357975
"TOWN OF SPRINGFIELD JACKSON","27042",5505375900
"VILLAGE OF ALMA CENTER JACKSON","27101",5505301300
"VILLAGE OF HIXTON JACKSON","27136",5505335075
"VILLAGE OF MELROSE JACKSON","27151",5505350750
"VILLAGE OF MERRILLAN JACKSON","27152",5505351300
"VILLAGE OF TAYLOR JACKSON","27186",5505379150
"CITY OF BLACK RIVER FALLS JACKSON","27206",5505307900
"CITY OF BLACK RIVER FALLS JACKSON","27206",5505307900
"CITY OF BLACK RIVER FALLS JACKSON","27206",5505307900
"CITY OF BLACK RIVER FALLS JACKSON","27206",5505307900
"TOWN OF AZTALAN JEFFERSON","28002",5505504125
"TOWN OF COLD SPRING JEFFERSON","28004",5505516225
"TOWN OF CONCORD JEFFERSON","28006",5505516650
"TOWN OF FARMINGTON JEFFERSON","28008",5505525300
"TOWN OF HEBRON JEFFERSON","28010",5505533700
"TOWN OF IXONIA JEFFERSON","28012",5505537600
"TOWN OF JEFFERSON JEFFERSON","28014",5505537925
"TOWN OF KOSHKONONG JEFFERSON","28016",5505540375
"TOWN OF KOSHKONONG JEFFERSON","28016",5505540375
"TOWN OF LAKE MILLS JEFFERSON","28018",5505541700
"TOWN OF MILFORD JEFFERSON","28020",5505551850
"TOWN OF OAKLAND JEFFERSON","28022",5505559125
"TOWN OF PALMYRA JEFFERSON","28024",5505561050
"TOWN OF SULLIVAN JEFFERSON","28026",5505578200
"TOWN OF SUMNER JEFFERSON","28028",5505578475
"TOWN OF WATERLOO JEFFERSON","28030",5505583950
"TOWN OF WATERTOWN JEFFERSON","28032",5505584000
"VILLAGE OF CAMBRIDGE JEFFERSON","28111",NA
"VILLAGE OF JOHNSON CREEK JEFFERSON","28141",5505538350
"VILLAGE OF PALMYRA JEFFERSON","28171",5505561025
"VILLAGE OF SULLIVAN JEFFERSON","28181",5505578175
"CITY OF FORT ATKINSON JEFFERSON","28226",5505526675
"CITY OF JEFFERSON JEFFERSON","28241",5505537900
"CITY OF LAKE MILLS JEFFERSON","28246",5505541675
"CITY OF WATERLOO JEFFERSON","28290",5505583925
"CITY OF WATERTOWN JEFFERSON","28291",5505583975
"CITY OF WATERTOWN JEFFERSON","28291",5505583975
"CITY OF WATERTOWN JEFFERSON","28291",5505583975
"CITY OF WATERTOWN JEFFERSON","28291",5505583975
"CITY OF WATERTOWN JEFFERSON","28291",5505583975
"CITY OF WATERTOWN JEFFERSON","28291",5505583975
"CITY OF WHITEWATER JEFFERSON","28292",NA
"CITY OF WHITEWATER JEFFERSON","28292",NA
"TOWN OF ARMENIA JUNEAU","29002",5505702850
"TOWN OF CLEARFIELD JUNEAU","29004",5505715225
"TOWN OF CLEARFIELD JUNEAU","29004",5505715225
"TOWN OF CUTLER JUNEAU","29006",5505718225
"TOWN OF FINLEY JUNEAU","29008",5505725850
"TOWN OF FOUNTAIN JUNEAU","29010",5505726825
"TOWN OF GERMANTOWN JUNEAU","29012",5505728850
"TOWN OF GERMANTOWN JUNEAU","29012",5505728850
"TOWN OF KILDARE JUNEAU","29014",5505739575
"TOWN OF KINGSTON JUNEAU","29016",5505739800
"TOWN OF LEMONWEIR JUNEAU","29018",5505743300
"TOWN OF LINDINA JUNEAU","29020",5505744675
"TOWN OF LISBON JUNEAU","29022",5505744825
"TOWN OF LISBON JUNEAU","29022",5505744825
"TOWN OF LYNDON JUNEAU","29024",5505746525
"TOWN OF MARION JUNEAU","29026",5505749375
"TOWN OF NECEDAH JUNEAU","29028",5505755725
"TOWN OF ORANGE JUNEAU","29030",5505760150
"TOWN OF PLYMOUTH JUNEAU","29032",5505763650
"TOWN OF SEVEN MILE CREEK JUNEAU","29034",5505772625
"TOWN OF SUMMIT JUNEAU","29036",5505778300
"TOWN OF WONEWOC JUNEAU","29038",5505788525
"VILLAGE OF CAMP DOUGLAS JUNEAU","29111",5505712350
"VILLAGE OF HUSTLER JUNEAU","29136",5505736675
"VILLAGE OF LYNDON STATION JUNEAU","29146",5505746600
"VILLAGE OF NECEDAH JUNEAU","29161",5505755700
"VILLAGE OF UNION CENTER JUNEAU","29186",5505781725
"VILLAGE OF WONEWOC JUNEAU","29191",5505788500
"CITY OF ELROY JUNEAU","29221",5505723800
"CITY OF MAUSTON JUNEAU","29251",5505750025
"CITY OF NEW LISBON JUNEAU","29261",5505756900
"TOWN OF BRIGHTON KENOSHA","30002",5505909635
"TOWN OF PARIS KENOSHA","30006",5505961175
"TOWN OF RANDALL KENOSHA","30010",5505966125
"TOWN OF SALEM KENOSHA","30012",5505971125
"TOWN OF SALEM KENOSHA","30012",5505971125
"TOWN OF SOMERS KENOSHA","30014",5505974650
"TOWN OF SOMERS KENOSHA","30014",5505974650
"TOWN OF WHEATLAND KENOSHA","30016",5505986500
"VILLAGE OF BRISTOL KENOSHA","30104",5505909825
"VILLAGE OF BRISTOL KENOSHA","30104",5505909825
"VILLAGE OF PADDOCK LAKE KENOSHA","30171",5505960975
"VILLAGE OF PLEASANT PRAIRIE KENOSHA","30174",5505963300
"VILLAGE OF PLEASANT PRAIRIE KENOSHA","30174",5505963300
"VILLAGE OF PLEASANT PRAIRIE KENOSHA","30174",5505963300
"VILLAGE OF PLEASANT PRAIRIE KENOSHA","30174",5505963300
"VILLAGE OF PLEASANT PRAIRIE KENOSHA","30174",5505963300
"VILLAGE OF SILVER LAKE KENOSHA","30181",5505974025
"VILLAGE OF SOMERS KENOSHA","30182",5505974625
"VILLAGE OF SOMERS KENOSHA","30182",5505974625
"VILLAGE OF SOMERS KENOSHA","30182",5505974625
"VILLAGE OF SOMERS KENOSHA","30182",5505974625
"VILLAGE OF SOMERS KENOSHA","30182",5505974625
"VILLAGE OF TWIN LAKES KENOSHA","30186",5505981250
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"CITY OF KENOSHA KENOSHA","30241",5505939225
"TOWN OF AHNAPEE KEWAUNEE","31002",5506100600
"TOWN OF CARLTON KEWAUNEE","31004",5506112575
"TOWN OF CASCO KEWAUNEE","31006",5506112875
"TOWN OF FRANKLIN KEWAUNEE","31008",5506127250
"TOWN OF LINCOLN KEWAUNEE","31010",5506144425
"TOWN OF LUXEMBURG KEWAUNEE","31012",5506146425
"TOWN OF MONTPELIER KEWAUNEE","31014",5506154050
"TOWN OF PIERCE KEWAUNEE","31016",5506162625
"TOWN OF RED RIVER KEWAUNEE","31018",5506166700
"TOWN OF WEST KEWAUNEE KEWAUNEE","31020",5506185775
"VILLAGE OF CASCO KEWAUNEE","31111",5506112850
"VILLAGE OF LUXEMBURG KEWAUNEE","31146",5506146400
"CITY OF ALGOMA KEWAUNEE","31201",5506101000
"CITY OF KEWAUNEE KEWAUNEE","31241",5506139350
"TOWN OF BANGOR LA CROSSE","32002",5506304575
"TOWN OF BARRE LA CROSSE","32004",5506304825
"TOWN OF BURNS LA CROSSE","32006",5506311300
"TOWN OF CAMPBELL LA CROSSE","32008",5506312300
"TOWN OF FARMINGTON LA CROSSE","32010",5506325325
"TOWN OF GREENFIELD LA CROSSE","32012",5506331150
"TOWN OF HAMILTON LA CROSSE","32014",5506332275
"TOWN OF HOLLAND LA CROSSE","32016",5506335350
"TOWN OF MEDARY LA CROSSE","32018",5506350400
"TOWN OF ONALASKA LA CROSSE","32020",5506359950
"TOWN OF SHELBY LA CROSSE","32022",5506373125
"TOWN OF SHELBY LA CROSSE","32022",5506373125
"TOWN OF WASHINGTON LA CROSSE","32024",5506383650
"VILLAGE OF BANGOR LA CROSSE","32106",5506304550
"VILLAGE OF HOLMEN LA CROSSE","32136",5506335450
"VILLAGE OF ROCKLAND LA CROSSE","32176",5506368900
"VILLAGE OF WEST SALEM LA CROSSE","32191",5506386275
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF LA CROSSE LA CROSSE","32246",5506340775
"CITY OF ONALASKA LA CROSSE","32265",5506359925
"CITY OF ONALASKA LA CROSSE","32265",5506359925
"CITY OF ONALASKA LA CROSSE","32265",5506359925
"TOWN OF ARGYLE LAFAYETTE","33002",5506502675
"TOWN OF BELMONT LAFAYETTE","33004",5506506450
"TOWN OF BENTON LAFAYETTE","33006",5506506850
"TOWN OF BLANCHARD LAFAYETTE","33008",5506508100
"TOWN OF DARLINGTON LAFAYETTE","33010",5506518900
"TOWN OF ELK GROVE LAFAYETTE","33012",5506523262
"TOWN OF FAYETTE LAFAYETTE","33014",5506525475
"TOWN OF GRATIOT LAFAYETTE","33016",5506530600
"TOWN OF KENDALL LAFAYETTE","33018",5506539125
"TOWN OF LAMONT LAFAYETTE","33020",5506542175
"TOWN OF MONTICELLO LAFAYETTE","33022",5506554025
"TOWN OF NEW DIGGINGS LAFAYETTE","33024",5506556625
"TOWN OF SEYMOUR LAFAYETTE","33026",5506572700
"TOWN OF SHULLSBURG LAFAYETTE","33028",5506573850
"TOWN OF WAYNE LAFAYETTE","33030",5506584850
"TOWN OF WHITE OAK SPRINGS LAFAYETTE","33032",5506586800
"TOWN OF WILLOW SPRINGS LAFAYETTE","33034",5506587275
"TOWN OF WIOTA LAFAYETTE","33036",5506588050
"VILLAGE OF ARGYLE LAFAYETTE","33101",5506502650
"VILLAGE OF BELMONT LAFAYETTE","33106",5506506425
"VILLAGE OF BENTON LAFAYETTE","33107",5506506825
"VILLAGE OF BLANCHARDVILLE LAFAYETTE","33108",5506508125
"VILLAGE OF GRATIOT LAFAYETTE","33131",5506530575
"VILLAGE OF HAZEL GREEN LAFAYETTE","33136",NA
"VILLAGE OF SOUTH WAYNE LAFAYETTE","33181",5506575275
"CITY OF CUBA CITY LAFAYETTE","33211",NA
"CITY OF DARLINGTON LAFAYETTE","33216",5506518875
"CITY OF SHULLSBURG LAFAYETTE","33281",5506573825
"TOWN OF ACKLEY LANGLADE","34002",5506700225
"TOWN OF AINSWORTH LANGLADE","34004",5506700625
"TOWN OF ANTIGO LANGLADE","34006",5506702275
"TOWN OF ELCHO LANGLADE","34008",5506723050
"TOWN OF EVERGREEN LANGLADE","34010",5506724575
"TOWN OF LANGLADE LANGLADE","34012",5506742425
"TOWN OF NEVA LANGLADE","34014",5506756200
"TOWN OF NORWOOD LANGLADE","34016",5506758700
"TOWN OF PARRISH LANGLADE","34018",5506761375
"TOWN OF PECK LANGLADE","34020",5506761525
"TOWN OF POLAR LANGLADE","34022",5506763825
"TOWN OF PRICE LANGLADE","34024",5506765550
"TOWN OF ROLLING LANGLADE","34026",5506769175
"TOWN OF SUMMIT LANGLADE","34028",5506778325
"TOWN OF UPHAM LANGLADE","34030",5506781950
"TOWN OF VILAS LANGLADE","34032",5506782825
"TOWN OF WOLF RIVER LANGLADE","34034",5506788450
"VILLAGE OF WHITE LAKE LANGLADE","34191",5506786750
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"CITY OF ANTIGO LANGLADE","34201",5506702250
"TOWN OF BIRCH LINCOLN","35002",5506907500
"TOWN OF BRADLEY LINCOLN","35004",5506909225
"TOWN OF CORNING LINCOLN","35006",5506917125
"TOWN OF HARDING LINCOLN","35008",5506932650
"TOWN OF HARRISON LINCOLN","35010",5506932875
"TOWN OF KING LINCOLN","35012",5506939675
"TOWN OF MERRILL LINCOLN","35014",5506951275
"TOWN OF PINE RIVER LINCOLN","35016",5506962950
"TOWN OF ROCK FALLS LINCOLN","35018",5506968825
"TOWN OF RUSSELL LINCOLN","35020",5506970325
"TOWN OF SCHLEY LINCOLN","35022",5506972100
"TOWN OF SCOTT LINCOLN","35024",5506972300
"TOWN OF SKANAWAN LINCOLN","35026",5506974250
"TOWN OF SOMO LINCOLN","35028",5506974725
"TOWN OF TOMAHAWK LINCOLN","35030",5506980150
"TOWN OF WILSON LINCOLN","35032",5506987425
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF MERRILL LINCOLN","35251",5506951250
"CITY OF TOMAHAWK LINCOLN","35286",5506980125
"CITY OF TOMAHAWK LINCOLN","35286",5506980125
"CITY OF TOMAHAWK LINCOLN","35286",5506980125
"TOWN OF CATO MANITOWOC","36002",5507113237
"TOWN OF CENTERVILLE MANITOWOC","36004",5507113750
"TOWN OF COOPERSTOWN MANITOWOC","36006",5507116950
"TOWN OF EATON MANITOWOC","36008",5507122275
"TOWN OF FRANKLIN MANITOWOC","36010",5507127275
"TOWN OF GIBSON MANITOWOC","36012",5507128975
"TOWN OF KOSSUTH MANITOWOC","36014",5507140425
"TOWN OF LIBERTY MANITOWOC","36016",5507143850
"TOWN OF MANITOWOC MANITOWOC","36018",5507148525
"TOWN OF MANITOWOC RAPIDS MANITOWOC","36020",5507148575
"TOWN OF MAPLE GROVE MANITOWOC","36022",5507148875
"TOWN OF MEEME MANITOWOC","36024",5507150625
"TOWN OF MEEME MANITOWOC","36024",5507150625
"TOWN OF MISHICOT MANITOWOC","36026",5507153350
"TOWN OF NEWTON MANITOWOC","36028",5507157200
"TOWN OF ROCKLAND MANITOWOC","36030",5507168925
"TOWN OF SCHLESWIG MANITOWOC","36032",5507171025
"TOWN OF TWO CREEKS MANITOWOC","36034",5507181300
"TOWN OF TWO RIVERS MANITOWOC","36036",5507181350
"VILLAGE OF CLEVELAND MANITOWOC","36112",5507115400
"VILLAGE OF FRANCIS CREEK MANITOWOC","36126",5507127125
"VILLAGE OF KELLNERSVILLE MANITOWOC","36132",5507139000
"VILLAGE OF MARIBEL MANITOWOC","36147",5507149250
"VILLAGE OF MISHICOT MANITOWOC","36151",5507153325
"VILLAGE OF REEDSVILLE MANITOWOC","36176",5507166875
"VILLAGE OF ST. NAZIANZ MANITOWOC","36181",5507172075
"VILLAGE OF VALDERS MANITOWOC","36186",5507182200
"VILLAGE OF WHITELAW MANITOWOC","36191",5507186775
"CITY OF KIEL MANITOWOC","36241",5507139525
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF MANITOWOC MANITOWOC","36251",5507148500
"CITY OF TWO RIVERS MANITOWOC","36286",5507181325
"CITY OF TWO RIVERS MANITOWOC","36286",5507181325
"CITY OF TWO RIVERS MANITOWOC","36286",5507181325
"CITY OF TWO RIVERS MANITOWOC","36286",5507181325
"TOWN OF BERGEN MARATHON","37002",5507306875
"TOWN OF BERLIN MARATHON","37004",5507306975
"TOWN OF BERN MARATHON","37006",5507307000
"TOWN OF BEVENT MARATHON","37008",5507307125
"TOWN OF BRIGHTON MARATHON","37010",5507309650
"TOWN OF CASSEL MARATHON","37012",5507312975
"TOWN OF CLEVELAND MARATHON","37014",5507315425
"TOWN OF DAY MARATHON","37016",5507318950
"TOWN OF EASTON MARATHON","37018",5507322025
"TOWN OF EAU PLEINE MARATHON","37020",5507322425
"TOWN OF ELDERON MARATHON","37022",5507323100
"TOWN OF EMMET MARATHON","37024",5507324025
"TOWN OF FRANKFORT MARATHON","37026",5507327150
"TOWN OF FRANZEN MARATHON","37028",5507327450
"TOWN OF GREEN VALLEY MARATHON","37030",5507331450
"TOWN OF GUENTHER MARATHON","37032",5507331800
"TOWN OF HALSEY MARATHON","37034",5507332150
"TOWN OF HAMBURG MARATHON","37036",5507332200
"TOWN OF HARRISON MARATHON","37038",5507332900
"TOWN OF HEWITT MARATHON","37040",5507334225
"TOWN OF HOLTON MARATHON","37042",5507335500
"TOWN OF HULL MARATHON","37044",5507336325
"TOWN OF JOHNSON MARATHON","37046",5507338300
