"","X","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality.1","county.1","hand","os.use","tch.use","bmd.use"
"742",742,"TOWN OF HUNTER SAWYER",186,46.7336683417085,15,398,3.76884422110553,478,197,49.4974874371859,220,3,407,184,85.1464435146444,54.0540540540541,45.2088452088452,0.737100737100737,-34,13,12,-7.32038571234551,4.28864222834071,3.03174348400479,83.2635983263598,-1.88284518828452,0,1,"SAWYER","TOWN OF HUNTER","TOWN OF HUNTER WARD 1",0,NA,NA,NA,"TOWN OF HUNTER SAWYER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5511336450,1,480,"Wisconsin","Sawyer Town","Hunter","Hand Counted Paper Ballots","Yes","Town","TOWN OF HUNTER","SAWYER",1,0,1,0
"743",743,"TOWN OF HUSTISFORD DODGE",177,21.1976047904192,33,835,3.95209580838323,999,625,74.8502994011976,238,7,846,601,84.6846846846847,28.1323877068558,71.0401891252955,0.8274231678487,-61,24,26,-6.93478291643664,3.81011027590209,3.12467264053453,83.5835835835836,-1.10110110110109,0,0,"DODGE","TOWN OF HUSTISFORD","TOWN OF HUSTISFORD WARDS 1-2",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","TOWN OF HUSTISFORD DODGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5502736650,1,947,"Wisconsin","Dodge Town","Hustisford","DRE-Touchscreen","Yes","Town","TOWN OF HUSTISFORD","DODGE",0,1,1,0
"744",744,"TOWN OF HUTCHINS SHAWANO",62,22.2222222222222,15,279,5.37634408602151,335,202,72.4014336917563,109,2,301,190,89.8507462686567,36.2126245847176,63.1229235880399,0.664451827242525,-47,12,13,-13.9904023624954,9.2785101037164,4.71189225877898,83.2835820895522,-6.56716417910447,0,0,"SHAWANO","TOWN OF HUTCHINS","TOWN OF HUTCHINS WARD 1",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","TOWN OF HUTCHINS SHAWANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5511536700,1,342,"Wisconsin","Shawano Town","Hutchins","DRE-Touchscreen","Yes","Town","TOWN OF HUTCHINS","SHAWANO",0,1,1,0
"745",745,"TOWN OF IOLA WAUPACA",164,30.03663003663,16,546,2.93040293040293,621,366,67.032967032967,227,6,552,319,88.8888888888889,41.1231884057971,57.7898550724638,1.08695652173913,-63,47,10,-11.0865583691671,9.24311196050326,1.8434464086638,87.9227053140097,-0.966183574879224,0,0,"WAUPACA","TOWN OF IOLA","TOWN OF IOLA WARDS 1-2",0,NA,NA,NA,"TOWN OF IOLA WAUPACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5513537050,1,629,"Wisconsin","Waupaca Town","Iola","DRE-Touchscreen","Yes","Town","TOWN OF IOLA","WAUPACA",1,0,1,0
"746",746,"TOWN OF IRON RIVER BAYFIELD",322,44.0492476060192,25,731,3.41997264021888,852,384,52.530779753762,418,12,738,308,86.6197183098592,56.639566395664,41.7344173441734,1.6260162601626,-96,76,13,-12.5903187896448,10.7963624095885,1.79395638005628,85.7981220657277,-0.821596244131456,0,1,"BAYFIELD","TOWN OF IRON RIVER","TOWN OF IRON RIVER WARD 1-2",1,"ES&S","ES&S M100","ES&S Automark","TOWN OF IRON RIVER BAYFIELD",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500737200,1,854,"Wisconsin","Bayfield Town","Iron River","Optical Scan","Yes","Town","TOWN OF IRON RIVER","BAYFIELD",0,1,0,1
"747",747,"TOWN OF IRONTON SAUK",85,31.4814814814815,20,270,7.40740740740741,307,165,61.1111111111111,143,6,296,147,96.4169381107492,48.3108108108108,49.6621621621622,2.02702702702703,-58,18,14,-16.8293293293293,11.448948948949,5.38038038038038,87.9478827361563,-8.46905537459284,0,0,"SAUK","TOWN OF IRONTON","TOWN OF IRONTON WARD 1",1,"ES&S","ES&S DS200","ES&S ExpressVote","TOWN OF IRONTON SAUK",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5511137250,1,310,"Wisconsin","Sauk Town","Ironton","Ballot Marking Device or System","Yes","Town","TOWN OF IRONTON","SAUK",0,1,0,1
"748",748,"TOWN OF IRVING JACKSON",145,40.6162464985994,21,357,5.88235294117647,452,191,53.5014005602241,220,2,365,143,80.7522123893805,60.2739726027397,39.1780821917808,0.547945205479452,-75,48,19,-19.6577261041403,14.3233183684433,5.33440773569702,78.9823008849557,-1.76991150442478,0,1,"JACKSON","TOWN OF IRVING","TOWN OF IRVING WARD 1-3",0,NA,NA,NA,"TOWN OF IRVING JACKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505337275,1,427,"Wisconsin","Jackson Town","Irving","DRE-Touchscreen","Yes","Town","TOWN OF IRVING","JACKSON",1,0,1,0
"749",749,"TOWN OF ISABELLE PIERCE",57,36.3057324840764,9,157,5.73248407643312,171,91,57.9617834394904,68,4,151,79,88.3040935672515,45.0331125827815,52.317880794702,2.64900662251656,-11,12,5,-8.72738009870503,5.64390264478846,3.08347745391657,91.812865497076,3.50877192982456,0,0,"PIERCE","TOWN OF ISABELLE","TOWN OF ISABELLE WARD 1",0,NA,NA,NA,"TOWN OF ISABELLE PIERCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5509337350,1,171,"Wisconsin","Pierce Town","Isabelle","Hand Counted Paper Ballots","Yes","Town","TOWN OF ISABELLE","PIERCE",1,0,1,0
"750",750,"TOWN OF ITHACA RICHLAND",136,43.312101910828,20,314,6.36942675159236,401,158,50.3184713375796,177,3,317,137,79.0523690773067,55.8359621451104,43.217665615142,0.946372239747634,-41,21,17,-12.5238602342824,7.10080572243766,5.42305451184472,78.3042394014963,-0.748129675810461,0,1,"RICHLAND","TOWN OF ITHACA","TOWN OF ITHACA WARD 1",0,NA,NA,NA,"TOWN OF ITHACA RICHLAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5510337500,1,380,"Wisconsin","Richland Town","Ithaca","Hand Counted Paper Ballots","Yes","Town","TOWN OF ITHACA","RICHLAND",1,0,1,0
"751",751,"TOWN OF IXONIA JEFFERSON",666,24.2888402625821,201,2742,7.33041575492341,3147,1875,68.3807439824945,741,41,2712,1930,86.1773117254528,27.3230088495575,71.165191740413,1.5117994100295,-75,-55,160,-3.03416858697547,-2.78444775791844,5.81861634489392,87.1306005719733,0.953288846520493,0,0,"JEFFERSON","TOWN OF IXONIA","TOWN OF IXONIA WARDS 1-6",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF IXONIA JEFFERSON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505537600,1,3097,"Wisconsin","Jefferson Town","Ixonia","Ballot Marking Device or System","Yes","Town","TOWN OF IXONIA","JEFFERSON",0,1,0,1
"752",752,"TOWN OF JACKSON ADAMS",224,39.8576512455516,26,562,4.62633451957295,723,312,55.5160142348754,310,4,567,253,78.4232365145228,54.673721340388,44.6208112874779,0.705467372134039,-86,59,22,-14.8160700948364,10.8952029473975,3.92086714743891,77.731673582296,-0.69156293222683,0,1,"ADAMS","TOWN OF JACKSON","TOWN OF JACKSON WARD 1-2",0,NA,NA,NA,"TOWN OF JACKSON ADAMS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500137625,1,676,"Wisconsin","Adams Town","Jackson","Ballot Marking Device or System","Yes","Town","TOWN OF JACKSON","ADAMS",1,0,0,1
"753",753,"TOWN OF JACKSON BURNETT",232,40.7017543859649,17,570,2.98245614035088,685,321,56.3157894736842,279,7,570,284,83.2116788321168,48.9473684210526,49.8245614035088,1.2280701754386,-47,37,10,-8.24561403508773,6.49122807017543,1.75438596491228,83.2116788321168,0,0,0,"BURNETT","TOWN OF JACKSON","TOWN OF JACKSON WARD 1",0,NA,NA,NA,"TOWN OF JACKSON BURNETT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5501337650,1,660,"Wisconsin","Burnett Town","Jackson","Hand Counted Paper Ballots","Yes","Town","TOWN OF JACKSON","BURNETT",1,0,1,0
"754",754,"TOWN OF JACKSON WASHINGTON",573,19.8751300728408,185,2883,6.41692681234825,3349,2125,73.707943114811,579,25,2843,2239,84.8910122424604,20.3658107632782,78.7548364403799,0.879352796341892,-6,-114,160,-0.490680690437436,-5.04689332556892,5.53757401600636,86.0853986264557,1.19438638399522,0,0,"WASHINGTON","TOWN OF JACKSON","TOWN OF JACKSON WARDS 1-6",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF JACKSON WASHINGTON",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5513137700,1,3175,"Wisconsin","Washington Town","Jackson","Optical Scan","Yes","Town","TOWN OF JACKSON","WASHINGTON",0,1,0,1
"755",755,"TOWN OF JACKSONPORT DOOR",232,44.4444444444444,15,522,2.8735632183908,613,275,52.6819923371648,257,4,527,266,85.9706362153344,48.7666034155598,50.4743833017078,0.759013282732448,-25,9,11,-4.32215897111533,2.20760903545697,2.11454993565836,85.1549755301794,-0.815660685154981,0,0,"DOOR","TOWN OF JACKSONPORT","TOWN OF JACKSONPORT WARDS 1-2",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF JACKSONPORT DOOR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5502937750,1,611,"Wisconsin","Door Town","Jacksonport","Ballot Marking Device or System","Yes","Town","TOWN OF JACKSONPORT","DOOR",0,1,0,1
"756",756,"TOWN OF JACOBS ASHLAND",120,35.9281437125749,10,334,2.9940119760479,454,204,61.0778443113772,216,5,377,156,83.0396475770925,57.2944297082228,41.3793103448276,1.3262599469496,-96,48,5,-21.366285995648,19.6985339665497,1.6677520290983,73.568281938326,-9.47136563876651,0,1,"ASHLAND","TOWN OF JACOBS","TOWN OF JACOBS WARD 1",0,NA,NA,NA,"TOWN OF JACOBS ASHLAND",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500337775,1,428,"Wisconsin","Ashland Town","Jacobs","Hand Counted Paper Ballots","Yes","Town","TOWN OF JACOBS","ASHLAND",1,0,0,1
"757",757,"TOWN OF JAMESTOWN GRANT",347,33.5265700483092,45,1035,4.34782608695652,1252,643,62.1256038647343,501,18,1071,552,85.5431309904153,46.7787114845938,51.5406162464986,1.68067226890756,-154,91,27,-13.2521414362847,10.5849876182357,2.66715381804896,82.667731629393,-2.87539936102236,0,0,"GRANT","TOWN OF JAMESTOWN","TOWN OF JAMESTOWN WARDS 1-3",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF JAMESTOWN GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5504337800,1,1253,"Wisconsin","Grant Town","Jamestown","DRE-Touchscreen","Yes","Town","TOWN OF JAMESTOWN","GRANT",0,1,1,0
"758",758,"TOWN OF JANESVILLE ROCK",1037,46.6067415730337,147,2225,6.60674157303371,2641,1041,46.7865168539326,1156,22,2181,1003,82.5823551684968,53.0032095369097,45.9880788629069,1.0087116001834,-119,38,125,-6.39646796387598,0.798437991025665,5.59802997285031,84.2483907610754,1.66603559257858,0,1,"ROCK","TOWN OF JANESVILLE","TOWN OF JANESVILLE WARDS 1-6",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF JANESVILLE ROCK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510537850,2,2491,"Wisconsin","Rock Town","Janesville","Ballot Marking Device or System","Yes","Town","TOWN OF JANESVILLE","ROCK",0,1,0,1
"759",759,"TOWN OF JEFFERSON GREEN",193,30.7814992025518,39,627,6.2200956937799,746,395,62.9984051036683,266,8,625,351,83.7801608579089,42.56,56.16,1.28,-73,44,31,-11.7785007974482,6.83840510366826,4.9400956937799,84.0482573726541,0.268096514745295,0,0,"GREEN","TOWN OF JEFFERSON","TOWN OF JEFFERSON WARDS 1-2",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF JEFFERSON GREEN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504537875,1,688,"Wisconsin","Green Town","Jefferson","Optical Scan","Yes","Town","TOWN OF JEFFERSON","GREEN",0,1,0,1
"760",760,"TOWN OF JEFFERSON JEFFERSON",383,31.7578772802653,74,1206,6.13598673300166,1375,749,62.106135986733,511,18,1247,718,90.6909090909091,40.9783480352847,57.5781876503609,1.44346431435445,-128,31,56,-9.22047075501934,4.52794833637213,4.69252241864721,87.7090909090909,-2.98181818181817,0,0,"JEFFERSON","TOWN OF JEFFERSON","TOWN OF JEFFERSON WARDS 1-3",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF JEFFERSON JEFFERSON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505537925,1,1359,"Wisconsin","Jefferson Town","Jefferson","Ballot Marking Device or System","Yes","Town","TOWN OF JEFFERSON","JEFFERSON",0,1,0,1
"761",761,"TOWN OF JEFFERSON MONROE",108,37.6306620209059,8,287,2.78745644599303,317,171,59.581881533101,146,1,275,128,86.7507886435331,53.0909090909091,46.5454545454545,0.363636363636364,-38,43,7,-15.4602470700032,13.0364269876465,2.42382008235667,90.5362776025237,3.78548895899054,0,1,"MONROE","TOWN OF JEFFERSON","TOWN OF JEFFERSON WARD 1",0,NA,NA,NA,"TOWN OF JEFFERSON MONROE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5508137950,1,318,"Wisconsin","Monroe Town","Jefferson","DRE-Touchscreen","Yes","Town","TOWN OF JEFFERSON","MONROE",1,0,1,0
"762",762,"TOWN OF JEFFERSON VERNON",245,40.4290429042904,36,606,5.94059405940594,684,325,53.6303630363036,316,15,578,247,84.5029239766082,54.6712802768166,42.7335640138408,2.59515570934256,-71,78,21,-14.2422373725262,10.8967990224628,3.34543835006338,88.5964912280702,4.09356725146199,0,1,"VERNON","TOWN OF JEFFERSON","TOWN OF JEFFERSON WARDS 1-4",0,NA,NA,NA,"TOWN OF JEFFERSON VERNON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512337975,1,692,"Wisconsin","Vernon Town","Jefferson","DRE-Touchscreen","Yes","Town","TOWN OF JEFFERSON","VERNON",1,0,1,0
"763",763,"TOWN OF JOHNSON MARATHON",107,29.0760869565217,22,368,5.97826086956522,474,239,64.945652173913,158,1,382,223,80.5907172995781,41.3612565445026,58.3769633507853,0.261780104712042,-51,16,21,-12.2851695879809,6.56868882312771,5.71648076485318,77.6371308016878,-2.9535864978903,0,0,"MARATHON","TOWN OF JOHNSON","TOWN OF JOHNSON WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF JOHNSON MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507338300,1,440,"Wisconsin","Marathon Town","Johnson","Ballot Marking Device or System","Yes","Town","TOWN OF JOHNSON","MARATHON",0,1,0,1
"764",764,"TOWN OF JOHNSTOWN POLK",116,43.609022556391,18,266,6.76691729323308,307,132,49.6240601503759,158,4,279,117,90.8794788273616,56.6308243727599,41.9354838709677,1.4336917562724,-42,15,14,-13.0218018163689,7.6885762794082,5.33322553696068,86.6449511400651,-4.23452768729642,0,1,"POLK","TOWN OF JOHNSTOWN","TOWN OF JOHNSTOWN WARD 1",0,NA,NA,NA,"TOWN OF JOHNSTOWN POLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5509538400,1,310,"Wisconsin","Polk Town","Johnstown","DRE-Touchscreen","Yes","Town","TOWN OF JOHNSTOWN","POLK",1,0,1,0
"765",765,"TOWN OF JOHNSTOWN ROCK",192,41.025641025641,25,468,5.34188034188034,514,251,53.6324786324786,242,4,456,210,88.715953307393,53.0701754385965,46.0526315789474,0.87719298245614,-50,41,21,-12.0445344129555,7.57984705353126,4.4646873594242,91.0505836575876,2.33463035019456,0,1,"ROCK","TOWN OF JOHNSTOWN","TOWN OF JOHNSTOWN WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF JOHNSTOWN ROCK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510538450,1,515,"Wisconsin","Rock Town","Johnstown","Optical Scan","Yes","Town","TOWN OF JOHNSTOWN","ROCK",0,1,0,1
"766",766,"TOWN OF JORDAN GREEN",129,40.4388714733542,16,319,5.01567398119122,367,174,54.5454545454545,180,7,355,168,96.7302452316076,50.7042253521127,47.3239436619718,1.97183098591549,-51,6,9,-10.2653538787584,7.22151088348271,3.04384299527573,86.9209809264305,-9.80926430517711,0,1,"GREEN","TOWN OF JORDAN","TOWN OF JORDAN WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF JORDAN GREEN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504538550,1,366,"Wisconsin","Green Town","Jordan","Ballot Marking Device or System","Yes","Town","TOWN OF JORDAN","GREEN",0,1,0,1
