OBJECTID,GEOID,B03001e1,B03001m1,B03001e2,B03001m2,B03001e3,B03001m3,B03001e4,B03001m4,B03001e5,B03001m5,B03001e6,B03001m6,B03001e7,B03001m7,B03001e8,B03001m8,B03001e9,B03001m9,B03001e10,B03001m10,B03001e11,B03001m11,B03001e12,B03001m12,B03001e13,B03001m13,B03001e14,B03001m14,B03001e15,B03001m15,B03001e16,B03001m16,B03001e17,B03001m17,B03001e18,B03001m18,B03001e19,B03001m19,B03001e20,B03001m20,B03001e21,B03001m21,B03001e22,B03001m22,B03001e23,B03001m23,B03001e24,B03001m24,B03001e25,B03001m25,B03001e26,B03001m26,B03001e27,B03001m27,B03001e28,B03001m28,B03001e29,B03001m29,B03001e30,B03001m30,B03001e31,B03001m31,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3
219,06000US5501741550,921,141,910,138,11,12,11,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,921,141,910,138,907,138,0,9,0,9,3,4,0,9,0,9,0,9,0,9,0,9,11,12,7,11,0,9,0,9,0,9,0,9,4,8,0,9,0,9,0,9,921,141,910,138,11,12
220,06000US5501756350,520,79,520,79,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,520,79,520,79,515,79,0,9,0,9,0,9,0,9,0,9,5,7,0,9,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,520,79,520,79,0,9
221,06000US5501769975,451,102,451,102,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,451,102,451,102,439,99,12,20,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,451,102,451,102,0,9
222,06000US5501771275,876,121,876,121,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,876,121,876,121,874,121,0,9,1,3,0,9,0,9,0,9,1,3,0,9,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,876,121,876,121,0,9
223,06000US5501773875,1120,133,1095,133,25,27,8,12,6,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,9,0,9,0,9,0,9,5,9,0,9,0,9,0,9,0,9,0,9,0,9,6,9,0,9,0,9,0,9,6,9,1120,133,1095,133,1084,133,10,14,0,9,0,9,0,9,0,9,1,2,0,9,1,2,25,27,0,9,0,9,0,9,0,9,0,9,8,12,17,19,6,9,11,16,1120,133,1095,133,25,27
224,06000US5501776625,3608,44,3331,144,277,136,205,134,61,33,11,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3608,44,3331,144,2599,182,462,99,56,30,32,31,0,9,0,9,182,60,0,9,182,60,277,136,210,136,12,17,0,9,0,9,0,9,49,39,6,12,0,9,6,12,3608,44,3331,144,277,136
225,06000US5501779875,1611,170,1545,151,66,71,61,71,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,8,0,9,5,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1611,170,1545,151,1541,152,0,9,0,9,0,9,0,9,0,9,4,8,0,9,4,8,66,71,56,72,0,9,0,9,0,9,0,9,0,9,10,17,10,17,0,9,1611,170,1545,151,66,71
226,06000US5501786537,2761,18,2737,28,24,23,9,14,0,9,0,9,0,9,15,16,0,9,15,16,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2761,18,2737,28,2515,120,0,9,7,9,215,119,0,9,0,9,0,9,0,9,0,9,24,23,9,14,0,9,0,9,0,9,0,9,7,11,8,12,8,12,0,9,2761,18,2737,28,24,23
227,06000US5501788875,925,138,908,137,17,21,17,21,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,925,138,908,137,895,135,8,17,0,9,4,6,0,9,0,9,1,2,0,9,1,2,17,21,4,7,0,9,0,9,0,9,0,9,2,4,11,16,11,16,0,9,925,138,908,137,17,21
228,06000US5501900100,1582,172,1245,149,337,129,337,129,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1582,172,1245,149,1230,145,0,9,0,9,0,9,0,9,0,9,15,17,0,9,15,17,337,129,232,131,0,9,0,9,0,9,0,9,85,77,20,25,20,25,0,9,1582,172,1245,149,337,129
229,06000US5501905750,792,85,790,85,2,3,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,792,85,790,85,775,86,0,9,0,9,0,9,0,9,0,9,15,18,0,9,15,18,2,3,0,9,0,9,0,9,0,9,0,9,0,9,2,3,2,3,0,9,792,85,790,85,2,3
230,06000US5501911425,68,23,68,23,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,68,23,68,23,68,23,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,68,23,68,23,0,9
231,06000US5501916150,1180,176,1062,145,118,108,116,108,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,4,0,9,0,9,0,9,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1180,176,1062,145,1041,145,0,9,5,7,0,9,0,9,0,9,16,18,0,9,16,18,118,108,118,108,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1180,176,1062,145,118,108
232,06000US5501916175,766,91,756,90,10,12,10,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,766,91,756,90,744,90,0,9,3,4,0,9,0,9,0,9,9,13,0,9,9,13,10,12,10,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,766,91,756,90,10,12
233,06000US5501918125,319,85,66,24,253,84,232,84,21,28,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,319,85,66,24,66,24,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,253,84,214,78,0,9,4,8,0,9,0,9,35,30,0,9,0,9,0,9,319,85,66,24,253,84
234,06000US5501920025,322,64,320,64,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,322,64,320,64,291,58,0,9,11,10,2,3,0,9,0,9,16,20,0,9,16,20,2,3,0,9,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,322,64,320,64,2,3
235,06000US5501920450,977,142,813,136,164,75,164,75,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,977,142,813,136,813,136,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,164,75,145,72,0,9,0,9,0,9,0,9,16,21,3,4,3,4,0,9,977,142,813,136,164,75
236,06000US5501922250,679,127,679,127,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,679,127,679,127,677,126,0,9,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,679,127,679,127,0,9
237,06000US5501926775,78,22,78,22,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,78,22,78,22,78,22,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,78,22,78,22,0,9
238,06000US5501927775,1281,166,1265,166,16,15,16,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1281,166,1265,166,1242,166,6,7,6,6,11,13,0,9,0,9,0,9,0,9,0,9,16,15,0,9,0,9,4,5,0,9,0,9,12,14,0,9,0,9,0,9,1281,166,1265,166,16,15
239,06000US5501930275,848,101,829,97,19,21,14,21,0,9,0,9,0,9,2,3,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,3,4,848,101,829,97,801,97,4,5,0,9,17,14,0,9,0,9,7,8,0,9,7,8,19,21,14,21,0,9,0,9,0,9,0,9,3,4,2,3,2,3,0,9,848,101,829,97,19,21
240,06000US5501930425,377,76,375,76,2,3,1,2,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,377,76,375,76,337,53,37,46,0,9,0,9,0,9,0,9,1,2,0,9,1,2,2,3,1,2,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9,377,76,375,76,2,3
241,06000US5501931275,699,114,697,112,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,4,0,9,0,9,0,9,2,4,699,114,697,112,694,112,0,9,0,9,0,9,0,9,0,9,3,5,0,9,3,5,2,4,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,699,114,697,112,2,4
242,06000US5501931575,1093,154,1087,153,6,8,6,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1093,154,1087,153,1083,153,0,9,4,5,0,9,0,9,0,9,0,9,0,9,0,9,6,8,6,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1093,154,1087,153,6,8
243,06000US5501933900,424,93,423,94,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,3,0,9,0,9,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,424,93,423,94,418,95,0,9,0,9,5,7,0,9,0,9,0,9,0,9,0,9,1,3,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,424,93,423,94,1,3
244,06000US5501934200,267,61,267,61,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,267,61,267,61,265,61,0,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,267,61,267,61,0,9
245,06000US5501935050,822,114,820,114,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,822,114,820,114,796,113,10,13,0,9,0,9,0,9,0,9,14,10,2,2,12,9,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,822,114,820,114,2,3
246,06000US5501935125,770,119,764,119,6,9,0,9,0,9,0,9,0,9,6,9,0,9,0,9,0,9,0,9,6,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,770,119,764,119,741,119,0,9,0,9,3,4,0,9,0,9,20,12,0,9,20,12,6,9,4,6,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,770,119,764,119,6,9
247,06000US5501943700,453,72,450,73,3,4,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,453,72,450,73,437,72,0,9,13,11,0,9,0,9,0,9,0,9,0,9,0,9,3,4,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,453,72,450,73,3,4
248,06000US5501945700,905,123,903,123,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,905,123,903,123,900,122,0,9,0,9,3,4,0,9,0,9,0,9,0,9,0,9,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,905,123,903,123,2,3
249,06000US5501946075,1206,159,1182,156,24,25,20,24,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,0,9,0,9,0,9,4,5,1206,159,1182,156,1162,156,6,8,0,9,0,9,0,9,0,9,14,12,0,9,14,12,24,25,21,24,0,9,0,9,0,9,0,9,0,9,3,4,0,9,3,4,1206,159,1182,156,24,25
250,06000US5501946100,828,172,769,149,59,81,57,81,0,9,0,9,0,9,2,3,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,828,172,769,149,766,149,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,59,81,57,81,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,828,172,769,149,59,81
251,06000US5501946625,938,191,933,191,5,6,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,938,191,933,191,916,191,3,5,0,9,0,9,0,9,0,9,14,17,0,9,14,17,5,6,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,938,191,933,191,5,6
252,06000US5501950175,899,114,876,112,23,21,23,21,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,899,114,876,112,848,110,0,9,8,10,12,11,0,9,0,9,8,11,0,9,8,11,23,21,21,20,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,899,114,876,112,23,21
253,06000US5501950275,315,64,295,50,20,29,20,29,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,315,64,295,50,285,51,0,9,7,7,3,4,0,9,0,9,0,9,0,9,0,9,20,29,20,29,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,315,64,295,50,20,29
254,06000US5501951125,580,87,540,81,40,36,40,36,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,580,87,540,81,534,81,0,9,0,9,3,4,0,9,0,9,3,4,0,9,3,4,40,36,16,15,0,9,0,9,0,9,0,9,24,30,0,9,0,9,0,9,580,87,540,81,40,36
255,06000US5501955800,2270,242,2232,240,38,33,34,33,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,0,9,4,5,0,9,0,9,2270,242,2232,240,2122,232,30,19,0,9,59,44,0,9,0,9,21,24,0,9,21,24,38,33,32,32,0,9,0,9,0,9,0,9,6,11,0,9,0,9,0,9,2270,242,2232,240,38,33
256,06000US5501960825,917,125,888,127,29,28,26,28,0,9,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,917,125,888,127,866,117,0,9,0,9,13,17,0,9,0,9,9,19,0,9,9,19,29,28,21,26,3,4,0,9,0,9,0,9,5,8,0,9,0,9,0,9,917,125,888,127,29,28
257,06000US5501963000,1440,253,1389,252,51,44,49,44,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,2,3,1440,253,1389,252,1310,245,21,25,22,28,13,20,0,9,0,9,23,23,0,9,23,23,51,44,51,44,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1440,253,1389,252,51,44
258,06000US5501967025,711,83,707,83,4,4,4,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,711,83,707,83,707,83,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,4,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,711,83,707,83,4,4
259,06000US5501972450,186,40,186,40,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,186,40,186,40,186,40,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,186,40,186,40,0,9
260,06000US5501973350,1099,194,1052,192,47,65,47,65,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1099,194,1052,192,1016,191,0,9,0,9,0,9,0,9,0,9,36,32,0,9,36,32,47,65,47,65,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1099,194,1052,192,47,65
261,06000US5501973550,225,35,220,35,5,6,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,225,35,220,35,214,34,0,9,3,4,1,4,0,9,0,9,2,3,0,9,2,3,5,6,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,225,35,220,35,5,6
262,06000US5501976625,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
263,06000US5501979625,1631,194,1572,190,59,41,52,39,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,8,0,9,0,9,0,9,5,8,1631,194,1572,190,1550,190,0,9,0,9,0,9,0,9,0,9,22,19,0,9,22,19,59,41,55,40,2,4,0,9,2,3,0,9,0,9,0,9,0,9,0,9,1631,194,1572,190,59,41
264,06000US5501979650,901,102,901,102,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,901,102,901,102,889,103,0,9,0,9,3,4,0,9,0,9,9,12,0,9,9,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,901,102,901,102,0,9
265,06000US5501981825,834,141,834,141,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,834,141,834,141,808,141,9,13,0,9,0,9,0,9,0,9,17,14,0,9,17,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,834,141,834,141,0,9
266,06000US5501981850,112,34,103,33,9,12,8,12,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,112,34,103,33,102,32,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,9,12,9,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,112,34,103,33,9,12
267,06000US5501983350,758,176,756,175,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,758,176,756,175,756,175,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,758,176,756,175,2,3
268,06000US5501983575,282,65,279,65,3,3,2,2,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,282,65,279,65,277,65,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,3,3,3,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,282,65,279,65,3,3
269,06000US5501985925,682,140,680,140,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,682,140,680,140,659,142,0,9,21,20,0,9,0,9,0,9,0,9,0,9,0,9,2,3,0,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,682,140,680,140,2,3
270,06000US5501988275,512,91,496,91,16,18,16,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,512,91,496,91,480,89,0,9,0,9,2,4,0,9,0,9,14,12,0,9,14,12,16,18,0,9,0,9,0,9,0,9,0,9,16,18,0,9,0,9,0,9,512,91,496,91,16,18
271,06000US5501988300,929,110,929,110,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,929,110,929,110,922,110,3,4,0,9,0,9,0,9,0,9,4,5,0,9,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,929,110,929,110,0,9
272,06000US5501989125,665,77,652,73,13,17,13,17,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,665,77,652,73,646,73,0,9,0,9,0,9,0,9,0,9,6,8,0,9,6,8,13,17,0,9,0,9,0,9,0,9,0,9,2,3,11,14,11,14,0,9,665,77,652,73,13,17
273,06000US5501989425,896,136,873,137,23,24,23,24,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,896,136,873,137,864,137,3,5,0,9,0,9,0,9,0,9,6,9,0,9,6,9,23,24,21,24,0,9,0,9,0,9,0,9,2,2,0,9,0,9,0,9,896,136,873,137,23,24
274,06000US5502102800,860,99,811,92,49,37,34,32,10,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,9,0,9,0,9,0,9,0,9,0,9,0,9,860,99,811,92,786,89,0,9,0,9,6,8,0,9,0,9,19,28,0,9,19,28,49,37,49,37,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,860,99,811,92,49,37
275,06000US5502102825,803,100,803,100,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,803,100,803,100,791,101,0,9,0,9,0,9,8,13,0,9,4,7,0,9,4,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,803,100,803,100,0,9
