"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"1922","TOWN OF EATON MANITOWOC","TOWN-OF-EATON-WARD-1-MANITOWOC","TOWN OF EATON WARD 1 MANITOWOC","TOWN OF EATON","MANITOWOC",139,29.3248945147679,26,474,5.48523206751055,309,65.1898734177215,195,3,451,253,43.2372505543237,56.0975609756098,0.665188470066519,-56,56,23,-13.9123560395558,9.09231244211177,4.82004359744403,0,0,"MANITOWOC","TOWN OF EATON","TOWN OF EATON WARD 1 MANITOWOC"
"1923","TOWN OF EATON BROWN","TOWN-OF-EATON-WARD-1-2-BROWN","TOWN OF EATON WARDS 1-2 BROWN","TOWN OF EATON","BROWN",291,31.3915857605178,45,927,4.85436893203883,591,63.7540453074434,483,8,870,379,55.5172413793103,43.5632183908046,0.919540229885057,-192,212,37,-24.1256556187925,20.1908269166388,3.93482870215378,0,1,"BROWN","TOWN OF EATON","TOWN OF EATON WARDS 1-2 BROWN"
"1924","TOWN OF EATON CLARK","TOWN-OF-EATON-WARD-1-2-CLARK","TOWN OF EATON WARDS 1-2 CLARK","TOWN OF EATON","CLARK",60,24.5901639344262,16,244,6.55737704918033,168,68.8524590163934,112,5,240,123,46.6666666666667,51.25,2.08333333333333,-52,45,11,-22.0765027322404,17.6024590163934,4.474043715847,0,0,"CLARK","TOWN OF EATON","TOWN OF EATON WARDS 1-2 CLARK"
"1925","TOWN OF EAU GALLE DUNN","TOWN-OF-EAU-GALLE-WARD-1-DUNN","TOWN OF EAU GALLE WARD 1 DUNN","TOWN OF EAU GALLE","DUNN",124,28.3752860411899,17,437,3.89016018306636,296,67.7345537757437,229,8,450,213,50.8888888888889,47.3333333333333,1.77777777777778,-105,83,9,-22.513602847699,20.4012204424104,2.11238240528858,0,1,"DUNN","TOWN OF EAU GALLE","TOWN OF EAU GALLE WARD 1 DUNN"
"1926","TOWN OF EAU GALLE ST. CROIX","TOWN-OF-EAU-GALLE-WARD-1-2-ST.-CROIX","TOWN OF EAU GALLE WARDS 1-2 ST. CROIX","TOWN OF EAU GALLE","ST. CROIX",210,31.8181818181818,53,660,8.03030303030303,397,60.1515151515152,278,20,651,353,42.7035330261137,54.2242703533026,3.07219662058372,-68,44,33,-10.8853512079319,5.92724479821255,4.95810640971931,0,0,"ST. CROIX","TOWN OF EAU GALLE","TOWN OF EAU GALLE WARDS 1-2 ST. CROIX"
"1927","TOWN OF EAU PLEINE MARATHON","TOWN-OF-EAU-PLEINE-WARD-1-MARATHON","TOWN OF EAU PLEINE WARD 1 MARATHON","TOWN OF EAU PLEINE","MARATHON",92,23.7726098191214,20,387,5.16795865633075,275,71.0594315245478,182,5,384,197,47.3958333333333,51.3020833333333,1.30208333333333,-90,78,15,-23.6232235142119,19.7573481912145,3.86587532299742,0,0,"MARATHON","TOWN OF EAU PLEINE","TOWN OF EAU PLEINE WARD 1 MARATHON"
"1928","TOWN OF EAU PLEINE PORTAGE","TOWN-OF-EAU-PLEINE-WARD-1-PORTAGE","TOWN OF EAU PLEINE WARD 1 PORTAGE","TOWN OF EAU PLEINE","PORTAGE",218,37.5215146299484,21,581,3.6144578313253,342,58.8640275387263,289,1,487,197,59.3429158110883,40.4517453798768,0.205338809034908,-71,145,20,-21.8214011811399,18.4122821588495,3.40911902229039,0,1,"PORTAGE","TOWN OF EAU PLEINE","TOWN OF EAU PLEINE WARD 1 PORTAGE"
"1929","TOWN OF EDEN IOWA","TOWN-OF-EDEN-WARD-1-IOWA","TOWN OF EDEN WARD 1 IOWA","TOWN OF EDEN","IOWA",93,44.9275362318841,15,207,7.2463768115942,99,47.8260869565217,119,1,195,75,61.025641025641,38.4615384615385,0.512820512820513,-26,24,14,-16.098104793757,9.36454849498327,6.73355629877369,0,1,"IOWA","TOWN OF EDEN","TOWN OF EDEN WARD 1 IOWA"
"1930","TOWN OF EDEN FOND DU LAC","TOWN-OF-EDEN-WARD-1-2-FOND-DU-LAC","TOWN OF EDEN WARDS 1-2 FOND DU LAC","TOWN OF EDEN","FOND DU LAC",121,19.5161290322581,26,620,4.19354838709677,473,76.2903225806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"FOND DU LAC","TOWN OF EDEN","TOWN OF EDEN WARDS 1-2 FOND DU LAC"
"1931","TOWN OF EDGEWATER SAWYER","TOWN-OF-EDGEWATER-WARD-1-2-SAWYER","TOWN OF EDGEWATER WARDS 1-2 SAWYER","TOWN OF EDGEWATER","SAWYER",95,28.2738095238095,15,336,4.46428571428571,226,67.2619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SAWYER","TOWN OF EDGEWATER","TOWN OF EDGEWATER WARDS 1-2 SAWYER"
"1932","TOWN OF EDSON CHIPPEWA","TOWN-OF-EDSON-WARD-1-2-CHIPPEWA","TOWN OF EDSON WARDS 1-2 CHIPPEWA","TOWN OF EDSON","CHIPPEWA",146,34.4339622641509,14,424,3.30188679245283,264,62.2641509433962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CHIPPEWA","TOWN OF EDSON","TOWN OF EDSON WARDS 1-2 CHIPPEWA"
"1933","TOWN OF EGG HARBOR DOOR","TOWN-OF-EGG-HARBOR-WARD-1-3-DOOR","TOWN OF EGG HARBOR WARDS 1-3 DOOR","TOWN OF EGG HARBOR","DOOR",400,43.7158469945355,43,915,4.69945355191257,472,51.5846994535519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"DOOR","TOWN OF EGG HARBOR","TOWN OF EGG HARBOR WARDS 1-3 DOOR"
"1934","TOWN OF EILEEN BAYFIELD","TOWN-OF-EILEEN-WARD-1-2-BAYFIELD","TOWN OF EILEEN WARD 1-2 BAYFIELD","TOWN OF EILEEN","BAYFIELD",178,42.9951690821256,16,414,3.86473429951691,220,53.1400966183575,257,8,427,162,60.1873536299766,37.9391100702576,1.87353629976581,-79,58,8,-17.192184547851,15.2009865480999,1.9911979997511,0,1,"BAYFIELD","TOWN OF EILEEN","TOWN OF EILEEN WARD 1-2 BAYFIELD"
"1935","TOWN OF EISENSTEIN PRICE","TOWN-OF-EISENSTEIN-WARD-1-2-PRICE","TOWN OF EISENSTEIN WARDS 1-2 PRICE","TOWN OF EISENSTEIN","PRICE",132,37.5,15,352,4.26136363636364,205,58.2386363636364,233,8,417,176,55.8752997601918,42.2062350119904,1.91846522781775,-101,29,7,-18.3752997601918,16.032401351646,2.34289840854589,0,1,"PRICE","TOWN OF EISENSTEIN","TOWN OF EISENSTEIN WARDS 1-2 PRICE"
"1936","TOWN OF EL PASO PIERCE","TOWN-OF-EL-PASO-WARD-1-PIERCE","TOWN OF EL PASO WARD 1 PIERCE","TOWN OF EL PASO","PIERCE",128,33.2467532467532,31,385,8.05194805194805,226,58.7012987012987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"PIERCE","TOWN OF EL PASO","TOWN OF EL PASO WARD 1 PIERCE"
"1937","TOWN OF ELBA DODGE","TOWN-OF-ELBA-WARD-1-DODGE","TOWN OF ELBA WARD 1 DODGE","TOWN OF ELBA","DODGE",236,39.8648648648649,33,592,5.57432432432432,323,54.5608108108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"DODGE","TOWN OF ELBA","TOWN OF ELBA WARD 1 DODGE"
"1938","TOWN OF ELCHO LANGLADE","TOWN-OF-ELCHO-WARD-1-2-LANGLADE","TOWN OF ELCHO WARD 1-2 LANGLADE","TOWN OF ELCHO","LANGLADE",246,31.9895968790637,28,769,3.64109232769831,495,64.369310793238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"LANGLADE","TOWN OF ELCHO","TOWN OF ELCHO WARD 1-2 LANGLADE"
"1939","TOWN OF ELDERON MARATHON","TOWN-OF-ELDERON-WARD-1-MARATHON","TOWN OF ELDERON WARD 1 MARATHON","TOWN OF ELDERON","MARATHON",97,27.8735632183908,15,348,4.31034482758621,236,67.816091954023,163,9,304,132,53.6184210526316,43.421052631579,2.96052631578947,-66,104,6,-25.7448578342408,24.395039322444,1.34981851179673,0,1,"MARATHON","TOWN OF ELDERON","TOWN OF ELDERON WARD 1 MARATHON"
"1940","TOWN OF ELDORADO FOND DU LAC","TOWN-OF-ELDORADO-WARD-1-3-FOND-DU-LAC","TOWN OF ELDORADO WARDS 1-3 FOND DU LAC","TOWN OF ELDORADO","FOND DU LAC",197,23.3136094674556,41,845,4.85207100591716,607,71.8343195266272,288,14,802,500,35.9102244389027,62.3441396508728,1.74563591022444,-91,107,27,-12.5966149714471,9.49017987575441,3.10643509569272,0,0,"FOND DU LAC","TOWN OF ELDORADO","TOWN OF ELDORADO WARDS 1-3 FOND DU LAC"
"1941","TOWN OF ELK GROVE LAFAYETTE","TOWN-OF-ELK-GROVE-WARD-1-2-LAFAYETTE","TOWN OF ELK GROVE WARDS 1-2 LAFAYETTE","TOWN OF ELK GROVE","LAFAYETTE",66,32.1951219512195,8,205,3.90243902439024,131,63.9024390243902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"LAFAYETTE","TOWN OF ELK GROVE","TOWN OF ELK GROVE WARDS 1-2 LAFAYETTE"
"1942","TOWN OF ELK MOUND DUNN","TOWN-OF-ELK-MOUND-WARD-1-3-DUNN","TOWN OF ELK MOUND WARD 1-3 DUNN","TOWN OF ELK MOUND","DUNN",278,30.8546059933407,59,901,6.54827968923419,564,62.5971143174251,404,12,813,397,49.6924969249692,48.8314883148831,1.4760147601476,-126,167,47,-18.8378909316285,13.7656260025419,5.07226492908658,0,1,"DUNN","TOWN OF ELK MOUND","TOWN OF ELK MOUND WARD 1-3 DUNN"
"1943","TOWN OF ELK PRICE","TOWN-OF-ELK-WARD-1-2-PRICE","TOWN OF ELK WARDS 1-2 PRICE","TOWN OF ELK","PRICE",221,35.5305466237942,33,622,5.30546623794212,368,59.1639871382637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"PRICE","TOWN OF ELK","TOWN OF ELK WARDS 1-2 PRICE"
"1944","TOWN OF ELLENBORO GRANT","TOWN-OF-ELLENBORO-WARD-1-GRANT","TOWN OF ELLENBORO WARD 1 GRANT","TOWN OF ELLENBORO","GRANT",96,33.6842105263158,11,285,3.85964912280702,178,62.4561403508772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"GRANT","TOWN OF ELLENBORO","TOWN OF ELLENBORO WARD 1 GRANT"
"1945","TOWN OF ELLINGTON OUTAGAMIE","TOWN-OF-ELLINGTON-WARD-1-5-OUTAGAMIE","TOWN OF ELLINGTON WARDS 1-5 OUTAGAMIE","TOWN OF ELLINGTON","OUTAGAMIE",385,23.1927710843373,67,1660,4.03614457831325,1208,72.7710843373494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","TOWN OF ELLINGTON","TOWN OF ELLINGTON WARDS 1-5 OUTAGAMIE"
"1946","TOWN OF ELLSWORTH PIERCE","TOWN-OF-ELLSWORTH-WARD-1-2-PIERCE","TOWN OF ELLSWORTH WARD 1-2 PIERCE","TOWN OF ELLSWORTH","PIERCE",208,32,52,650,8,390,60,311,11,663,341,46.9079939668175,51.4328808446455,1.65912518853695,-103,49,41,-14.9079939668175,8.56711915535445,6.34087481146305,0,0,"PIERCE","TOWN OF ELLSWORTH","TOWN OF ELLSWORTH WARD 1-2 PIERCE"
"1947","TOWN OF EMERALD ST. CROIX","TOWN-OF-EMERALD-WARD-1-ST.-CROIX","TOWN OF EMERALD WARD 1 ST. CROIX","TOWN OF EMERALD","ST. CROIX",124,30.3178484107579,21,409,5.13447432762836,264,64.5476772616137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"ST. CROIX","TOWN OF EMERALD","TOWN OF EMERALD WARD 1 ST. CROIX"
"1948","TOWN OF EMERY PRICE","TOWN-OF-EMERY-WARD-1-PRICE","TOWN OF EMERY WARD 1 PRICE","TOWN OF EMERY","PRICE",68,36.3636363636364,9,187,4.81283422459893,110,58.8235294117647,110,2,170,58,64.7058823529412,34.1176470588235,1.17647058823529,-42,52,7,-28.3422459893048,24.7058823529412,3.63636363636364,0,1,"PRICE","TOWN OF EMERY","TOWN OF EMERY WARD 1 PRICE"
"1949","TOWN OF EMMET MARATHON","TOWN-OF-EMMET-WARD-1-2-MARATHON","TOWN OF EMMET WARD 1-2 MARATHON","TOWN OF EMMET","MARATHON",177,33.7142857142857,32,525,6.09523809523809,316,60.1904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MARATHON","TOWN OF EMMET","TOWN OF EMMET WARD 1-2 MARATHON"
"1950","TOWN OF EMMET DODGE","TOWN-OF-EMMET-WARD-1-2-DODGE","TOWN OF EMMET WARDS 1-2 DODGE","TOWN OF EMMET","DODGE",178,23.1168831168831,36,770,4.67532467532468,556,72.2077922077922,260,4,718,454,36.2116991643454,63.2311977715877,0.557103064066852,-82,102,32,-13.0948160474623,8.97659443620446,4.11822161125782,0,0,"DODGE","TOWN OF EMMET","TOWN OF EMMET WARDS 1-2 DODGE"
"1951","TOWN OF EMPIRE FOND DU LAC","TOWN-OF-EMPIRE-WARD-1-4-FOND-DU-LAC","TOWN OF EMPIRE WARDS 1-4 FOND DU LAC","TOWN OF EMPIRE","FOND DU LAC",548,31.6580011554015,88,1731,5.08376660889659,1095,63.2582322357019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"FOND DU LAC","TOWN OF EMPIRE","TOWN OF EMPIRE WARDS 1-4 FOND DU LAC"
"1952","TOWN OF ENTERPRISE ONEIDA","TOWN-OF-ENTERPRISE-WARD-1-ONEIDA","TOWN OF ENTERPRISE WARD 1 ONEIDA","TOWN OF ENTERPRISE","ONEIDA",72,31.304347826087,10,230,4.34782608695652,148,64.3478260869565,97,2,219,120,44.2922374429224,54.7945205479452,0.91324200913242,-25,28,8,-12.9878896168354,9.55330553901131,3.4345840778241,0,0,"ONEIDA","TOWN OF ENTERPRISE","TOWN OF ENTERPRISE WARD 1 ONEIDA"
"1953","TOWN OF ERIN PRAIRIE ST. CROIX","TOWN-OF-ERIN-PRAIRIE-WARD-1-ST.-CROIX","TOWN OF ERIN PRAIRIE WARD 1 ST. CROIX","TOWN OF ERIN PRAIRIE","ST. CROIX",129,32.6582278481013,26,395,6.58227848101266,240,60.7594936708861,157,12,389,220,40.3598971722365,56.5552699228792,3.08483290488432,-28,20,14,-7.70166932413523,4.2042237480069,3.49744557612834,0,0,"ST. CROIX","TOWN OF ERIN PRAIRIE","TOWN OF ERIN PRAIRIE WARD 1 ST. CROIX"
"1954","TOWN OF ERIN WASHINGTON","TOWN-OF-ERIN-WARD-1-4-WASHINGTON","TOWN OF ERIN WARDS 1-4 WASHINGTON","TOWN OF ERIN","WASHINGTON",582,22.6283048211509,195,2572,7.58164852255054,1795,69.7900466562986,713,38,2457,1706,29.019129019129,69.4342694342694,1.54660154660155,-131,89,157,-6.39082419797816,0.355777222029161,6.035046975949,0,0,"WASHINGTON","TOWN OF ERIN","TOWN OF ERIN WARDS 1-4 WASHINGTON"
"1955","TOWN OF ESTELLA CHIPPEWA","TOWN-OF-ESTELLA-WARD-1-CHIPPEWA","TOWN OF ESTELLA WARD 1 CHIPPEWA","TOWN OF ESTELLA","CHIPPEWA",59,25.9911894273128,6,227,2.6431718061674,162,71.3656387665198,109,3,223,111,48.8789237668161,49.7757847533632,1.34529147982063,-50,51,3,-22.8877343395034,21.5898540131566,1.29788032634677,0,0,"CHIPPEWA","TOWN OF ESTELLA","TOWN OF ESTELLA WARD 1 CHIPPEWA"
"1956","TOWN OF ETTRICK TREMPEALEAU","TOWN-OF-ETTRICK-WARD-1-2-TREMPEALEAU","TOWN OF ETTRICK WARDS 1-2 TREMPEALEAU","TOWN OF ETTRICK","TREMPEALEAU",313,45.9618208516887,35,681,5.13950073421439,333,48.8986784140969,436,10,678,232,64.306784660767,34.2182890855457,1.47492625368732,-123,101,25,-18.3449638090783,14.6803893285512,3.66457448052708,0,1,"TREMPEALEAU","TOWN OF ETTRICK","TOWN OF ETTRICK WARDS 1-2 TREMPEALEAU"
"1957","TOWN OF EUREKA POLK","TOWN-OF-EUREKA-WARD-1-2-POLK","TOWN OF EUREKA WARD 1-2 POLK","TOWN OF EUREKA","POLK",258,27.7717976318622,66,929,7.10441334768568,605,65.1237890204521,371,23,858,464,43.2400932400932,54.0792540792541,2.68065268065268,-113,141,43,-15.468295608231,11.044534941198,4.423760667033,0,0,"POLK","TOWN OF EUREKA","TOWN OF EUREKA WARD 1-2 POLK"
"1958","TOWN OF EVERGREEN LANGLADE","TOWN-OF-EVERGREEN-WARD-1-LANGLADE","TOWN OF EVERGREEN WARD 1 LANGLADE","TOWN OF EVERGREEN","LANGLADE",75,27.0758122743682,10,277,3.6101083032491,192,69.3140794223827,132,2,271,137,48.7084870848708,50.5535055350554,0.738007380073801,-57,55,8,-21.6326748105026,18.7605738873273,2.8721009231753,0,0,"LANGLADE","TOWN OF EVERGREEN","TOWN OF EVERGREEN WARD 1 LANGLADE"
"1959","TOWN OF EVERGREEN WASHBURN","TOWN-OF-EVERGREEN-WARD-1-2-WASHBURN","TOWN OF EVERGREEN WARDS 1-2 WASHBURN","TOWN OF EVERGREEN","WASHBURN",227,32.9941860465116,32,688,4.65116279069767,429,62.3546511627907,322,6,630,302,51.1111111111111,47.9365079365079,0.952380952380952,-95,127,26,-18.1169250645995,14.4181432262828,3.69878183831672,0,1,"WASHBURN","TOWN OF EVERGREEN","TOWN OF EVERGREEN WARDS 1-2 WASHBURN"
"1960","TOWN OF EXCELSIOR SAUK","TOWN-OF-EXCELSIOR-WARD-1-3-SAUK","TOWN OF EXCELSIOR WARDS 1-3 SAUK","TOWN OF EXCELSIOR","SAUK",359,39.4072447859495,38,911,4.17124039517014,514,56.4215148188803,510,17,898,371,56.7928730512249,41.3140311804009,1.89309576837416,-151,143,21,-17.3856282652754,15.1074836384795,2.27814462679598,0,1,"SAUK","TOWN OF EXCELSIOR","TOWN OF EXCELSIOR WARDS 1-3 SAUK"
"1961","TOWN OF EXETER GREEN","TOWN-OF-EXETER-WARD-1-4-GREEN","TOWN OF EXETER WARDS 1-4 GREEN","TOWN OF EXETER","GREEN",682,58.6414445399828,75,1163,6.44883920894239,406,34.9097162510748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"GREEN","TOWN OF EXETER","TOWN OF EXETER WARDS 1-4 GREEN"
"1962","TOWN OF FAIRBANKS SHAWANO","TOWN-OF-FAIRBANKS-WARD-1-SHAWANO","TOWN OF FAIRBANKS WARD 1 SHAWANO","TOWN OF FAIRBANKS","SHAWANO",56,17.7215189873418,17,316,5.37974683544304,243,76.8987341772152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SHAWANO","TOWN OF FAIRBANKS","TOWN OF FAIRBANKS WARD 1 SHAWANO"
"1963","TOWN OF FAIRCHILD EAU CLAIRE","TOWN-OF-FAIRCHILD-WARD-1-EAU-CLAIRE","TOWN OF FAIRCHILD WARD 1 EAU CLAIRE","TOWN OF FAIRCHILD","EAU CLAIRE",37,26.056338028169,6,142,4.22535211267606,99,69.7183098591549,86,3,143,54,60.1398601398601,37.7622377622378,2.0979020979021,-49,45,3,-34.0835221116911,31.9560720969172,2.12745001477396,0,1,"EAU CLAIRE","TOWN OF FAIRCHILD","TOWN OF FAIRCHILD WARD 1 EAU CLAIRE"
"1964","TOWN OF FAIRFIELD SAUK","TOWN-OF-FAIRFIELD-WARD-1-2-SAUK","TOWN OF FAIRFIELD WARDS 1-2 SAUK","TOWN OF FAIRFIELD","SAUK",296,45.1908396946565,26,655,3.96946564885496,333,50.8396946564886,404,9,645,232,62.6356589147287,35.968992248062,1.3953488372093,-108,101,17,-17.4448192200722,14.8707024084265,2.57411681164566,0,1,"SAUK","TOWN OF FAIRFIELD","TOWN OF FAIRFIELD WARDS 1-2 SAUK"
"1965","TOWN OF FARMINGTON LA CROSSE","TOWN-OF-FARMINGTON-WARD-1-2-LA-CROSSE","TOWN OF FARMINGTON WARD 1-2 LA CROSSE","TOWN OF FARMINGTON","LA CROSSE",444,41.0730804810361,53,1081,4.90286771507863,584,54.0240518038853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"LA CROSSE","TOWN OF FARMINGTON","TOWN OF FARMINGTON WARD 1-2 LA CROSSE"
"1966","TOWN OF FARMINGTON WASHINGTON","TOWN-OF-FARMINGTON-WARD-1-5-WASHINGTON","TOWN OF FARMINGTON WARD 1-5 WASHINGTON","TOWN OF FARMINGTON","WASHINGTON",465,20.9365150832958,100,2221,4.5024763619991,1656,74.5610085547051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WASHINGTON","TOWN OF FARMINGTON","TOWN OF FARMINGTON WARD 1-5 WASHINGTON"
"1967","TOWN OF FARMINGTON JEFFERSON","TOWN-OF-FARMINGTON-WARD-1-2-JEFFERSON","TOWN OF FARMINGTON WARDS 1-2 JEFFERSON","TOWN OF FARMINGTON","JEFFERSON",246,28.1142857142857,47,875,5.37142857142857,582,66.5142857142857,340,10,836,486,40.6698564593301,58.133971291866,1.19617224880383,-94,96,37,-12.5555707450444,8.38031442241969,4.17525632262474,0,0,"JEFFERSON","TOWN OF FARMINGTON","TOWN OF FARMINGTON WARDS 1-2 JEFFERSON"
"1968","TOWN OF FARMINGTON POLK","TOWN-OF-FARMINGTON-WARD-1-2-POLK","TOWN OF FARMINGTON WARDS 1-2 POLK","TOWN OF FARMINGTON","POLK",275,26.6731328806984,51,1031,4.9466537342386,705,68.380213385063,409,18,974,547,41.9917864476386,56.1601642710472,1.84804928131417,-134,158,33,-15.3186535669402,12.2200491140158,3.09860445292444,0,0,"POLK","TOWN OF FARMINGTON","TOWN OF FARMINGTON WARDS 1-2 POLK"
"1969","TOWN OF FARMINGTON WAUPACA","TOWN-OF-FARMINGTON-WARD-1-6-WAUPACA","TOWN OF FARMINGTON WARDS 1-6 WAUPACA","TOWN OF FARMINGTON","WAUPACA",818,38.046511627907,126,2150,5.86046511627907,1206,56.093023255814,992,28,2047,1027,48.4611626770884,50.170981924768,1.36785539814362,-174,179,98,-10.4146510491815,5.922041331046,4.49260971813544,0,0,"WAUPACA","TOWN OF FARMINGTON","TOWN OF FARMINGTON WARDS 1-6 WAUPACA"
"1970","TOWN OF FAYETTE LAFAYETTE","TOWN-OF-FAYETTE-WARD-1-2-LAFAYETTE","TOWN OF FAYETTE WARDS 1-2 LAFAYETTE","TOWN OF FAYETTE","LAFAYETTE",66,37.2881355932203,7,177,3.95480225988701,104,58.7570621468927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"LAFAYETTE","TOWN OF FAYETTE","TOWN OF FAYETTE WARDS 1-2 LAFAYETTE"
"1971","TOWN OF FENCE FLORENCE","TOWN-OF-FENCE-WARD-1-FLORENCE","TOWN OF FENCE WARD 1 FLORENCE","TOWN OF FENCE","FLORENCE",26,19.1176470588235,6,136,4.41176470588235,104,76.4705882352941,65,1,135,69,48.1481481481481,51.1111111111111,0.740740740740741,-39,35,5,-29.0305010893246,25.359477124183,3.67102396514161,0,0,"FLORENCE","TOWN OF FENCE","TOWN OF FENCE WARD 1 FLORENCE"
"1972","TOWN OF FENNIMORE GRANT","TOWN-OF-FENNIMORE-WARD-1-2-GRANT","TOWN OF FENNIMORE WARDS 1-2 GRANT","TOWN OF FENNIMORE","GRANT",73,30.0411522633745,18,243,7.40740740740741,152,62.5514403292181,121,2,216,93,56.0185185185185,43.0555555555556,0.925925925925926,-48,59,16,-25.977366255144,19.4958847736626,6.48148148148148,0,1,"GRANT","TOWN OF FENNIMORE","TOWN OF FENNIMORE WARDS 1-2 GRANT"
"1973","TOWN OF FERN FLORENCE","TOWN-OF-FERN-WARD-1-FLORENCE","TOWN OF FERN WARD 1 FLORENCE","TOWN OF FERN","FLORENCE",23,18.2539682539683,9,126,7.14285714285714,94,74.6031746031746,46,2,108,60,42.5925925925926,55.5555555555556,1.85185185185185,-23,34,7,-24.3386243386243,19.0476190476191,5.29100529100529,0,0,"FLORENCE","TOWN OF FERN","TOWN OF FERN WARD 1 FLORENCE"
"1974","TOWN OF FIFIELD PRICE","TOWN-OF-FIFIELD-WARD-1-PRICE","TOWN OF FIFIELD WARD 1 PRICE","TOWN OF FIFIELD","PRICE",137,36.8279569892473,13,372,3.49462365591398,222,59.6774193548387,170,8,282,104,60.2836879432624,36.8794326241135,2.83687943262411,-33,118,5,-23.4557309540151,22.7979867307252,0.657744223289864,0,1,"PRICE","TOWN OF FIFIELD","TOWN OF FIFIELD WARD 1 PRICE"
"1975","TOWN OF FIFIELD PRICE","TOWN-OF-FIFIELD-WARD-2-PRICE","TOWN OF FIFIELD WARD 2 PRICE","TOWN OF FIFIELD","PRICE",70,37.037037037037,7,189,3.7037037037037,112,59.2592592592593,175,2,319,142,54.858934169279,44.5141065830721,0.626959247648903,-105,-30,5,-17.821897132242,14.7451526761872,3.0767444560548,0,1,"PRICE","TOWN OF FIFIELD","TOWN OF FIFIELD WARD 1 PRICE"
"1976","TOWN OF FINLEY JUNEAU","TOWN-OF-FINLEY-WARD-1-JUNEAU","TOWN OF FINLEY WARD 1 JUNEAU","TOWN OF FINLEY","JUNEAU",13,20,0,65,0,52,80,17,0,46,29,36.9565217391304,63.0434782608696,0,-4,23,0,-16.9565217391304,16.9565217391304,0,0,0,"JUNEAU","TOWN OF FINLEY","TOWN OF FINLEY WARD 1 JUNEAU"
"1977","TOWN OF FLAMBEAU RUSK","TOWN-OF-FLAMBEAU-WARD-1-3-RUSK","TOWN OF FLAMBEAU WARD 1-3 RUSK","TOWN OF FLAMBEAU","RUSK",151,28.5984848484849,17,528,3.21969696969697,360,68.1818181818182,258,4,515,253,50.0970873786408,49.126213592233,0.776699029126214,-107,107,13,-21.4986025301559,19.0556045895852,2.44299794057076,0,1,"RUSK","TOWN OF FLAMBEAU","TOWN OF FLAMBEAU WARD 1-3 RUSK"
"1978","TOWN OF FLAMBEAU PRICE","TOWN-OF-FLAMBEAU-WARD-1-PRICE","TOWN OF FLAMBEAU WARD 1 PRICE","TOWN OF FLAMBEAU","PRICE",86,29.9651567944251,16,287,5.57491289198606,185,64.4599303135889,163,4,289,122,56.401384083045,42.2145328719723,1.3840830449827,-77,63,12,-26.4362272886199,22.2453974416165,4.19082984700336,0,1,"PRICE","TOWN OF FLAMBEAU","TOWN OF FLAMBEAU WARD 1 PRICE"
"1979","TOWN OF FLORENCE FLORENCE","TOWN-OF-FLORENCE-WARD-1-7-FLORENCE","TOWN OF FLORENCE WARD 1-7 FLORENCE","TOWN OF FLORENCE","FLORENCE",336,28.8659793814433,46,1164,3.95189003436426,782,67.1821305841924,505,13,1203,685,41.978387364921,56.9409808811305,1.08063175394846,-169,97,33,-13.1124079834777,10.2411497030619,2.8712582804158,0,0,"FLORENCE","TOWN OF FLORENCE","TOWN OF FLORENCE WARD 1-7 FLORENCE"
