"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"31","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-20-OUTAGAMIE","CITY OF APPLETON WARD 20 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",414,41.2350597609562,65,1004,6.47410358565737,525,52.2908366533864,366,18,604,220,60.5960264900662,36.4238410596026,2.98013245033113,48,305,47,-19.36096672911,15.8669955937838,3.49397113532624,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"32","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-21-OUTAGAMIE","CITY OF APPLETON WARD 21 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",7,30.4347826086957,3,23,13.0434782608696,13,56.5217391304348,500,11,600,89,83.3333333333333,14.8333333333333,1.83333333333333,-493,-76,-8,-52.8985507246377,41.6884057971014,11.2101449275362,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"33","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-22-OUTAGAMIE","CITY OF APPLETON WARD 22 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",8,20,0,40,0,32,80,753,25,1298,520,58.0123266563944,40.0616332819723,1.92604006163328,-745,-488,-25,-38.0123266563944,39.9383667180277,-1.92604006163328,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"34","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-24-OUTAGAMIE","CITY OF APPLETON WARD 24 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",234,53.3029612756264,37,439,8.42824601366743,168,38.2687927107062,838,34,1362,490,61.5271659324523,35.9765051395007,2.49632892804699,-604,-322,3,-8.22420465682585,2.29228757120541,5.93191708562044,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"35","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-25-OUTAGAMIE","CITY OF APPLETON WARD 25 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",406,47.6525821596244,66,852,7.74647887323944,380,44.6009389671362,487,21,752,244,64.7606382978723,32.4468085106383,2.79255319148936,-81,136,45,-17.1080561382479,12.1541304564979,4.95392568175007,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"36","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-26-CALUMET","CITY OF APPLETON WARD 26 CALUMET","CITY OF APPLETON","CALUMET",490,43.9856373429084,118,1114,10.5924596050269,506,45.4219030520646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"37","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-27-OUTAGAMIE","CITY OF APPLETON WARD 27 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",534,54.601226993865,86,978,8.79345603271984,358,36.6053169734151,302,8,502,192,60.1593625498008,38.2470119521912,1.59362549800797,232,166,78,-5.55813555593577,-1.64169497877611,7.19983053471187,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"38","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-28-OUTAGAMIE","CITY OF APPLETON WARD 28 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",436,48.4983314794216,84,899,9.34371523915462,379,42.1579532814238,621,16,1022,385,60.7632093933464,37.6712328767123,1.56555772994129,-185,-6,68,-12.2648779139248,4.48672040471148,7.77815750921333,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"39","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-29-OUTAGAMIE","CITY OF APPLETON WARD 29 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",594,52.6595744680851,92,1128,8.15602836879433,442,39.1843971631206,837,33,1439,569,58.1653926337735,39.5413481584434,2.29325920778318,-243,-127,59,-5.50581816568835,-0.356950995322798,5.86276916101114,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"40","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-3-OUTAGAMIE","CITY OF APPLETON WARD 3 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",1025,63.7437810945274,118,1608,7.33830845771144,465,28.9179104477612,1156,35,1577,386,73.3037412809131,24.4768547875713,2.21940393151554,-131,79,83,-9.55996018638577,4.44105566018985,5.11890452619591,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"41","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-30-OUTAGAMIE","CITY OF APPLETON WARD 30 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",466,50.4875406283857,67,923,7.25893824485374,390,42.2535211267606,424,13,809,372,52.4103831891224,45.982694684796,1.60692212608158,42,18,54,-1.92284256073668,-3.72917355803548,5.65201611877216,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"42","CITY OF APPLETON WINNEBAGO","CITY-OF-APPLETON-WARD-31-WINNEBAGO","CITY OF APPLETON WARD 31 WINNEBAGO","CITY OF APPLETON","WINNEBAGO",41,45.0549450549451,7,91,7.69230769230769,43,47.2527472527472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WARD 31 WINNEBAGO"
"43","CITY OF APPLETON WINNEBAGO","CITY-OF-APPLETON-WARD-32-WINNEBAGO","CITY OF APPLETON WARD 32 WINNEBAGO","CITY OF APPLETON","WINNEBAGO",166,46.4985994397759,35,357,9.80392156862745,156,43.6974789915966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WARD 31 WINNEBAGO"
"44","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-33-OUTAGAMIE","CITY OF APPLETON WARD 33 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",533,51.0536398467433,79,1044,7.56704980842912,432,41.3793103448276,728,9,1591,854,45.757385292269,53.6769327467002,0.565681961030798,-195,-422,70,5.29625455447428,-12.2976224018726,7.00136784739832,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"45","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-34-OUTAGAMIE","CITY OF APPLETON WARD 34 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",179,60.6779661016949,22,295,7.45762711864407,94,31.864406779661,155,10,274,109,56.5693430656934,39.7810218978102,3.64963503649635,24,-15,12,4.10862303600148,-7.91661511814921,3.80799208214772,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"46","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-35-OUTAGAMIE","CITY OF APPLETON WARD 35 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",430,45.9401709401709,69,936,7.37179487179487,437,46.6880341880342,385,15,716,316,53.7709497206704,44.1340782122905,2.09497206703911,45,121,54,-7.83077878049946,2.55395597574368,5.27682280475577,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"47","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-36-OUTAGAMIE","CITY OF APPLETON WARD 36 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",558,47.1682163989856,81,1183,6.84699915469146,544,45.9847844463229,435,8,794,351,54.7858942065491,44.2065491183879,1.00755667506297,123,193,73,-7.6176778075635,1.77823532793499,5.83944247962849,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"48","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-37-OUTAGAMIE","CITY OF APPLETON WARD 37 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",360,46.9973890339426,41,766,5.35248041775457,365,47.6501305483029,235,11,424,178,55.4245283018868,41.9811320754717,2.59433962264151,125,187,30,-8.42713926794423,5.66899847283117,2.75814079511306,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"49","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-38-OUTAGAMIE","CITY OF APPLETON WARD 38 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",526,39.6084337349398,72,1328,5.42168674698795,730,54.9698795180723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"50","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-39-OUTAGAMIE","CITY OF APPLETON WARD 39 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",311,41.0290237467018,54,758,7.12401055408971,393,51.8469656992084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"51","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-4-OUTAGAMIE","CITY OF APPLETON WARD 4 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",337,41.6049382716049,57,810,7.03703703703704,416,51.358024691358,266,13,441,162,60.3174603174603,36.734693877551,2.94784580498866,71,254,44,-18.7125220458554,14.623330813807,4.08919123204837,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"52","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-40-OUTAGAMIE","CITY OF APPLETON WARD 40 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",6,37.5,0,16,0,10,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"53","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-41-OUTAGAMIE","CITY OF APPLETON WARD 41 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",45,33.0882352941176,10,136,7.35294117647059,81,59.5588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"54","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-42-OUTAGAMIE","CITY OF APPLETON WARD 42 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",411,46.6515323496027,50,881,5.67536889897843,420,47.6730987514188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"55","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-43-OUTAGAMIE","CITY OF APPLETON WARD 43 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",389,49.1161616161616,67,792,8.45959595959596,336,42.4242424242424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"56","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-44-CALUMET","CITY OF APPLETON WARD 44 CALUMET","CITY OF APPLETON","CALUMET",484,44.3629697525206,84,1091,7.6993583868011,523,47.9376718606783,499,13,828,316,60.2657004830918,38.1642512077295,1.57004830917874,-15,207,71,-15.9027307305712,9.77342065294881,6.12931007762236,0,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"57","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-45-CALUMET","CITY OF APPLETON WARD 45 CALUMET","CITY OF APPLETON","CALUMET",613,48.7281399046105,81,1258,6.43879173290938,564,44.8330683624801,248,5,358,105,69.2737430167598,29.3296089385475,1.39664804469274,365,459,76,-20.5456031121493,15.5034594239326,5.04214368821664,1,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"58","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-46-CALUMET","CITY OF APPLETON WARD 46 CALUMET","CITY OF APPLETON","CALUMET",45,47.3684210526316,3,95,3.15789473684211,47,49.4736842105263,31,1,76,44,40.7894736842105,57.8947368421053,1.31578947368421,14,3,2,6.57894736842105,-8.42105263157895,1.84210526315789,0,0,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"59","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-48-OUTAGAMIE","CITY OF APPLETON WARD 48 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",79,55.6338028169014,13,142,9.15492957746479,50,35.2112676056338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"60","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-49-OUTAGAMIE","CITY OF APPLETON WARD 49 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",42,47.7272727272727,6,88,6.81818181818182,40,45.4545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"61","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-5-OUTAGAMIE","CITY OF APPLETON WARD 5 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,4,0,4,100,247,7,450,196,54.8888888888889,43.5555555555556,1.55555555555556,-247,-192,-7,-54.8888888888889,56.4444444444444,-1.55555555555556,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"62","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-50-OUTAGAMIE","CITY OF APPLETON WARD 50 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",74,54.014598540146,11,137,8.02919708029197,52,37.956204379562,0,0,0,0,NA,NA,NA,74,52,11,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"63","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-51-OUTAGAMIE","CITY OF APPLETON WARD 51 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",501,55.6666666666667,68,900,7.55555555555556,331,36.7777777777778,0,0,0,0,NA,NA,NA,501,331,68,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"64","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-52-OUTAGAMIE","CITY OF APPLETON WARD 52 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",52,50.9803921568627,3,102,2.94117647058824,47,46.078431372549,2,1,5,2,40,40,20,50,45,2,10.9803921568627,6.07843137254902,-17.0588235294118,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"65","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-53-OUTAGAMIE","CITY OF APPLETON WARD 53 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",12,80,1,15,6.66666666666667,2,13.3333333333333,0,0,3,3,0,100,0,12,-1,1,80,-86.6666666666667,6.66666666666667,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"66","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-54-OUTAGAMIE","CITY OF APPLETON WARD 54 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",414,47.3142857142857,64,875,7.31428571428571,397,45.3714285714286,12,0,29,17,41.3793103448276,58.6206896551724,0,402,380,64,5.93497536945813,-13.2492610837438,7.31428571428571,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"67","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-55-OUTAGAMIE","CITY OF APPLETON WARD 55 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",223,47.4468085106383,35,470,7.4468085106383,212,45.1063829787234,24,0,61,37,39.344262295082,60.655737704918,0,199,175,35,8.10254621555633,-15.5493547261946,7.4468085106383,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"68","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-56-OUTAGAMIE","CITY OF APPLETON WARD 56 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,1,0,1,100,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"69","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-57-OUTAGAMIE","CITY OF APPLETON WARD 57 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",12,70.5882352941177,0,17,0,5,29.4117647058824,2,0,8,6,25,75,0,10,-1,0,45.5882352941177,-45.5882352941176,0,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"70","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-59-OUTAGAMIE","CITY OF APPLETON WARD 59 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,1,0,1,100,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"71","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-6-OUTAGAMIE","CITY OF APPLETON WARD 6 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",269,52.7450980392157,45,510,8.82352941176471,196,38.4313725490196,530,16,976,430,54.3032786885246,44.0573770491803,1.63934426229508,-261,-234,29,-1.5581806493089,-5.62600450016072,7.18418514946962,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"72","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-7-OUTAGAMIE","CITY OF APPLETON WARD 7 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",483,46.7117988394584,80,1034,7.73694390715667,471,45.5512572533849,829,23,1418,566,58.4626234132581,39.9153737658674,1.62200282087447,-346,-95,57,-11.7508245737997,5.6358834875175,6.1149410862822,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"73","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-8-OUTAGAMIE","CITY OF APPLETON WARD 8 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",900,82.3421774931382,53,1093,4.84903934126258,140,12.8087831655993,435,26,689,228,63.1349782293179,33.0914368650218,3.77358490566038,465,-88,27,19.2071992638203,-20.2826536994225,1.0754544356022,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"74","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-9-OUTAGAMIE","CITY OF APPLETON WARD 9 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",425,49.0196078431373,59,867,6.80507497116494,383,44.1753171856978,571,23,968,374,58.9876033057851,38.6363636363636,2.37603305785124,-146,9,36,-9.96799546264787,5.53895354933417,4.4290419133137,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"75","CITY OF ARCADIA TREMPEALEAU","CITY-OF-ARCADIA-WARD-1-3-TREMPEALEAU","CITY OF ARCADIA WARDS 1-3 TREMPEALEAU","CITY OF ARCADIA","TREMPEALEAU",292,36.5914786967419,37,798,4.63659147869674,469,58.7719298245614,567,7,873,299,64.9484536082474,34.2497136311569,0.801832760595647,-275,170,30,-28.3569749115056,24.5222161934045,3.83475871810109,0,1,"TREMPEALEAU","CITY OF ARCADIA","CITY OF ARCADIA WARDS 1-3 TREMPEALEAU"
"76","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-1-ASHL-","CITY OF ASHLAND WARD 1 ASHLAND","CITY OF ASHLAND","ASHLAND",213,44.7478991596639,25,476,5.25210084033613,238,50,278,3,480,199,57.9166666666667,41.4583333333333,0.625,-65,39,22,-13.1687675070028,8.54166666666666,4.62710084033613,0,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"77","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-10-ASHL-","CITY OF ASHLAND WARD 10 ASHLAND","CITY OF ASHLAND","ASHLAND",190,55.8823529411765,14,340,4.11764705882353,136,40,261,5,378,112,69.0476190476191,29.6296296296296,1.32275132275132,-71,24,9,-13.1652661064426,10.3703703703704,2.79489573607221,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"78","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-11-ASHL-","CITY OF ASHLAND WARD 11 ASHLAND","CITY OF ASHLAND","ASHLAND",200,52.3560209424084,31,382,8.1151832460733,151,39.5287958115183,311,5,424,108,73.3490566037736,25.4716981132075,1.17924528301887,-111,43,26,-20.9930356613652,14.0570976983108,6.93593796305443,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"79","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-2-ASHL-","CITY OF ASHLAND WARD 2 ASHLAND","CITY OF ASHLAND","ASHLAND",158,58.5185185185185,21,270,7.77777777777778,91,33.7037037037037,236,9,321,76,73.5202492211838,23.6760124610592,2.80373831775701,-78,15,12,-15.0017307026653,10.0276912426445,4.97403946002077,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"80","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-3-ASHL-","CITY OF ASHLAND WARD 3 ASHLAND","CITY OF ASHLAND","ASHLAND",201,62.8125,12,320,3.75,107,33.4375,265,2,371,104,71.4285714285714,28.0323450134771,0.539083557951483,-64,3,10,-8.61607142857142,5.40515498652291,3.21091644204852,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"81","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-4-ASHL-","CITY OF ASHLAND WARD 4 ASHLAND","CITY OF ASHLAND","ASHLAND",258,57.3333333333333,28,450,6.22222222222222,164,36.4444444444444,276,6,434,152,63.594470046083,35.0230414746544,1.38248847926267,-18,12,22,-6.26113671274962,1.42140296979007,4.83973374295955,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"82","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-5-ASHL-","CITY OF ASHLAND WARD 5 ASHLAND","CITY OF ASHLAND","ASHLAND",271,68.4343434343434,25,396,6.31313131313131,100,25.2525252525253,300,4,405,101,74.0740740740741,24.9382716049383,0.987654320987654,-29,-1,21,-5.63973063973064,0.31425364758698,5.32547699214366,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"83","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-6-ASHL-","CITY OF ASHLAND WARD 6 ASHLAND","CITY OF ASHLAND","ASHLAND",193,62.8664495114006,21,307,6.84039087947883,93,30.2931596091205,254,9,342,79,74.2690058479532,23.0994152046784,2.63157894736842,-61,14,12,-11.4025563365526,7.19374440444216,4.20881193211041,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"84","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-7-ASHL-","CITY OF ASHLAND WARD 7 ASHLAND","CITY OF ASHLAND","ASHLAND",303,63.6554621848739,57,476,11.9747899159664,116,24.3697478991597,386,13,486,87,79.4238683127572,17.9012345679012,2.67489711934156,-83,29,44,-15.7684061278833,6.46851333125843,9.29989279662482,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"85","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-8-ASHL-","CITY OF ASHLAND WARD 8 ASHLAND","CITY OF ASHLAND","ASHLAND",184,57.3208722741433,31,321,9.65732087227414,106,33.0218068535826,252,2,350,96,72,27.4285714285714,0.571428571428571,-68,10,29,-14.6791277258567,5.59323542501112,9.08589230084557,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"86","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-9-ASHL-","CITY OF ASHLAND WARD 9 ASHLAND","CITY OF ASHLAND","ASHLAND",175,60.9756097560976,24,287,8.36236933797909,88,30.6620209059233,252,3,318,63,79.2452830188679,19.811320754717,0.943396226415094,-77,25,21,-18.2696732627704,10.8507001512064,7.418973111564,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"87","CITY OF AUGUSTA EAU CLAIRE","CITY-OF-AUGUSTA-WARD-1-5-EAU-CLAIRE","CITY OF AUGUSTA WARDS 1-5 EAU CLAIRE","CITY OF AUGUSTA","EAU CLAIRE",232,37.4193548387097,27,620,4.35483870967742,361,58.2258064516129,362,7,681,312,53.1571218795888,45.8149779735683,1.02790014684288,-130,49,20,-15.7377670408792,12.4108284780446,3.32693856283454,0,1,"EAU CLAIRE","CITY OF AUGUSTA","CITY OF AUGUSTA WARDS 1-5 EAU CLAIRE"
"88","CITY OF BARABOO SAUK","CITY-OF-BARABOO-WARD-1-14-SAUK","CITY OF BARABOO WARD 1-14 SAUK","CITY OF BARABOO","SAUK",2901,51.4452917183898,377,5639,6.68558255009754,2361,41.8691257315127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"SAUK","CITY OF BARABOO","CITY OF BARABOO WARD 1-14 SAUK"
"89","CITY OF BARRON BARRON","CITY-OF-BARRON-WARD-1-7-BARRON","CITY OF BARRON WARD 1-7 BARRON","CITY OF BARRON","BARRON",506,37.4814814814815,87,1350,6.44444444444444,757,56.0740740740741,780,22,1451,649,53.7560303239145,44.7277739490007,1.51619572708477,-274,108,65,-16.2745488424331,11.3463001250734,4.92824871735968,0,1,"BARRON","CITY OF BARRON","CITY OF BARRON WARD 1-7 BARRON"
