"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit"
"723","CITY OF MARION SHAWANO","CITY-OF-MARION-WARD-4-6-SHAWANO","CITY OF MARION WARDS 4-6 SHAWANO","CITY OF MARION","SHAWANO",2,40,0,5,0,3,60,4,0,7,3,57.1428571428571,42.8571428571429,0,-2,0,0,-17.1428571428571,17.1428571428571,0,0,1,"SHAWANO","CITY OF MARION","CITY OF MARION WARDS 4-6 SHAWANO"
"724","CITY OF MARKESAN GREEN LAKE","CITY-OF-MARKESAN-WARD-1-3-GREEN-LAKE","CITY OF MARKESAN WARDS 1-3 GREEN LAKE","CITY OF MARKESAN","GREEN LAKE",174,25.3644314868805,35,686,5.10204081632653,477,69.533527696793,270,9,715,436,37.7622377622378,60.979020979021,1.25874125874126,-96,41,26,-12.3978062753573,8.55450671777202,3.84329955758527,0,0,"GREEN LAKE","CITY OF MARKESAN","CITY OF MARKESAN WARDS 1-3 GREEN LAKE"
"725","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-10-WOOD","CITY OF MARSHFIELD WARD 10 WOOD","CITY OF MARSHFIELD","WOOD",321,42.6294820717131,39,753,5.1792828685259,393,52.191235059761,390,13,783,380,49.8084291187739,48.5312899106003,1.6602809706258,-69,13,26,-7.1789470470608,3.6599451491607,3.5190018979001,0,1,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"726","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-2-WOOD","CITY OF MARSHFIELD WARD 2 WOOD","CITY OF MARSHFIELD","WOOD",315,47.2972972972973,33,666,4.95495495495495,318,47.7477477477478,345,7,701,349,49.2154065620542,49.7860199714693,0.998573466476462,-30,-31,26,-1.91810926475691,-2.03827222372158,3.95638148847849,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"727","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-1-11-WOOD","CITY OF MARSHFIELD WARDS 1,11 WOOD","CITY OF MARSHFIELD","WOOD",271,43.2907348242812,53,626,8.46645367412141,302,48.2428115015974,329,20,672,323,48.9583333333333,48.0654761904762,2.97619047619048,-58,-21,33,-5.66759850905218,0.177335311121254,5.49026319793093,0,1,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"728","CITY OF MARSHFIELD MARATHON","CITY-OF-MARSHFIELD-WARD-12-20-21-24-MARATHON","CITY OF MARSHFIELD WARDS 12,20-21,24 MARATHON","CITY OF MARSHFIELD","MARATHON",175,42.3728813559322,16,413,3.87409200968523,222,53.7530266343826,170,1,359,188,47.3537604456825,52.3676880222841,0.278551532033426,5,34,15,-4.98087908975025,1.38533861209844,3.5955404776518,0,0,"MARATHON","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 12,20-21,24 MARATHON"
"729","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-3-13-WOOD","CITY OF MARSHFIELD WARDS 3,13 WOOD","CITY OF MARSHFIELD","WOOD",502,43.2013769363167,72,1162,6.19621342512909,588,50.6024096385542,531,13,1189,645,44.659377628259,54.2472666105971,1.09335576114382,-29,-57,59,-1.45800069194235,-3.64485697204293,5.10285766398527,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"730","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-4-14-WOOD","CITY OF MARSHFIELD WARDS 4,14 WOOD","CITY OF MARSHFIELD","WOOD",446,42.9672447013487,71,1038,6.84007707129094,521,50.1926782273603,514,8,1080,558,47.5925925925926,51.6666666666667,0.740740740740741,-68,-37,63,-4.62534789124385,-1.47398843930636,6.0993363305502,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"731","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-5-15-WOOD","CITY OF MARSHFIELD WARDS 5,15 WOOD","CITY OF MARSHFIELD","WOOD",351,39.438202247191,68,890,7.64044943820225,471,52.9213483146067,431,20,869,418,49.5972382048331,48.1012658227848,2.30149597238205,-80,53,48,-10.1590359576421,4.82008249182193,5.3389534658202,0,1,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"732","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-6-17-25-26-WOOD","CITY OF MARSHFIELD WARDS 6,17,25-26 WOOD","CITY OF MARSHFIELD","WOOD",448,40.9881061299177,60,1093,5.48947849954254,585,53.5224153705398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"733","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-7-16-27-WOOD","CITY OF MARSHFIELD WARDS 7,16,27 WOOD","CITY OF MARSHFIELD","WOOD",349,40.8187134502924,41,855,4.7953216374269,465,54.3859649122807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"734","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-8-19-22-23-WOOD","CITY OF MARSHFIELD WARDS 8,19,22-23 WOOD","CITY OF MARSHFIELD","WOOD",416,40,65,1040,6.25,559,53.75,516,19,1071,536,48.1792717086835,50.046685340803,1.77404295051354,-100,23,46,-8.17927170868347,3.70331465919701,4.47595704948646,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"735","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-9-18-WOOD","CITY OF MARSHFIELD WARDS 9,18 WOOD","CITY OF MARSHFIELD","WOOD",342,41.6565164433618,76,821,9.25700365408039,403,49.0864799025579,494,29,894,371,55.2572706935123,41.4988814317673,3.24384787472036,-152,32,47,-13.6007542501506,7.58759847079052,6.01315577936003,0,1,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"736","CITY OF MAUSTON JUNEAU","CITY-OF-MAUSTON-WARD-1-7-JUNEAU","CITY OF MAUSTON WARDS 1-7 JUNEAU","CITY OF MAUSTON","JUNEAU",679,42.6239799121155,74,1593,4.64532328939109,840,52.7306967984934,978,28,1666,660,58.703481392557,39.6158463385354,1.68067226890756,-299,180,46,-16.0795014804415,13.114850459958,2.96465102048352,0,1,"JUNEAU","CITY OF MAUSTON","CITY OF MAUSTON WARDS 1-7 JUNEAU"
"737","CITY OF MAYVILLE DODGE","CITY-OF-MAYVILLE-WARD-1-8-DODGE","CITY OF MAYVILLE WARDS 1-8 DODGE","CITY OF MAYVILLE","DODGE",836,32.3404255319149,144,2585,5.5705996131528,1605,62.0889748549323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"DODGE","CITY OF MAYVILLE","CITY OF MAYVILLE WARDS 1-8 DODGE"
"738","CITY OF MEDFORD TAYLOR","CITY-OF-MEDFORD-WARD-1-8-TAYLOR","CITY OF MEDFORD WARD 1-8 TAYLOR","CITY OF MEDFORD","TAYLOR",670,33.6345381526104,141,1992,7.07831325301205,1181,59.2871485943775,883,35,2029,1111,43.5189748644653,54.7560374568753,1.72498767865944,-213,70,106,-9.88443671185481,4.53111113750221,5.35332557435261,0,0,"TAYLOR","CITY OF MEDFORD","CITY OF MEDFORD WARD 1-8 TAYLOR"
"739","CITY OF MELLEN ASHLAND","CITY-OF-MELLEN-WARD-1-ASHL-","CITY OF MELLEN WARD 1 ASHLAND","CITY OF MELLEN","ASHLAND",140,47.1380471380471,5,297,1.68350168350168,152,51.1784511784512,230,11,346,105,66.4739884393064,30.3468208092486,3.17919075144509,-90,47,-6,-19.3359413012592,20.8316303692026,-1.4956890679434,0,1,"ASHLAND","CITY OF MELLEN","CITY OF MELLEN WARD 1 ASHLAND"
"740","CITY OF MENASHA WINNEBAGO","CITY-OF-MENASHA-WARD-10-13-21-22-36-37-WINNEBAGO","CITY OF MENASHA WARDS 10-13,21-22,36-37 WINNEBAGO","CITY OF MENASHA","WINNEBAGO",971,46.1501901140684,193,2104,9.17300380228137,940,44.6768060836502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"WINNEBAGO","CITY OF MENASHA","CITY OF MENASHA WARDS 1A-2,4,7 WINNEBAGO"
"741","CITY OF MENASHA CALUMET","CITY-OF-MENASHA-WARD-16-20-CALUMET","CITY OF MENASHA WARDS 16-20 CALUMET","CITY OF MENASHA","CALUMET",662,43.6963696369637,90,1515,5.94059405940594,763,50.3630363036304,627,14,1335,694,46.9662921348315,51.9850187265918,1.04868913857678,35,69,76,-3.26992249786777,-1.6219824229614,4.89190492082916,0,0,"CALUMET","CITY OF MENASHA","CITY OF MENASHA WARDS 16-20 CALUMET"
"742","CITY OF MENASHA WINNEBAGO","CITY-OF-MENASHA-WARD-1A-2-4-7-WINNEBAGO","CITY OF MENASHA WARDS 1A-2,4,7 WINNEBAGO","CITY OF MENASHA","WINNEBAGO",886,46.8783068783069,176,1890,9.31216931216931,828,43.8095238095238,1155,55,1989,779,58.0693815987934,39.1654097536451,2.76520864756159,-269,49,121,-11.1910747204865,4.64411405587876,6.54696066460772,1,1,"WINNEBAGO","CITY OF MENASHA","CITY OF MENASHA WARDS 1A-2,4,7 WINNEBAGO"
"743","CITY OF MENASHA WINNEBAGO","CITY-OF-MENASHA-WARD-3-14-15-30-WINNEBAGO","CITY OF MENASHA WARDS 3,14-15,30 WINNEBAGO","CITY OF MENASHA","WINNEBAGO",433,46.3597430406852,77,934,8.2441113490364,424,45.3961456102784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"WINNEBAGO","CITY OF MENASHA","CITY OF MENASHA WARDS 1A-2,4,7 WINNEBAGO"
"744","CITY OF MENASHA WINNEBAGO","CITY-OF-MENASHA-WARD-5A-6-8-9-23-29-31-35-38-WINNEBAGO","CITY OF MENASHA WARDS 5A-6,8-9,23-29,31-35,38 WINNEBAGO","CITY OF MENASHA","WINNEBAGO",909,46.5437788018433,157,1953,8.03891449052739,887,45.4173067076293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"WINNEBAGO","CITY OF MENASHA","CITY OF MENASHA WARDS 1A-2,4,7 WINNEBAGO"
"745","CITY OF MENOMONIE DUNN","CITY-OF-MENOMONIE-WARD-6-DUNN","CITY OF MENOMONIE WARD 6 DUNN","CITY OF MENOMONIE","DUNN",307,49.9186991869919,74,615,12.0325203252033,234,38.0487804878049,379,21,655,255,57.8625954198473,38.9312977099237,3.20610687022901,-72,-21,53,-7.94389623285546,-0.882517222118786,8.82641345497425,1,1,"DUNN","CITY OF MENOMONIE","CITY OF MENOMONIE WARDS 1-2 DUNN"
"746","CITY OF MENOMONIE DUNN","CITY-OF-MENOMONIE-WARD-1-2-DUNN","CITY OF MENOMONIE WARDS 1-2 DUNN","CITY OF MENOMONIE","DUNN",771,49.7098646034816,117,1551,7.54352030947776,663,42.7466150870406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DUNN","CITY OF MENOMONIE","CITY OF MENOMONIE WARDS 1-2 DUNN"
"747","CITY OF MENOMONIE DUNN","CITY-OF-MENOMONIE-WARD-10-11-DUNN","CITY OF MENOMONIE WARDS 10-11 DUNN","CITY OF MENOMONIE","DUNN",849,54.2492012779553,119,1565,7.6038338658147,597,38.14696485623,862,41,1554,651,55.4697554697555,41.8918918918919,2.63835263835264,-13,-54,78,-1.2205541918002,-3.74492703566187,4.96548122746206,1,1,"DUNN","CITY OF MENOMONIE","CITY OF MENOMONIE WARDS 1-2 DUNN"
"748","CITY OF MENOMONIE DUNN","CITY-OF-MENOMONIE-WARD-3-4-DUNN","CITY OF MENOMONIE WARDS 3-4 DUNN","CITY OF MENOMONIE","DUNN",655,51.73775671406,156,1266,12.3222748815166,455,35.9399684044234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DUNN","CITY OF MENOMONIE","CITY OF MENOMONIE WARDS 1-2 DUNN"
"749","CITY OF MENOMONIE DUNN","CITY-OF-MENOMONIE-WARD-5-7-DUNN","CITY OF MENOMONIE WARDS 5,7 DUNN","CITY OF MENOMONIE","DUNN",657,51.0093167701863,143,1288,11.1024844720497,488,37.888198757764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DUNN","CITY OF MENOMONIE","CITY OF MENOMONIE WARDS 1-2 DUNN"
"750","CITY OF MENOMONIE DUNN","CITY-OF-MENOMONIE-WARD-8-9-DUNN","CITY OF MENOMONIE WARDS 8-9 DUNN","CITY OF MENOMONIE","DUNN",623,50.0401606425703,119,1245,9.55823293172691,503,40.4016064257028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DUNN","CITY OF MENOMONIE","CITY OF MENOMONIE WARDS 1-2 DUNN"
"751","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-1-OZAUKEE","CITY OF MEQUON WARD 1 OZAUKEE","CITY OF MEQUON","OZAUKEE",620,44.0340909090909,96,1408,6.81818181818182,692,49.1477272727273,534,13,1437,890,37.160751565762,61.9345859429367,0.904662491301322,86,-198,83,6.87333934332891,-12.7868586702094,5.9135193268805,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"752","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-15-OZAUKEE","CITY OF MEQUON WARD 15 OZAUKEE","CITY OF MEQUON","OZAUKEE",428,47.9820627802691,45,892,5.04484304932735,419,46.9730941704036,380,6,880,494,43.1818181818182,56.1363636363636,0.681818181818182,48,-75,39,4.80024459845088,-9.16326946596005,4.36302486750917,1,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"753","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-16-OZAUKEE","CITY OF MEQUON WARD 16 OZAUKEE","CITY OF MEQUON","OZAUKEE",265,39.4932935916543,43,671,6.40834575260805,363,54.0983606557377,221,3,715,491,30.9090909090909,68.6713286713287,0.41958041958042,44,-128,40,8.58420268256334,-14.572968015591,5.98876533302763,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"754","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-17-OZAUKEE","CITY OF MEQUON WARD 17 OZAUKEE","CITY OF MEQUON","OZAUKEE",370,48.6842105263158,49,760,6.44736842105263,341,44.8684210526316,336,3,798,459,42.1052631578947,57.5187969924812,0.37593984962406,34,-118,46,6.57894736842105,-12.6503759398496,6.07142857142857,1,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"755","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-18-OZAUKEE","CITY OF MEQUON WARD 18 OZAUKEE","CITY OF MEQUON","OZAUKEE",241,43.5018050541516,25,554,4.51263537906137,288,51.985559566787,204,1,573,368,35.6020942408377,64.2233856893543,0.174520069808028,37,-80,24,7.89971081331393,-12.2378261225673,4.33811530925334,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"756","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-2-OZAUKEE","CITY OF MEQUON WARD 2 OZAUKEE","CITY OF MEQUON","OZAUKEE",157,30.8447937131631,32,509,6.28683693516699,320,62.8683693516699,120,2,513,391,23.3918128654971,76.2183235867446,0.389863547758285,37,-71,30,7.45298084766599,-13.3499542350747,5.89697338740871,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"757","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-11-12-OZAUKEE","CITY OF MEQUON WARDS 11-12 OZAUKEE","CITY OF MEQUON","OZAUKEE",715,39.0924002186987,125,1829,6.83433570256971,989,54.0732640787315,635,17,1778,1126,35.7142857142857,63.3295838020248,0.956130483689539,80,-137,108,3.37811450441303,-9.25631972329321,5.87820521888017,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"758","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-13-14-OZAUKEE","CITY OF MEQUON WARDS 13-14 OZAUKEE","CITY OF MEQUON","OZAUKEE",455,39.3258426966292,80,1157,6.91443388072602,622,53.7597234226448,353,7,1130,770,31.2389380530973,68.141592920354,0.619469026548673,102,-148,73,8.08690464353187,-14.3818694977092,6.29496485417734,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"759","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-19-21-OZAUKEE","CITY OF MEQUON WARDS 19-21 OZAUKEE","CITY OF MEQUON","OZAUKEE",835,44.84425349087,137,1862,7.35767991407089,890,47.7980665950591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"760","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-3-4-OZAUKEE","CITY OF MEQUON WARDS 3-4 OZAUKEE","CITY OF MEQUON","OZAUKEE",747,40.032154340836,129,1866,6.91318327974277,990,53.0546623794212,637,10,1896,1249,33.5970464135021,65.8755274261603,0.527426160337553,110,-259,119,6.43510792733391,-12.8208650467391,6.38575711940521,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"761","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-5-7B-OZAUKEE","CITY OF MEQUON WARDS 5,7B OZAUKEE","CITY OF MEQUON","OZAUKEE",301,35.12252042007,66,857,7.70128354725788,490,57.1761960326721,205,7,815,603,25.1533742331288,73.9877300613497,0.858895705521472,96,-113,59,9.96914618694118,-16.8115340286776,6.8423878417364,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"762","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-6-7A-OZAUKEE","CITY OF MEQUON WARDS 6-7A OZAUKEE","CITY OF MEQUON","OZAUKEE",451,34.6923076923077,100,1300,7.69230769230769,749,57.6153846153846,392,14,1315,909,29.8098859315589,69.1254752851711,1.06463878326996,59,-160,86,4.88242176074876,-11.5100906697865,6.62766890903773,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"763","CITY OF MEQUON OZAUKEE","CITY-OF-MEQUON-WARD-8-10-OZAUKEE","CITY OF MEQUON WARDS 8-10 OZAUKEE","CITY OF MEQUON","OZAUKEE",800,41.49377593361,116,1928,6.01659751037344,1012,52.4896265560166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","CITY OF MEQUON","CITY OF MEQUON WARD 1 OZAUKEE"
"764","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-1-2-LINCOLN","CITY OF MERRILL WARDS 1-2 LINCOLN","CITY OF MERRILL","LINCOLN",255,45.945945945946,42,555,7.56756756756757,258,46.4864864864865,305,6,565,254,53.9823008849557,44.9557522123894,1.06194690265487,-50,4,36,-8.0363549390098,1.53073427409711,6.5056206649127,0,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"765","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-10-12-LINCOLN","CITY OF MERRILL WARDS 10-12 LINCOLN","CITY OF MERRILL","LINCOLN",212,43.4426229508197,42,488,8.60655737704918,234,47.9508196721311,309,10,547,228,56.4899451553931,41.6819012797075,1.82815356489945,-97,6,32,-13.0473222045734,6.26891839242365,6.77840381214973,0,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"766","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-13-14-LINCOLN","CITY OF MERRILL WARDS 13-14 LINCOLN","CITY OF MERRILL","LINCOLN",213,39.2265193370166,45,543,8.28729281767956,285,52.4861878453039,315,10,589,264,53.4804753820034,44.8217317487267,1.69779286926995,-102,21,35,-14.2539560449868,7.66445609657721,6.58949994840961,0,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"767","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-15-17-LINCOLN","CITY OF MERRILL WARDS 15-17 LINCOLN","CITY OF MERRILL","LINCOLN",276,47.0187393526405,52,587,8.85860306643952,259,44.1226575809199,322,10,589,257,54.6689303904924,43.6332767402377,1.69779286926995,-46,2,42,-7.65019103785182,0.489380840682244,7.16081019716957,1,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"768","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-18-19-LINCOLN","CITY OF MERRILL WARDS 18-19 LINCOLN","CITY OF MERRILL","LINCOLN",185,41.2026726057906,26,449,5.79064587973274,238,53.0066815144766,280,4,483,199,57.9710144927536,41.2008281573499,0.82815734989648,-95,39,22,-16.768341886963,11.8058533571267,4.96248852983626,0,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"769","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-3-4-LINCOLN","CITY OF MERRILL WARDS 3-4 LINCOLN","CITY OF MERRILL","LINCOLN",209,38.7755102040816,35,539,6.49350649350649,295,54.7309833024119,313,7,586,266,53.4129692832764,45.3924914675768,1.19453924914676,-104,29,28,-14.6374590791948,9.33849183483508,5.29896724435974,0,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"770","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-5-7-LINCOLN","CITY OF MERRILL WARDS 5-7 LINCOLN","CITY OF MERRILL","LINCOLN",189,43.5483870967742,31,434,7.14285714285714,214,49.3087557603687,282,10,486,194,58.0246913580247,39.917695473251,2.05761316872428,-93,20,21,-14.4763042612505,9.39106028711763,5.08524397413286,0,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"771","CITY OF MERRILL LINCOLN","CITY-OF-MERRILL-WARD-8-9-LINCOLN","CITY OF MERRILL WARDS 8-9 LINCOLN","CITY OF MERRILL","LINCOLN",168,36.4425162689805,46,461,9.97830802603037,247,53.5791757049892,280,16,534,238,52.4344569288389,44.5692883895131,2.99625468164794,-112,9,30,-15.9919406598585,9.00988731547605,6.98205334438243,0,1,"LINCOLN","CITY OF MERRILL","CITY OF MERRILL WARDS 1-2 LINCOLN"
"772","CITY OF MIDDLETON DANE","CITY-OF-MIDDLETON-WARD-1-4-9-DANE","CITY OF MIDDLETON WARDS 1-4,9 DANE","CITY OF MIDDLETON","DANE",2137,70.0196592398427,193,3052,6.32372214941022,722,23.6566186107471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","CITY OF MIDDLETON","CITY OF MIDDLETON WARDS 1-4,9 DANE"
"773","CITY OF MIDDLETON DANE","CITY-OF-MIDDLETON-WARD-10-13-DANE","CITY OF MIDDLETON WARDS 10-13 DANE","CITY OF MIDDLETON","DANE",2610,74.5288406624786,205,3502,5.85379782981154,687,19.6173615077099,2300,38,3219,881,71.4507611059335,27.3687480584032,1.18049083566325,310,-194,167,3.07807955654506,-7.75138655069335,4.67330699414829,1,1,"DANE","CITY OF MIDDLETON","CITY OF MIDDLETON WARDS 1-4,9 DANE"
"774","CITY OF MIDDLETON DANE","CITY-OF-MIDDLETON-WARD-14-18-DANE","CITY OF MIDDLETON WARDS 14-18 DANE","CITY OF MIDDLETON","DANE",1888,70.0296735905044,170,2696,6.30563798219585,638,23.6646884272997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","CITY OF MIDDLETON","CITY OF MIDDLETON WARDS 1-4,9 DANE"
"775","CITY OF MIDDLETON DANE","CITY-OF-MIDDLETON-WARD-5-8-DANE","CITY OF MIDDLETON WARDS 5-8 DANE","CITY OF MIDDLETON","DANE",2092,78.0305856023872,148,2681,5.52032823573294,441,16.4490861618799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","CITY OF MIDDLETON","CITY OF MIDDLETON WARDS 1-4,9 DANE"
"776","CITY OF MILTON ROCK","CITY-OF-MILTON-WARD-1-12-ROCK","CITY OF MILTON WARDS 1-12 ROCK","CITY OF MILTON","ROCK",1465,49.9829409757762,233,2931,7.94950528829751,1233,42.0675537359263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ROCK","CITY OF MILTON","CITY OF MILTON WARDS 1-12 ROCK"
"777","CITY OF MILWAUKEE MILWAUKEE","CITY-OF-MILWAUKEE-WARD-1-MILWAUKEE","CITY OF MILWAUKEE WARD 1 MILWAUKEE","CITY OF MILWAUKEE","MILWAUKEE",935,77.8517901748543,44,1201,3.66361365528726,222,18.4845961698585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"MILWAUKEE","CITY OF MILWAUKEE","CITY OF MILWAUKEE WARD 1 MILWAUKEE"
"778","CITY OF MILWAUKEE MILWAUKEE","CITY-OF-MILWAUKEE-WARD-10-MILWAUKEE","CITY OF MILWAUKEE WARD 10 MILWAUKEE","CITY OF MILWAUKEE","MILWAUKEE",844,72.4463519313305,55,1165,4.72103004291846,266,22.8326180257511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"MILWAUKEE","CITY OF MILWAUKEE","CITY OF MILWAUKEE WARD 1 MILWAUKEE"
"779","CITY OF MILWAUKEE MILWAUKEE","CITY-OF-MILWAUKEE-WARD-100-MILWAUKEE","CITY OF MILWAUKEE WARD 100 MILWAUKEE","CITY OF MILWAUKEE","MILWAUKEE",671,94.9080622347949,11,707,1.55586987270156,25,3.53606789250354,801,1,828,26,96.7391304347826,3.14009661835749,0.120772946859903,-130,-1,10,-1.8310681999877,0.395971274146048,1.43509692584165,1,1,"MILWAUKEE","CITY OF MILWAUKEE","CITY OF MILWAUKEE WARD 1 MILWAUKEE"
"780","CITY OF MILWAUKEE MILWAUKEE","CITY-OF-MILWAUKEE-WARD-101-MILWAUKEE","CITY OF MILWAUKEE WARD 101 MILWAUKEE","CITY OF MILWAUKEE","MILWAUKEE",944,95.3535353535354,22,990,2.22222222222222,24,2.42424242424242,1154,5,1181,22,97.7138018628281,1.86282811176969,0.423370025402202,-210,2,17,-2.36026650929274,0.561414312472738,1.79885219682002,1,1,"MILWAUKEE","CITY OF MILWAUKEE","CITY OF MILWAUKEE WARD 1 MILWAUKEE"
