"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit"
"2189","TOWN OF KIMBALL IRON","TOWN-OF-KIMBALL-WARD-1-IRON","TOWN OF KIMBALL WARD 1 IRON","TOWN OF KIMBALL","IRON",112,38.0952380952381,11,294,3.74149659863946,171,58.1632653061224,156,8,319,155,48.9028213166144,48.58934169279,2.50783699059561,-44,16,3,-10.8075832213763,9.57392361333248,1.23365960804384,0,1,"IRON","TOWN OF KIMBALL","TOWN OF KIMBALL WARD 1 IRON"
"2190","TOWN OF KING LINCOLN","TOWN-OF-KING-WARD-1-2-LINCOLN","TOWN OF KING WARDS 1-2 LINCOLN","TOWN OF KING","LINCOLN",234,38.4868421052632,32,608,5.26315789473684,342,56.25,290,6,596,300,48.6577181208054,50.3355704697987,1.00671140939597,-56,42,26,-10.1708760155422,5.91442953020134,4.25644648534087,0,0,"LINCOLN","TOWN OF KING","TOWN OF KING WARDS 1-2 LINCOLN"
"2191","TOWN OF KINGSTON JUNEAU","TOWN-OF-KINGSTON-WARD-1-JUNEAU","TOWN OF KINGSTON WARD 1 JUNEAU","TOWN OF KINGSTON","JUNEAU",2,10,0,20,0,18,90,5,1,22,16,22.7272727272727,72.7272727272727,4.54545454545455,-3,2,-1,-12.7272727272727,17.2727272727273,-4.54545454545455,0,0,"JUNEAU","TOWN OF KINGSTON","TOWN OF KINGSTON WARD 1 JUNEAU"
"2192","TOWN OF KINGSTON GREEN LAKE","TOWN-OF-KINGSTON-WARD-1-2-GREEN-LAKE","TOWN OF KINGSTON WARDS 1-2 GREEN LAKE","TOWN OF KINGSTON","GREEN LAKE",60,20.6185567010309,28,291,9.62199312714777,203,69.7594501718213,109,1,293,183,37.2013651877133,62.457337883959,0.341296928327645,-49,20,27,-16.5828084866824,7.30211228786226,9.28069619882012,0,0,"GREEN LAKE","TOWN OF KINGSTON","TOWN OF KINGSTON WARDS 1-2 GREEN LAKE"
"2193","TOWN OF KINNICKINNIC ST. CROIX","TOWN-OF-KINNICKINNIC-WARD-1-3-ST.-CROIX","TOWN OF KINNICKINNIC WARDS 1-3 ST. CROIX","TOWN OF KINNICKINNIC","ST. CROIX",419,39.5656279508971,79,1059,7.45986779981114,561,52.9745042492918,464,18,1067,585,43.4864104967198,54.8266166822868,1.68697282099344,-45,-24,61,-3.9207825458227,-1.852112432995,5.7728949788177,0,0,"ST. CROIX","TOWN OF KINNICKINNIC","TOWN OF KINNICKINNIC WARDS 1-3 ST. CROIX"
"2194","TOWN OF KNAPP JACKSON","TOWN-OF-KNAPP-WARD-1-JACKSON","TOWN OF KNAPP WARD 1 JACKSON","TOWN OF KNAPP","JACKSON",47,24.7368421052632,2,190,1.05263157894737,141,74.2105263157895,56,3,159,100,35.2201257861635,62.8930817610063,1.88679245283019,-9,41,-1,-10.4832836809004,11.3174445547832,-0.83416087388282,0,0,"JACKSON","TOWN OF KNAPP","TOWN OF KNAPP WARD 1 JACKSON"
"2195","TOWN OF KNIGHT IRON","TOWN-OF-KNIGHT-WARD-1-IRON","TOWN OF KNIGHT WARD 1 IRON","TOWN OF KNIGHT","IRON",38,36.8932038834951,8,103,7.76699029126214,57,55.3398058252427,62,4,131,65,47.3282442748092,49.618320610687,3.05343511450382,-24,-8,4,-10.435040391314,5.72148521455569,4.71355517675832,0,0,"IRON","TOWN OF KNIGHT","TOWN OF KNIGHT WARD 1 IRON"
"2196","TOWN OF KNOWLTON MARATHON","TOWN-OF-KNOWLTON-WARD-1-3-MARATHON","TOWN OF KNOWLTON WARD 1-3 MARATHON","TOWN OF KNOWLTON","MARATHON",409,35.8143607705779,48,1142,4.2031523642732,685,59.9824868651489,462,8,1119,649,41.2868632707775,57.9982126899017,0.714924039320822,-53,36,40,-5.47250250019955,1.98427417524717,3.48822832495238,0,0,"MARATHON","TOWN OF KNOWLTON","TOWN OF KNOWLTON WARD 1-3 MARATHON"
"2197","TOWN OF KNOX PRICE","TOWN-OF-KNOX-WARD-1-PRICE","TOWN OF KNOX WARD 1 PRICE","TOWN OF KNOX","PRICE",64,38.5542168674699,8,166,4.81927710843374,94,56.6265060240964,102,4,179,73,56.9832402234637,40.7821229050279,2.23463687150838,-38,21,4,-18.4290233559938,15.8443831190685,2.58464023692536,0,1,"PRICE","TOWN OF KNOX","TOWN OF KNOX WARD 1 PRICE"
"2198","TOWN OF KOMENSKY JACKSON","TOWN-OF-KOMENSKY-WARD-1-JACKSON","TOWN OF KOMENSKY WARD 1 JACKSON","TOWN OF KOMENSKY","JACKSON",114,74.025974025974,12,154,7.79220779220779,28,18.1818181818182,122,0,140,18,87.1428571428571,12.8571428571429,0,-8,10,12,-13.1168831168831,5.32467532467533,7.79220779220779,1,1,"JACKSON","TOWN OF KOMENSKY","TOWN OF KOMENSKY WARD 1 JACKSON"
"2199","TOWN OF KOSHKONONG JEFFERSON","TOWN-OF-KOSHKONONG-WARD-1-6-JEFFERSON","TOWN OF KOSHKONONG WARDS 1,6 JEFFERSON","TOWN OF KOSHKONONG","JEFFERSON",93,38.75,15,240,6.25,132,55,127,5,261,129,48.6590038314176,49.4252873563218,1.91570881226054,-34,3,10,-9.90900383141762,5.57471264367817,4.33429118773946,0,0,"JEFFERSON","TOWN OF KOSHKONONG","TOWN OF KOSHKONONG WARDS 1,6 JEFFERSON"
"2200","TOWN OF KOSHKONONG JEFFERSON","TOWN-OF-KOSHKONONG-WARD-2-5-JEFFERSON","TOWN OF KOSHKONONG WARDS 2-5 JEFFERSON","TOWN OF KOSHKONONG","JEFFERSON",676,36.3832077502691,103,1858,5.54359526372444,1079,58.0731969860065,845,20,1907,1042,44.3104352385946,54.6407970634504,1.0487676979549,-169,37,83,-7.92722748832554,3.43239992255602,4.49482756576953,0,0,"JEFFERSON","TOWN OF KOSHKONONG","TOWN OF KOSHKONONG WARDS 1,6 JEFFERSON"
"2201","TOWN OF KOSSUTH MANITOWOC","TOWN-OF-KOSSUTH-WARD-1-3-MANITOWOC","TOWN OF KOSSUTH WARD 1-3 MANITOWOC","TOWN OF KOSSUTH","MANITOWOC",355,30.6828003457217,72,1157,6.22299049265341,730,63.0942091616249,537,13,1200,650,44.75,54.1666666666667,1.08333333333333,-182,80,59,-14.0671996542783,8.92754249495822,5.13965715932008,0,0,"MANITOWOC","TOWN OF KOSSUTH","TOWN OF KOSSUTH WARD 1-3 MANITOWOC"
"2202","TOWN OF LA FOLLETTE BURNETT","TOWN-OF-LA-FOLLETTE-WARD-1-2-BURNETT","TOWN OF LA FOLLETTE WARD 1-2 BURNETT","TOWN OF LA FOLLETTE","BURNETT",129,42.0195439739414,12,307,3.90879478827362,166,54.071661237785,149,4,302,149,49.3377483443709,49.3377483443709,1.32450331125828,-20,17,8,-7.3182043704295,4.73391289341415,2.58429147701534,0,0,"BURNETT","TOWN OF LA FOLLETTE","TOWN OF LA FOLLETTE WARD 1-2 BURNETT"
"2203","TOWN OF LA GRANGE WALWORTH","TOWN-OF-LA-GRANGE-WARD-1-3-WALWORTH","TOWN OF LA GRANGE WARD 1-3 WALWORTH","TOWN OF LA GRANGE","WALWORTH",419,30.7184750733138,97,1364,7.11143695014663,848,62.1700879765396,483,24,1432,925,33.7290502793296,64.5949720670391,1.67597765363128,-64,-77,73,-3.01057520601582,-2.42488409049952,5.43545929651534,0,0,"WALWORTH","TOWN OF LA GRANGE","TOWN OF LA GRANGE WARD 1-3 WALWORTH"
"2204","TOWN OF LA GRANGE MONROE","TOWN-OF-LA-GRANGE-WARD-1A-3A-MONROE","TOWN OF LA GRANGE WARDS 1A-3A MONROE","TOWN OF LA GRANGE","MONROE",317,32.7141382868937,81,969,8.35913312693498,571,58.9267285861713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MONROE","TOWN OF LA GRANGE","TOWN OF LA GRANGE WARDS 1A-3A MONROE"
"2205","TOWN OF LA GRANGE MONROE","TOWN-OF-LA-GRANGE-WARD-1B-3B-MONROE","TOWN OF LA GRANGE WARDS 1B-3B MONROE","TOWN OF LA GRANGE","MONROE",19,25.3333333333333,0,75,0,56,74.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MONROE","TOWN OF LA GRANGE","TOWN OF LA GRANGE WARDS 1A-3A MONROE"
"2206","TOWN OF LA POINTE ASHLAND","TOWN-OF-LA-POINTE-WARD-1-ASHL-","TOWN OF LA POINTE WARD 1 ASHLAND","TOWN OF LA POINTE","ASHLAND",159,65.702479338843,30,242,12.396694214876,53,21.900826446281,209,7,267,51,78.2771535580524,19.1011235955056,2.62172284644195,-50,2,23,-12.5746742192095,2.79970285077538,9.77497136843409,1,1,"ASHLAND","TOWN OF LA POINTE","TOWN OF LA POINTE WARD 1 ASHLAND"
"2207","TOWN OF LA PRAIRIE ROCK","TOWN-OF-LA-PRAIRIE-WARD-1-ROCK","TOWN OF LA PRAIRIE WARD 1 ROCK","TOWN OF LA PRAIRIE","ROCK",140,40.5797101449275,25,345,7.2463768115942,180,52.1739130434783,177,5,373,191,47.4530831099196,51.2064343163539,1.34048257372654,-37,-11,20,-6.87337296499203,0.967478727124373,5.90589423786766,0,0,"ROCK","TOWN OF LA PRAIRIE","TOWN OF LA PRAIRIE WARD 1 ROCK"
"2208","TOWN OF LA PRAIRIE ROCK","TOWN-OF-LA-PRAIRIE-WARD-2-ROCK","TOWN OF LA PRAIRIE WARD 2 ROCK","TOWN OF LA PRAIRIE","ROCK",45,36.2903225806452,4,124,3.2258064516129,75,60.4838709677419,60,2,132,70,45.4545454545455,53.030303030303,1.51515151515152,-15,5,2,-9.16422287390029,7.4535679374389,1.71065493646139,0,0,"ROCK","TOWN OF LA PRAIRIE","TOWN OF LA PRAIRIE WARD 1 ROCK"
"2209","TOWN OF LA VALLE SAUK","TOWN-OF-LA-VALLE-WARD-1-3-SAUK","TOWN OF LA VALLE WARDS 1-3 SAUK","TOWN OF LA VALLE","SAUK",291,36.6960907944515,42,793,5.29634300126103,460,58.0075662042875,380,10,752,362,50.531914893617,48.1382978723404,1.32978723404255,-89,98,32,-13.8358240991656,9.8692683319471,3.96655576721848,0,1,"SAUK","TOWN OF LA VALLE","TOWN OF LA VALLE WARDS 1-3 SAUK"
"2210","TOWN OF LAC DU FLAMBEAU VILAS","TOWN-OF-LAC-DU-FLAMBEAU-WARD-1-7-VILAS","TOWN OF LAC DU FLAMBEAU WARDS 1-7 VILAS","TOWN OF LAC DU FLAMBEAU","VILAS",762,53.027139874739,87,1437,6.05427974947808,588,40.9185803757829,1059,11,1588,518,66.6876574307305,32.6196473551637,0.692695214105793,-297,70,76,-13.6605175559914,8.29893302061915,5.36158453537229,1,1,"VILAS","TOWN OF LAC DU FLAMBEAU","TOWN OF LAC DU FLAMBEAU WARDS 1-7 VILAS"
"2211","TOWN OF LAFAYETTE MONROE","TOWN-OF-LAFAYETTE-WARD-1-2-MONROE","TOWN OF LAFAYETTE WARDS 1-2 MONROE","TOWN OF LAFAYETTE","MONROE",51,28.3333333333333,16,180,8.88888888888889,113,62.7777777777778,63,3,158,92,39.873417721519,58.2278481012658,1.89873417721519,-12,21,13,-11.5400843881857,4.54992967651196,6.9901547116737,0,0,"MONROE","TOWN OF LAFAYETTE","TOWN OF LAFAYETTE WARDS 1-2 MONROE"
"2212","TOWN OF LAFAYETTE WALWORTH","TOWN-OF-LAFAYETTE-WARD-1-3-WALWORTH","TOWN OF LAFAYETTE WARDS 1-3 WALWORTH","TOWN OF LAFAYETTE","WALWORTH",338,28.1198003327787,79,1202,6.57237936772047,785,65.3078202995008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WALWORTH","TOWN OF LAFAYETTE","TOWN OF LAFAYETTE WARDS 1-3 WALWORTH"
"2213","TOWN OF LAFAYETTE CHIPPEWA","TOWN-OF-LAFAYETTE-WARD-1-9-CHIPPEWA","TOWN OF LAFAYETTE WARDS 1-9 CHIPPEWA","TOWN OF LAFAYETTE","CHIPPEWA",1379,40.1105293775451,179,3438,5.2065154159395,1880,54.6829552065154,1642,39,3382,1701,48.5511531638084,50.2956830277942,1.1531638083974,-263,179,140,-8.44062378626331,4.38727217872121,4.0533516075421,0,0,"CHIPPEWA","TOWN OF LAFAYETTE","TOWN OF LAFAYETTE WARDS 1-9 CHIPPEWA"
"2214","TOWN OF LAKE HOLCOMBE CHIPPEWA","TOWN-OF-LAKE-HOLCOMBE-WARD-1-2-CHIPPEWA","TOWN OF LAKE HOLCOMBE WARDS 1-2 CHIPPEWA","TOWN OF LAKE HOLCOMBE","CHIPPEWA",171,29.4320137693632,13,581,2.23752151462995,397,68.3304647160069,254,1,565,310,44.9557522123894,54.8672566371681,0.176991150442478,-83,87,12,-15.5237384430262,13.4632080788387,2.06053036418747,0,0,"CHIPPEWA","TOWN OF LAKE HOLCOMBE","TOWN OF LAKE HOLCOMBE WARDS 1-2 CHIPPEWA"
"2215","TOWN OF LAKE MILLS JEFFERSON","TOWN-OF-LAKE-MILLS-WARD-1-3-JEFFERSON","TOWN OF LAKE MILLS WARDS 1-3 JEFFERSON","TOWN OF LAKE MILLS","JEFFERSON",575,46.7479674796748,94,1230,7.64227642276423,561,45.609756097561,647,14,1294,633,50,48.9180834621329,1.08191653786708,-72,-72,80,-3.2520325203252,-3.30832736457194,6.56035988489715,1,1,"JEFFERSON","TOWN OF LAKE MILLS","TOWN OF LAKE MILLS WARDS 1-3 JEFFERSON"
"2216","TOWN OF LAKE TOMAHAWK ONEIDA","TOWN-OF-LAKE-TOMAHAWK-WARD-1-2-ONEIDA","TOWN OF LAKE TOMAHAWK WARDS 1-2 ONEIDA","TOWN OF LAKE TOMAHAWK","ONEIDA",224,34.5679012345679,25,648,3.85802469135802,399,61.5740740740741,271,7,661,383,40.9984871406959,57.9425113464448,1.0590015128593,-47,16,18,-6.43058590612802,3.63156272762929,2.79902317849872,0,0,"ONEIDA","TOWN OF LAKE TOMAHAWK","TOWN OF LAKE TOMAHAWK WARDS 1-2 ONEIDA"
"2217","TOWN OF LAKE MARINETTE","TOWN-OF-LAKE-WARD-1-2-MARINETTE","TOWN OF LAKE WARDS 1-2 MARINETTE","TOWN OF LAKE","MARINETTE",175,26.5553869499241,18,659,2.73141122913505,466,70.7132018209408,269,8,591,314,45.5160744500846,53.1302876480541,1.35363790186125,-94,152,10,-18.9606875001605,17.5829141728867,1.3777733272738,0,0,"MARINETTE","TOWN OF LAKE","TOWN OF LAKE WARDS 1-2 MARINETTE"
"2218","TOWN OF LAKE PRICE","TOWN-OF-LAKE-WARD-1-2-PRICE","TOWN OF LAKE WARDS 1-2 PRICE","TOWN OF LAKE","PRICE",263,39.9696048632219,19,658,2.88753799392097,376,57.1428571428571,383,14,694,297,55.1873198847262,42.7953890489914,2.01729106628242,-120,79,5,-15.2177150215043,14.3474680938658,0.870246927638552,0,1,"PRICE","TOWN OF LAKE","TOWN OF LAKE WARDS 1-2 PRICE"
"2219","TOWN OF LAKELAND BARRON","TOWN-OF-LAKEL-WARD-1-2-BARRON","TOWN OF LAKELAND WARD 1-2 BARRON","TOWN OF LAKELAND","BARRON",201,35.7015985790409,21,563,3.73001776198934,341,60.5683836589698,272,6,575,297,47.304347826087,51.6521739130435,1.04347826086957,-71,44,15,-11.6027492470461,8.91620974592633,2.68653950111978,0,0,"BARRON","TOWN OF LAKELAND","TOWN OF LAKELAND WARD 1-2 BARRON"
"2220","TOWN OF LAKESIDE DOUGLAS","TOWN-OF-LAKESIDE-WARD-1-DOUGLAS","TOWN OF LAKESIDE WARD 1 DOUGLAS","TOWN OF LAKESIDE","DOUGLAS",164,42.7083333333333,29,384,7.55208333333333,191,49.7395833333333,223,7,388,158,57.4742268041237,40.7216494845361,1.80412371134021,-59,33,22,-14.7658934707904,9.01793384879725,5.74795962199313,0,1,"DOUGLAS","TOWN OF LAKESIDE","TOWN OF LAKESIDE WARD 1 DOUGLAS"
"2221","TOWN OF LAKETOWN POLK","TOWN-OF-LAKETOWN-WARD-1-POLK","TOWN OF LAKETOWN WARD 1 POLK","TOWN OF LAKETOWN","POLK",189,33.4513274336283,29,565,5.13274336283186,347,61.4159292035398,253,6,545,286,46.4220183486239,52.4770642201835,1.10091743119266,-64,61,23,-12.9706909149955,8.93886498335633,4.0318259316392,0,0,"POLK","TOWN OF LAKETOWN","TOWN OF LAKETOWN WARD 1 POLK"
"2222","TOWN OF LAKEWOOD OCONTO","TOWN-OF-LAKEWOOD-WARD-1-OCONTO","TOWN OF LAKEWOOD WARD 1 OCONTO","TOWN OF LAKEWOOD","OCONTO",192,33.2755632582322,20,577,3.46620450606586,365,63.2582322357019,239,7,570,324,41.9298245614035,56.8421052631579,1.2280701754386,-47,41,13,-8.65426130317127,6.41612697254401,2.23813433062726,0,0,"OCONTO","TOWN OF LAKEWOOD","TOWN OF LAKEWOOD WARD 1 OCONTO"
"2223","TOWN OF LAMARTINE FOND DU LAC","TOWN-OF-LAMARTINE-WARD-1-2-FOND-DU-LAC","TOWN OF LAMARTINE WARDS 1-2 FOND DU LAC","TOWN OF LAMARTINE","FOND DU LAC",243,23.8001958863859,56,1021,5.48481880509305,722,70.7149853085211,341,19,1048,688,32.5381679389313,65.6488549618321,1.81297709923664,-98,34,37,-8.7379720525454,5.06613034668901,3.67184170585641,0,0,"FOND DU LAC","TOWN OF LAMARTINE","TOWN OF LAMARTINE WARDS 1-2 FOND DU LAC"
"2224","TOWN OF LAMONT LAFAYETTE","TOWN-OF-LAMONT-WARD-1-2-LAFAYETTE","TOWN OF LAMONT WARDS 1-2 LAFAYETTE","TOWN OF LAMONT","LAFAYETTE",66,41.5094339622642,9,159,5.66037735849057,84,52.8301886792453,89,2,159,68,55.9748427672956,42.7672955974843,1.25786163522013,-23,16,7,-14.4654088050314,10.062893081761,4.40251572327044,0,1,"LAFAYETTE","TOWN OF LAMONT","TOWN OF LAMONT WARDS 1-2 LAFAYETTE"
"2225","TOWN OF LANARK PORTAGE","TOWN-OF-LANARK-WARD-1-2-PORTAGE","TOWN OF LANARK WARDS 1-2 PORTAGE","TOWN OF LANARK","PORTAGE",348,40,48,870,5.51724137931035,474,54.4827586206897,432,17,874,425,49.4279176201373,48.6270022883295,1.94508009153318,-84,49,31,-9.4279176201373,5.85575633236013,3.57216128777716,0,1,"PORTAGE","TOWN OF LANARK","TOWN OF LANARK WARDS 1-2 PORTAGE"
"2226","TOWN OF LAND O-LAKES VILAS","TOWN-OF-L-O-LAKES-WARD-1-VILAS","TOWN OF LAND O-LAKES WARD 1 VILAS","TOWN OF LAND O-LAKES","VILAS",184,31.5608919382504,32,583,5.48885077186964,367,62.9502572898799,229,3,589,357,38.8794567062818,60.6112054329372,0.509337860780985,-45,10,29,-7.31856476803141,2.33905185694275,4.97951291108865,0,0,"VILAS","TOWN OF LAND O-LAKES","TOWN OF LAND O-LAKES WARD 1 VILAS"
"2227","TOWN OF LANGLADE LANGLADE","TOWN-OF-LANGLADE-WARD-1-2-LANGLADE","TOWN OF LANGLADE WARD 1-2 LANGLADE","TOWN OF LANGLADE","LANGLADE",90,32.1428571428571,10,280,3.57142857142857,180,64.2857142857143,127,2,280,151,45.3571428571429,53.9285714285714,0.714285714285714,-37,29,8,-13.2142857142857,10.3571428571429,2.85714285714286,0,0,"LANGLADE","TOWN OF LANGLADE","TOWN OF LANGLADE WARD 1-2 LANGLADE"
"2228","TOWN OF LAONA FOREST","TOWN-OF-LAONA-WARD-1-3-FOREST","TOWN OF LAONA WARDS 1-3 FOREST","TOWN OF LAONA","FOREST",213,35.4409317803661,29,601,4.82529118136439,359,59.7337770382696,320,4,624,300,51.2820512820513,48.0769230769231,0.641025641025641,-107,59,25,-15.8411195016852,11.6568539613465,4.18426554033875,0,1,"FOREST","TOWN OF LAONA","TOWN OF LAONA WARDS 1-3 FOREST"
"2229","TOWN OF LARRABEE WAUPACA","TOWN-OF-LARRABEE-WARD-1-2-WAUPACA","TOWN OF LARRABEE WARDS 1-2 WAUPACA","TOWN OF LARRABEE","WAUPACA",188,27.893175074184,25,674,3.70919881305638,461,68.3976261127597,269,5,693,419,38.8167388167388,60.4617604617605,0.721500721500722,-81,42,20,-10.9235637425548,7.93586565099919,2.98769809155566,0,0,"WAUPACA","TOWN OF LARRABEE","TOWN OF LARRABEE WARDS 1-2 WAUPACA"
"2230","TOWN OF LAWRENCE RUSK","TOWN-OF-LAWRENCE-WARD-1-2-RUSK","TOWN OF LAWRENCE WARD 1-2 RUSK","TOWN OF LAWRENCE","RUSK",26,20.4724409448819,11,127,8.66141732283465,90,70.8661417322835,50,6,137,81,36.4963503649635,59.1240875912409,4.37956204379562,-24,9,5,-16.0239094200816,11.7420541410426,4.28185527903903,0,0,"RUSK","TOWN OF LAWRENCE","TOWN OF LAWRENCE WARD 1-2 RUSK"
"2231","TOWN OF LAWRENCE BROWN","TOWN-OF-LAWRENCE-WARD-1-3-BROWN","TOWN OF LAWRENCE WARDS 1-3 BROWN","TOWN OF LAWRENCE","BROWN",483,34.3039772727273,83,1408,5.89488636363636,842,59.8011363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"BROWN","TOWN OF LAWRENCE","TOWN OF LAWRENCE WARDS 1-3 BROWN"
"2232","TOWN OF LAWRENCE BROWN","TOWN-OF-LAWRENCE-WARD-4-6-BROWN","TOWN OF LAWRENCE WARDS 4-6 BROWN","TOWN OF LAWRENCE","BROWN",507,30.4504504504505,94,1665,5.64564564564565,1064,63.9039039039039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"BROWN","TOWN OF LAWRENCE","TOWN OF LAWRENCE WARDS 1-3 BROWN"
"2233","TOWN OF LEBANON DODGE","TOWN-OF-LEBANON-WARD-1-2-DODGE","TOWN OF LEBANON WARDS 1-2 DODGE","TOWN OF LEBANON","DODGE",225,24.4831338411317,33,919,3.59085963003264,661,71.9260065288357,306,6,982,670,31.1608961303462,68.2281059063136,0.610997963340122,-81,-9,27,-6.67776228921457,3.69790062252206,2.97986166669252,0,0,"DODGE","TOWN OF LEBANON","TOWN OF LEBANON WARDS 1-2 DODGE"
"2234","TOWN OF LEBANON WAUPACA","TOWN-OF-LEBANON-WARD-1-3-WAUPACA","TOWN OF LEBANON WARDS 1-3 WAUPACA","TOWN OF LEBANON","WAUPACA",279,31.2430011198208,44,893,4.92721164613662,570,63.8297872340426,394,9,867,464,45.444059976932,53.517877739331,1.03806228373702,-115,106,35,-14.2010588571111,10.3119094947115,3.88914936239959,0,0,"WAUPACA","TOWN OF LEBANON","TOWN OF LEBANON WARDS 1-3 WAUPACA"
"2235","TOWN OF LEDGEVIEW BROWN","TOWN-OF-LEDGEVIEW-WARD-1-3-8-10-BROWN","TOWN OF LEDGEVIEW WARDS 1-3,8-10 BROWN","TOWN OF LEDGEVIEW","BROWN",851,36.7126833477136,152,2318,6.55737704918033,1315,56.7299396031061,789,16,2127,1322,37.0944992947814,62.153267512929,0.75223319228961,62,-7,136,-0.381815947067828,-5.42332790982289,5.80514385689072,0,0,"BROWN","TOWN OF LEDGEVIEW","TOWN OF LEDGEVIEW WARDS 1-3,8-10 BROWN"
"2236","TOWN OF LEDGEVIEW BROWN","TOWN-OF-LEDGEVIEW-WARD-4-7-BROWN","TOWN OF LEDGEVIEW WARDS 4-7 BROWN","TOWN OF LEDGEVIEW","BROWN",729,36.1966236345581,131,2014,6.50446871896723,1154,57.2989076464747,699,12,1917,1206,36.4632237871675,62.9107981220657,0.625978090766823,30,-52,119,-0.266600152609357,-5.61189047559105,5.87849062820041,0,0,"BROWN","TOWN OF LEDGEVIEW","TOWN OF LEDGEVIEW WARDS 1-3,8-10 BROWN"
"2237","TOWN OF LEEDS COLUMBIA","TOWN-OF-LEEDS-WARD-1-2-COLUMBIA","TOWN OF LEEDS WARDS 1-2 COLUMBIA","TOWN OF LEEDS","COLUMBIA",195,40.9663865546218,42,476,8.82352941176471,239,50.2100840336134,259,8,511,244,50.6849315068493,47.7495107632094,1.56555772994129,-64,-5,34,-9.71854495222747,2.46057327040405,7.25797168182342,0,1,"COLUMBIA","TOWN OF LEEDS","TOWN OF LEEDS WARDS 1-2 COLUMBIA"
"2238","TOWN OF LEMONWEIR JUNEAU","TOWN-OF-LEMONWEIR-WARD-1-4-JUNEAU","TOWN OF LEMONWEIR WARDS 1-4 JUNEAU","TOWN OF LEMONWEIR","JUNEAU",285,36.6795366795367,19,777,2.44530244530245,473,60.8751608751609,448,7,790,335,56.7088607594937,42.4050632911392,0.886075949367089,-163,138,12,-20.029324079957,18.4700975840216,1.55922649593536,0,1,"JUNEAU","TOWN OF LEMONWEIR","TOWN OF LEMONWEIR WARDS 1-4 JUNEAU"
"2239","TOWN OF LENA OCONTO","TOWN-OF-LENA-WARD-1-OCONTO","TOWN OF LENA WARD 1 OCONTO","TOWN OF LENA","OCONTO",98,25.7894736842105,18,380,4.73684210526316,264,69.4736842105263,168,3,369,198,45.5284552845528,53.6585365853659,0.813008130081301,-70,66,15,-19.7389816003423,15.8151476251605,3.92383397518186,0,0,"OCONTO","TOWN OF LENA","TOWN OF LENA WARD 1 OCONTO"
"2240","TOWN OF LENROOT SAWYER","TOWN-OF-LENROOT-WARD-1-2-SAWYER","TOWN OF LENROOT WARDS 1-2 SAWYER","TOWN OF LENROOT","SAWYER",299,35.7228195937873,46,837,5.49581839904421,492,58.7813620071685,354,6,814,454,43.4889434889435,55.7739557739558,0.737100737100737,-55,38,40,-7.76612389515616,3.00740623321268,4.75871766194347,0,0,"SAWYER","TOWN OF LENROOT","TOWN OF LENROOT WARDS 1-2 SAWYER"
"2241","TOWN OF LEOLA ADAMS","TOWN-OF-LEOLA-WARD-1-ADAMS","TOWN OF LEOLA WARD 1 ADAMS","TOWN OF LEOLA","ADAMS",18,13.1386861313869,3,137,2.18978102189781,116,84.6715328467153,50,2,154,102,32.4675324675325,66.2337662337662,1.2987012987013,-32,14,1,-19.3288463361456,18.4377666129491,0.891079723196512,0,0,"ADAMS","TOWN OF LEOLA","TOWN OF LEOLA WARD 1 ADAMS"
"2242","TOWN OF LEON WAUSHARA","TOWN-OF-LEON-WARD-1-3-WAUSHARA","TOWN OF LEON WARD 1-3 WAUSHARA","TOWN OF LEON","WAUSHARA",239,28.4862932061979,42,839,5.00595947556615,558,66.507747318236,381,11,858,466,44.4055944055944,54.3123543123543,1.28205128205128,-142,92,31,-15.9193011993966,12.1953930058817,3.72390819351487,0,0,"WAUSHARA","TOWN OF LEON","TOWN OF LEON WARD 1-3 WAUSHARA"
"2243","TOWN OF LEON MONROE","TOWN-OF-LEON-WARD-1-2-MONROE","TOWN OF LEON WARDS 1-2 MONROE","TOWN OF LEON","MONROE",176,29.7297297297297,32,592,5.40540540540541,384,64.8648648648649,243,4,589,342,41.2563667232598,58.0645161290323,0.67911714770798,-67,42,28,-11.52663699353,6.80034873583261,4.72628825769743,0,0,"MONROE","TOWN OF LEON","TOWN OF LEON WARDS 1-2 MONROE"
