"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"2237","TOWN OF LEEDS COLUMBIA","TOWN-OF-LEEDS-WARD-1-2-COLUMBIA","TOWN OF LEEDS WARDS 1-2 COLUMBIA","TOWN OF LEEDS","COLUMBIA",195,40.9663865546218,42,476,8.82352941176471,239,50.2100840336134,266,7,485,212,54.8453608247423,43.7113402061856,1.44329896907216,-71,27,35,-13.8789742701204,6.49874382742787,7.38023044269254,0,1,"COLUMBIA","TOWN OF LEEDS","TOWN OF LEEDS WARDS 1-2 COLUMBIA"
"2238","TOWN OF LEMONWEIR JUNEAU","TOWN-OF-LEMONWEIR-WARD-1-4-JUNEAU","TOWN OF LEMONWEIR WARDS 1-4 JUNEAU","TOWN OF LEMONWEIR","JUNEAU",285,36.6795366795367,19,777,2.44530244530245,473,60.8751608751609,465,10,770,295,60.3896103896104,38.3116883116883,1.2987012987013,-180,178,9,-23.7100737100737,22.5634725634726,1.14660114660115,0,1,"JUNEAU","TOWN OF LEMONWEIR","TOWN OF LEMONWEIR WARDS 1-4 JUNEAU"
"2239","TOWN OF LENA OCONTO","TOWN-OF-LENA-WARD-1-OCONTO","TOWN OF LENA WARD 1 OCONTO","TOWN OF LENA","OCONTO",98,25.7894736842105,18,380,4.73684210526316,264,69.4736842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OCONTO","TOWN OF LENA","TOWN OF LENA WARD 1 OCONTO"
"2240","TOWN OF LENROOT SAWYER","TOWN-OF-LENROOT-WARD-1-2-SAWYER","TOWN OF LENROOT WARDS 1-2 SAWYER","TOWN OF LENROOT","SAWYER",299,35.7228195937873,46,837,5.49581839904421,492,58.7813620071685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SAWYER","TOWN OF LENROOT","TOWN OF LENROOT WARDS 1-2 SAWYER"
"2241","TOWN OF LEOLA ADAMS","TOWN-OF-LEOLA-WARD-1-ADAMS","TOWN OF LEOLA WARD 1 ADAMS","TOWN OF LEOLA","ADAMS",18,13.1386861313869,3,137,2.18978102189781,116,84.6715328467153,51,5,151,95,33.7748344370861,62.9139072847682,3.3112582781457,-33,21,-2,-20.6361483056992,21.7576255619471,-1.12147725624789,0,0,"ADAMS","TOWN OF LEOLA","TOWN OF LEOLA WARD 1 ADAMS"
"2242","TOWN OF LEON WAUSHARA","TOWN-OF-LEON-WARD-1-3-WAUSHARA","TOWN OF LEON WARD 1-3 WAUSHARA","TOWN OF LEON","WAUSHARA",239,28.4862932061979,42,839,5.00595947556615,558,66.507747318236,380,11,801,410,47.4406991260924,51.1860174781523,1.37328339575531,-141,148,31,-18.9544059198945,15.3217298400837,3.63267607981085,0,0,"WAUSHARA","TOWN OF LEON","TOWN OF LEON WARD 1-3 WAUSHARA"
"2243","TOWN OF LEON MONROE","TOWN-OF-LEON-WARD-1-2-MONROE","TOWN OF LEON WARDS 1-2 MONROE","TOWN OF LEON","MONROE",176,29.7297297297297,32,592,5.40540540540541,384,64.8648648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MONROE","TOWN OF LEON","TOWN OF LEON WARDS 1-2 MONROE"
"2244","TOWN OF LEROY DODGE","TOWN-OF-LEROY-WARD-1-2-DODGE","TOWN OF LEROY WARDS 1-2 DODGE","TOWN OF LEROY","DODGE",112,21.4971209213052,22,521,4.22264875239923,387,74.2802303262956,187,5,526,334,35.5513307984791,63.4980988593156,0.950570342205323,-75,53,17,-14.0542098771739,10.78213146698,3.27207841019391,0,0,"DODGE","TOWN OF LEROY","TOWN OF LEROY WARDS 1-2 DODGE"
"2245","TOWN OF LESSOR SHAWANO","TOWN-OF-LESSOR-WARD-1-2-SHAWANO","TOWN OF LESSOR WARDS 1-2 SHAWANO","TOWN OF LESSOR","SHAWANO",141,21.3960546282246,28,659,4.24886191198786,490,74.3550834597876,306,8,618,304,49.5145631067961,49.1909385113269,1.29449838187702,-165,186,20,-28.1185084785715,25.1641449484607,2.95436353011084,0,1,"SHAWANO","TOWN OF LESSOR","TOWN OF LESSOR WARDS 1-2 SHAWANO"
"2246","TOWN OF LEVIS CLARK","TOWN-OF-LEVIS-WARD-1-2-CLARK","TOWN OF LEVIS WARDS 1-2 CLARK","TOWN OF LEVIS","CLARK",61,26.8722466960352,10,227,4.40528634361234,156,68.7224669603524,92,5,229,132,40.174672489083,57.6419213973799,2.18340611353712,-31,24,5,-13.3024257930477,11.0805455629725,2.22188023007522,0,0,"CLARK","TOWN OF LEVIS","TOWN OF LEVIS WARDS 1-2 CLARK"
"2247","TOWN OF LEWISTON COLUMBIA","TOWN-OF-LEWISTON-WARD-1-2-COLUMBIA","TOWN OF LEWISTON WARDS 1-2 COLUMBIA","TOWN OF LEWISTON","COLUMBIA",305,44.4606413994169,38,686,5.53935860058309,343,50,346,10,668,312,51.7964071856287,46.7065868263473,1.49700598802395,-41,31,28,-7.33576578621183,3.2934131736527,4.04235261255914,0,1,"COLUMBIA","TOWN OF LEWISTON","TOWN OF LEWISTON WARDS 1-2 COLUMBIA"
"2248","TOWN OF LIBERTY GROVE DOOR","TOWN-OF-LIBERTY-GROVE-WARD-1-3-DOOR","TOWN OF LIBERTY GROVE WARDS 1-3 DOOR","TOWN OF LIBERTY GROVE","DOOR",733,52.1337126600285,91,1406,6.47226173541963,582,41.3940256045519,862,27,1444,555,59.6952908587258,38.4349030470914,1.86980609418283,-129,27,64,-7.5615781986973,2.95912255746051,4.6024556412368,1,1,"DOOR","TOWN OF LIBERTY GROVE","TOWN OF LIBERTY GROVE WARDS 1-3 DOOR"
"2249","TOWN OF LIBERTY GRANT","TOWN-OF-LIBERTY-WARD-1-GRANT","TOWN OF LIBERTY WARD 1 GRANT","TOWN OF LIBERTY","GRANT",72,30.7692307692308,17,234,7.26495726495727,145,61.965811965812,101,6,228,121,44.2982456140351,53.0701754385965,2.63157894736842,-29,24,11,-13.5290148448043,8.89563652721547,4.63337831758884,0,0,"GRANT","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1 GRANT"
"2250","TOWN OF LIBERTY OUTAGAMIE","TOWN-OF-LIBERTY-WARD-1-OUTAGAMIE","TOWN OF LIBERTY WARD 1 OUTAGAMIE","TOWN OF LIBERTY","OUTAGAMIE",131,25.5360623781676,17,513,3.31384015594542,365,71.1500974658869,200,13,458,245,43.6681222707424,53.4934497816594,2.83842794759825,-69,120,4,-18.1320598925747,17.6566476842276,0.475412208347166,0,0,"OUTAGAMIE","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1 OUTAGAMIE"
"2251","TOWN OF LIBERTY VERNON","TOWN-OF-LIBERTY-WARD-1-VERNON","TOWN OF LIBERTY WARD 1 VERNON","TOWN OF LIBERTY","VERNON",86,50,15,172,8.72093023255814,71,41.2790697674419,76,4,135,55,56.2962962962963,40.7407407407407,2.96296296296296,10,16,11,-6.2962962962963,0.53832902670112,5.75796726959518,1,1,"VERNON","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1 VERNON"
"2252","TOWN OF LIBERTY MANITOWOC","TOWN-OF-LIBERTY-WARD-1-2-MANITOWOC","TOWN OF LIBERTY WARDS 1-2 MANITOWOC","TOWN OF LIBERTY","MANITOWOC",180,24.5566166439291,41,733,5.59345156889495,512,69.849931787176,276,8,736,452,37.5,61.4130434782609,1.08695652173913,-96,60,33,-12.9433833560709,8.43688830891512,4.50649504715582,0,0,"MANITOWOC","TOWN OF LIBERTY","TOWN OF LIBERTY WARDS 1-2 MANITOWOC"
"2253","TOWN OF LIMA GRANT","TOWN-OF-LIMA-WARD-1-GRANT","TOWN OF LIMA WARD 1 GRANT","TOWN OF LIMA","GRANT",138,39.6551724137931,25,348,7.18390804597701,185,53.1609195402299,218,12,358,128,60.8938547486033,35.7541899441341,3.35195530726257,-80,57,13,-21.2386823348102,17.4067295960958,3.83195273871444,0,1,"GRANT","TOWN OF LIMA","TOWN OF LIMA WARD 1 GRANT"
"2254","TOWN OF LIMA PEPIN","TOWN-OF-LIMA-WARD-1-2-PEPIN","TOWN OF LIMA WARDS 1-2 PEPIN","TOWN OF LIMA","PEPIN",98,31.2101910828025,16,314,5.09554140127389,200,63.6942675159236,168,8,311,135,54.0192926045016,43.4083601286174,2.57234726688103,-70,65,8,-22.8091015216991,20.2859073873062,2.52319413439286,0,1,"PEPIN","TOWN OF LIMA","TOWN OF LIMA WARDS 1-2 PEPIN"
"2255","TOWN OF LIMA ROCK","TOWN-OF-LIMA-WARD-1-2-ROCK","TOWN OF LIMA WARDS 1-2 ROCK","TOWN OF LIMA","ROCK",252,40.32,48,625,7.68,325,52,341,8,603,254,56.5505804311774,42.12271973466,1.32669983416252,-89,71,40,-16.2305804311774,9.87728026533996,6.35330016583748,0,1,"ROCK","TOWN OF LIMA","TOWN OF LIMA WARDS 1-2 ROCK"
"2256","TOWN OF LIMA SHEBOYGAN","TOWN-OF-LIMA-WARD-1-4-SHEBOYGAN","TOWN OF LIMA WARDS 1-4 SHEBOYGAN","TOWN OF LIMA","SHEBOYGAN",412,23.5294117647059,116,1751,6.62478583666476,1223,69.8458023986294,534,26,1760,1200,30.3409090909091,68.1818181818182,1.47727272727273,-122,23,90,-6.81149732620321,1.66398421681119,5.14751310939204,0,0,"SHEBOYGAN","TOWN OF LIMA","TOWN OF LIMA WARDS 1-4 SHEBOYGAN"
"2257","TOWN OF LINCOLN POLK","TOWN-OF-LINCOLN-WARD-1-4-POLK","TOWN OF LINCOLN WARD 1-4 POLK","TOWN OF LINCOLN","POLK",395,31.6,65,1250,5.2,790,63.2,571,21,1262,670,45.2456418383518,53.0903328050713,1.66402535657686,-176,120,44,-13.6456418383518,10.1096671949287,3.53597464342314,0,0,"POLK","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1-4 POLK"
"2258","TOWN OF LINCOLN ADAMS","TOWN-OF-LINCOLN-WARD-1-ADAMS","TOWN OF LINCOLN WARD 1 ADAMS","TOWN OF LINCOLN","ADAMS",76,42.2222222222222,6,180,3.33333333333333,98,54.4444444444444,86,5,164,73,52.4390243902439,44.5121951219512,3.04878048780488,-10,25,1,-10.2168021680217,9.93224932249322,0.284552845528455,0,1,"ADAMS","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 ADAMS"
"2259","TOWN OF LINCOLN BAYFIELD","TOWN-OF-LINCOLN-WARD-1-BAYFIELD","TOWN OF LINCOLN WARD 1 BAYFIELD","TOWN OF LINCOLN","BAYFIELD",65,35.7142857142857,14,182,7.69230769230769,103,56.5934065934066,110,4,180,66,61.1111111111111,36.6666666666667,2.22222222222222,-45,37,10,-25.3968253968254,19.9267399267399,5.47008547008547,0,1,"BAYFIELD","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 BAYFIELD"
"2260","TOWN OF LINCOLN BUFFALO","TOWN-OF-LINCOLN-WARD-1-BUFFALO","TOWN OF LINCOLN WARD 1 BUFFALO","TOWN OF LINCOLN","BUFFALO",40,32.258064516129,6,124,4.83870967741935,78,62.9032258064516,60,1,117,56,51.2820512820513,47.8632478632479,0.854700854700855,-20,22,5,-19.0239867659222,15.0399779432038,3.9840088227185,0,1,"BUFFALO","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 BUFFALO"
"2261","TOWN OF LINCOLN BURNETT","TOWN-OF-LINCOLN-WARD-1-BURNETT","TOWN OF LINCOLN WARD 1 BURNETT","TOWN OF LINCOLN","BURNETT",45,26.1627906976744,4,172,2.32558139534884,123,71.5116279069768,80,3,157,74,50.9554140127389,47.1337579617834,1.91082802547771,-35,49,1,-24.7926233150644,24.3778699451933,0.41475336987113,0,1,"BURNETT","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 BURNETT"
"2262","TOWN OF LINCOLN KEWAUNEE","TOWN-OF-LINCOLN-WARD-1-KEWAUNEE","TOWN OF LINCOLN WARD 1 KEWAUNEE","TOWN OF LINCOLN","KEWAUNEE",142,29.5218295218295,23,481,4.78170478170478,316,65.6964656964657,278,9,470,183,59.1489361702128,38.936170212766,1.91489361702128,-136,133,14,-29.6271066483832,26.7602954836997,2.86681116468351,0,1,"KEWAUNEE","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 KEWAUNEE"
"2263","TOWN OF LINCOLN MONROE","TOWN-OF-LINCOLN-WARD-1-MONROE","TOWN OF LINCOLN WARD 1 MONROE","TOWN OF LINCOLN","MONROE",94,21.5102974828375,24,437,5.49199084668192,319,72.9977116704805,146,4,406,256,35.9605911330049,63.0541871921182,0.985221674876847,-52,63,20,-14.4502936501674,9.94352447836231,4.50676917180508,0,0,"MONROE","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 MONROE"
"2264","TOWN OF LINCOLN EAU CLAIRE","TOWN-OF-LINCOLN-WARD-1-2-EAU-CLAIRE","TOWN OF LINCOLN WARDS 1-2 EAU CLAIRE","TOWN OF LINCOLN","EAU CLAIRE",214,36.5811965811966,31,585,5.2991452991453,340,58.1196581196581,302,7,583,274,51.8010291595197,46.9982847341338,1.20068610634648,-88,66,24,-15.2198325783231,11.1213733855243,4.09845919279882,0,1,"EAU CLAIRE","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-2 EAU CLAIRE"
"2265","TOWN OF LINCOLN TREMPEALEAU","TOWN-OF-LINCOLN-WARD-1-2-TREMPEALEAU","TOWN OF LINCOLN WARDS 1-2 TREMPEALEAU","TOWN OF LINCOLN","TREMPEALEAU",140,43.343653250774,20,323,6.19195046439629,163,50.4643962848297,216,5,326,105,66.2576687116564,32.2085889570552,1.53374233128834,-76,58,15,-22.9140154608824,18.2558073277745,4.65820813310794,0,1,"TREMPEALEAU","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-2 TREMPEALEAU"
"2266","TOWN OF LINCOLN WOOD","TOWN-OF-LINCOLN-WARD-1-2-WOOD","TOWN OF LINCOLN WARDS 1-2 WOOD","TOWN OF LINCOLN","WOOD",318,33.5797254487856,40,947,4.22386483632524,589,62.1964097148891,461,9,909,439,50.7150715071507,48.2948294829483,0.99009900990099,-143,150,31,-17.1353460583651,13.9015802319408,3.23376582642425,0,1,"WOOD","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-2 WOOD"
"2267","TOWN OF LINCOLN FOREST","TOWN-OF-LINCOLN-WARD-1-3-FOREST","TOWN OF LINCOLN WARDS 1-3 FOREST","TOWN OF LINCOLN","FOREST",206,40.4715127701375,11,509,2.16110019646365,292,57.3673870333988,286,2,485,197,58.9690721649485,40.6185567010309,0.412371134020619,-80,95,9,-18.4975593948109,16.7488303323679,1.74872906244304,0,1,"FOREST","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-3 FOREST"
"2268","TOWN OF LINCOLN VILAS","TOWN-OF-LINCOLN-WARD-1-5-VILAS","TOWN OF LINCOLN WARDS 1-5 VILAS","TOWN OF LINCOLN","VILAS",484,30.1182327317984,97,1607,6.0360920970753,1026,63.8456751711263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"VILAS","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-5 VILAS"
"2269","TOWN OF LIND WAUPACA","TOWN-OF-LIND-WARD-1-3-WAUPACA","TOWN OF LIND WARDS 1-3 WAUPACA","TOWN OF LIND","WAUPACA",222,27.1062271062271,55,819,6.71550671550672,542,66.1782661782662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUPACA","TOWN OF LIND","TOWN OF LIND WARDS 1-3 WAUPACA"
"2270","TOWN OF LINDEN IOWA","TOWN-OF-LINDEN-WARD-1-3-IOWA","TOWN OF LINDEN WARD 1-3 IOWA","TOWN OF LINDEN","IOWA",157,41.2073490813648,17,381,4.46194225721785,207,54.3307086614173,224,2,391,165,57.2890025575448,42.1994884910486,0.51150895140665,-67,42,15,-16.0816534761799,12.1312201703687,3.9504333058112,0,1,"IOWA","TOWN OF LINDEN","TOWN OF LINDEN WARD 1-3 IOWA"
"2271","TOWN OF LINDINA JUNEAU","TOWN-OF-LINDINA-WARD-1-JUNEAU","TOWN OF LINDINA WARD 1 JUNEAU","TOWN OF LINDINA","JUNEAU",164,40.8977556109726,23,401,5.7356608478803,214,53.3665835411471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"JUNEAU","TOWN OF LINDINA","TOWN OF LINDINA WARD 1 JUNEAU"
"2272","TOWN OF LINN WALWORTH","TOWN-OF-LINN-WARD-5-WALWORTH","TOWN OF LINN WARD 5 WALWORTH","TOWN OF LINN","WALWORTH",90,36.5853658536585,23,246,9.34959349593496,133,54.0650406504065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WALWORTH","TOWN OF LINN","TOWN OF LINN WARDS 1-4,6 WALWORTH"
"2273","TOWN OF LINN WALWORTH","TOWN-OF-LINN-WARD-1-4-6-WALWORTH","TOWN OF LINN WARDS 1-4,6 WALWORTH","TOWN OF LINN","WALWORTH",348,32.3119777158774,69,1077,6.4066852367688,660,61.2813370473538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WALWORTH","TOWN OF LINN","TOWN OF LINN WARDS 1-4,6 WALWORTH"
"2274","TOWN OF LINWOOD PORTAGE","TOWN-OF-LINWOOD-WARD-1-2-PORTAGE","TOWN OF LINWOOD WARDS 1-2 PORTAGE","TOWN OF LINWOOD","PORTAGE",271,40.50822122571,25,669,3.73692077727952,373,55.7548579970105,432,13,668,223,64.6706586826347,33.3832335329341,1.94610778443114,-161,150,12,-24.1624374569247,22.3716244640763,1.79081299284838,0,1,"PORTAGE","TOWN OF LINWOOD","TOWN OF LINWOOD WARDS 1-2 PORTAGE"
"2275","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-2-WAUKESHA","TOWN OF LISBON WARD 2 WAUKESHA","TOWN OF LISBON","WAUKESHA",396,28.5714285714286,86,1386,6.20490620490621,904,65.2236652236652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2276","TOWN OF LISBON JUNEAU","TOWN-OF-LISBON-WARD-3-JUNEAU","TOWN OF LISBON WARD 3 JUNEAU","TOWN OF LISBON","JUNEAU",1,16.6666666666667,0,6,0,5,83.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"JUNEAU","TOWN OF LISBON","TOWN OF LISBON WARDS 1-2 JUNEAU"
"2277","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-3-WAUKESHA","TOWN OF LISBON WARD 3 WAUKESHA","TOWN OF LISBON","WAUKESHA",193,26.7683772538141,36,721,4.99306518723994,492,68.2385575589459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2278","TOWN OF LISBON JUNEAU","TOWN-OF-LISBON-WARD-1-2-JUNEAU","TOWN OF LISBON WARDS 1-2 JUNEAU","TOWN OF LISBON","JUNEAU",165,34.1614906832298,19,483,3.93374741200828,299,61.9047619047619,237,10,443,196,53.4988713318284,44.2437923250564,2.25733634311512,-72,103,9,-19.3373806485986,17.6609695797055,1.67641106889316,0,1,"JUNEAU","TOWN OF LISBON","TOWN OF LISBON WARDS 1-2 JUNEAU"
"2279","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-1-6-WAUKESHA","TOWN OF LISBON WARDS 1,6 WAUKESHA","TOWN OF LISBON","WAUKESHA",540,25.0812819321876,131,2153,6.08453320947515,1482,68.8341848583372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2280","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-4-5-WAUKESHA","TOWN OF LISBON WARDS 4-5 WAUKESHA","TOWN OF LISBON","WAUKESHA",626,27.4200613228208,157,2283,6.87691633815156,1500,65.7030223390276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2281","TOWN OF LITTLE BLACK TAYLOR","TOWN-OF-LITTLE-BLACK-WARD-1-2-TAYLOR","TOWN OF LITTLE BLACK WARD 1-2 TAYLOR","TOWN OF LITTLE BLACK","TAYLOR",142,25.7246376811594,28,552,5.07246376811594,382,69.2028985507246,290,15,553,248,52.4412296564195,44.8462929475588,2.7124773960217,-148,134,13,-26.7165919752601,24.3566056031659,2.35998637209424,0,1,"TAYLOR","TOWN OF LITTLE BLACK","TOWN OF LITTLE BLACK WARD 1-2 TAYLOR"
"2282","TOWN OF LITTLE FALLS MONROE","TOWN-OF-LITTLE-FALLS-WARD-1-2-MONROE","TOWN OF LITTLE FALLS WARDS 1-2 MONROE","TOWN OF LITTLE FALLS","MONROE",214,30.5714285714286,50,700,7.14285714285714,436,62.2857142857143,363,10,667,294,54.4227886056971,44.0779610194903,1.49925037481259,-149,142,40,-23.8513600342686,18.207753266224,5.64360676804455,0,1,"MONROE","TOWN OF LITTLE FALLS","TOWN OF LITTLE FALLS WARDS 1-2 MONROE"
"2283","TOWN OF LITTLE GRANT GRANT","TOWN-OF-LITTLE-GRANT-WARD-1-GRANT","TOWN OF LITTLE GRANT WARD 1 GRANT","TOWN OF LITTLE GRANT","GRANT",46,32.6241134751773,5,141,3.54609929078014,90,63.8297872340426,71,4,125,50,56.8,40,3.2,-25,40,1,-24.1758865248227,23.8297872340426,0.346099290780142,0,1,"GRANT","TOWN OF LITTLE GRANT","TOWN OF LITTLE GRANT WARD 1 GRANT"
"2284","TOWN OF LITTLE RICE ONEIDA","TOWN-OF-LITTLE-RICE-WARD-1-ONEIDA","TOWN OF LITTLE RICE WARD 1 ONEIDA","TOWN OF LITTLE RICE","ONEIDA",58,26.1261261261261,5,222,2.25225225225225,159,71.6216216216216,106,6,218,106,48.6238532110092,48.6238532110092,2.75229357798165,-48,53,-1,-22.4977270848831,22.9977684106125,-0.500041325729399,0,0,"ONEIDA","TOWN OF LITTLE RICE","TOWN OF LITTLE RICE WARD 1 ONEIDA"
"2285","TOWN OF LITTLE RIVER OCONTO","TOWN-OF-LITTLE-RIVER-WARD-1-2-OCONTO","TOWN OF LITTLE RIVER WARD 1-2 OCONTO","TOWN OF LITTLE RIVER","OCONTO",154,27.5491949910555,26,559,4.65116279069767,379,67.7996422182469,326,4,551,221,59.1651542649728,40.1088929219601,0.725952813067151,-172,158,22,-31.6159592739173,27.6907492962868,3.92520997763052,0,1,"OCONTO","TOWN OF LITTLE RIVER","TOWN OF LITTLE RIVER WARD 1-2 OCONTO"
"2286","TOWN OF LITTLE SUAMICO OCONTO","TOWN-OF-LITTLE-SUAMICO-WARD-1-8-OCONTO","TOWN OF LITTLE SUAMICO WARD 1-8 OCONTO","TOWN OF LITTLE SUAMICO","OCONTO",774,27.2919605077574,140,2836,4.93653032440056,1922,67.771509167842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OCONTO","TOWN OF LITTLE SUAMICO","TOWN OF LITTLE SUAMICO WARD 1-8 OCONTO"
"2287","TOWN OF LITTLE WOLF WAUPACA","TOWN-OF-LITTLE-WOLF-WARD-1-3-WAUPACA","TOWN OF LITTLE WOLF WARDS 1-3 WAUPACA","TOWN OF LITTLE WOLF","WAUPACA",153,20.9016393442623,28,732,3.82513661202186,551,75.2732240437158,294,4,693,395,42.4242424242424,56.998556998557,0.577200577200577,-141,156,24,-21.5226030799801,18.2746670451588,3.24793603482128,0,0,"WAUPACA","TOWN OF LITTLE WOLF","TOWN OF LITTLE WOLF WARDS 1-3 WAUPACA"
"2288","TOWN OF LODI COLUMBIA","TOWN-OF-LODI-WARD-1-5-COLUMBIA","TOWN OF LODI WARDS 1-5 COLUMBIA","TOWN OF LODI","COLUMBIA",905,45.25,134,2000,6.7,961,48.05,1020,32,1862,810,54.7798066595059,43.5016111707841,1.71858216970999,-115,151,102,-9.5298066595059,4.5483888292159,4.98141783029001,0,1,"COLUMBIA","TOWN OF LODI","TOWN OF LODI WARDS 1-5 COLUMBIA"
"2289","TOWN OF LOMIRA DODGE","TOWN-OF-LOMIRA-WARD-1-2-DODGE","TOWN OF LOMIRA WARD 1-2 DODGE","TOWN OF LOMIRA","DODGE",117,18.0834621329212,37,647,5.71870170015456,493,76.1978361669243,182,9,619,428,29.4022617124394,69.1437802907916,1.45395799676898,-65,65,28,-11.3187995795182,7.05405587613268,4.26474370338558,0,0,"DODGE","TOWN OF LOMIRA","TOWN OF LOMIRA WARD 1-2 DODGE"
"2290","TOWN OF LOMIRA DODGE","TOWN-OF-LOMIRA-WARD-3-DODGE","TOWN OF LOMIRA WARD 3 DODGE","TOWN OF LOMIRA","DODGE",1,100,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DODGE","TOWN OF LOMIRA","TOWN OF LOMIRA WARD 1-2 DODGE"
"2291","TOWN OF LONG LAKE FLORENCE","TOWN-OF-LONG-LAKE-WARD-1-FLORENCE","TOWN OF LONG LAKE WARD 1 FLORENCE","TOWN OF LONG LAKE","FLORENCE",29,26.3636363636364,5,110,4.54545454545455,76,69.0909090909091,41,3,121,77,33.8842975206612,63.6363636363636,2.47933884297521,-12,-1,2,-7.5206611570248,5.45454545454546,2.06611570247934,0,0,"FLORENCE","TOWN OF LONG LAKE","TOWN OF LONG LAKE WARD 1 FLORENCE"
"2292","TOWN OF LONG LAKE WASHBURN","TOWN-OF-LONG-LAKE-WARD-1-WASHBURN","TOWN OF LONG LAKE WARD 1 WASHBURN","TOWN OF LONG LAKE","WASHBURN",155,38.4615384615385,22,403,5.4590570719603,226,56.0794044665012,249,6,438,183,56.8493150684932,41.7808219178082,1.36986301369863,-94,43,16,-18.3877766069547,14.298582548693,4.08919405826167,0,1,"WASHBURN","TOWN OF LONG LAKE","TOWN OF LONG LAKE WARD 1 WASHBURN"
"2293","TOWN OF LONGWOOD CLARK","TOWN-OF-LONGWOOD-WARD-1-2-CLARK","TOWN OF LONGWOOD WARDS 1-2 CLARK","TOWN OF LONGWOOD","CLARK",68,29.8245614035088,19,228,8.33333333333333,141,61.8421052631579,125,8,240,107,52.0833333333333,44.5833333333333,3.33333333333333,-57,34,11,-22.2587719298246,17.2587719298246,5,0,1,"CLARK","TOWN OF LONGWOOD","TOWN OF LONGWOOD WARDS 1-2 CLARK"
"2294","TOWN OF LORAIN POLK","TOWN-OF-LORAIN-WARD-1-POLK","TOWN OF LORAIN WARD 1 POLK","TOWN OF LORAIN","POLK",44,27.1604938271605,13,162,8.02469135802469,105,64.8148148148148,71,5,154,78,46.1038961038961,50.6493506493506,3.24675324675325,-27,27,8,-18.9434022767356,14.1654641654642,4.77793811127145,0,0,"POLK","TOWN OF LORAIN","TOWN OF LORAIN WARD 1 POLK"
