"","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality","county","hand","os.use","tch.use","bmd.use"
"823","TOWN OF LEOLA ADAMS",18,13.1386861313869,3,137,2.18978102189781,171,116,84.6715328467153,50,2,154,102,90.0584795321637,32.4675324675325,66.2337662337662,1.2987012987013,-32,14,1,-19.3288463361456,18.4377666129491,0.891079723196512,80.1169590643275,-9.94152046783626,0,0,"ADAMS","TOWN OF LEOLA","TOWN OF LEOLA WARD 1",0,NA,NA,NA,"TOWN OF LEOLA ADAMS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5500143425",1,159,"Wisconsin","Adams Town","Leola","Hand Counted Paper Ballots","Yes","Town","TOWN OF LEOLA","ADAMS",1,0,0,1
"824","TOWN OF LEON MONROE",176,29.7297297297297,32,592,5.40540540540541,678,384,64.8648648648649,243,4,589,342,86.8731563421829,41.2563667232598,58.0645161290323,0.67911714770798,-67,42,28,-11.52663699353,6.80034873583261,4.72628825769743,87.3156342182891,0.442477876106196,0,0,"MONROE","TOWN OF LEON","TOWN OF LEON WARDS 1-2",0,NA,NA,NA,"TOWN OF LEON MONROE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5508143475",1,675,"Wisconsin","Monroe Town","Leon","Hand Counted Paper Ballots","Yes","Town","TOWN OF LEON","MONROE",1,0,1,0
"825","TOWN OF LEON WAUSHARA",239,28.4862932061979,42,839,5.00595947556615,1013,558,66.507747318236,381,11,858,466,84.6989141164857,44.4055944055944,54.3123543123543,1.28205128205128,-142,92,31,-15.9193011993966,12.1953930058817,3.72390819351487,82.8232971372162,-1.87561697926951,0,0,"WAUSHARA","TOWN OF LEON","TOWN OF LEON WARD 1-3",0,NA,NA,NA,"TOWN OF LEON WAUSHARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5513743500",1,945,"Wisconsin","Waushara Town","Leon","DRE-Touchscreen","Yes","Town","TOWN OF LEON","WAUSHARA",1,0,1,0
"826","TOWN OF LEROY DODGE",112,21.4971209213052,22,521,4.22264875239923,636,387,74.2802303262956,158,2,542,382,85.2201257861635,29.1512915129151,70.479704797048,0.3690036900369,-46,5,20,-7.65417059160995,3.80052552924761,3.85364506236233,81.9182389937107,-3.30188679245283,0,0,"DODGE","TOWN OF LEROY","TOWN OF LEROY WARDS 1-2",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","TOWN OF LEROY DODGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5502743650",1,603,"Wisconsin","Dodge Town","Leroy","DRE-Touchscreen","Yes","Town","TOWN OF LEROY","DODGE",0,1,1,0
"827","TOWN OF LESSOR SHAWANO",141,21.3960546282246,28,659,4.24886191198786,726,490,74.3550834597876,231,13,637,393,87.7410468319559,36.2637362637363,61.6954474097331,2.04081632653061,-90,97,15,-14.8676816355117,12.6596360500544,2.20804558545725,90.771349862259,3.03030303030303,0,0,"SHAWANO","TOWN OF LESSOR","TOWN OF LESSOR WARDS 1-2",0,NA,NA,NA,"TOWN OF LESSOR SHAWANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5511543675",1,731,"Wisconsin","Shawano Town","Lessor","Hand Counted Paper Ballots","Yes","Town","TOWN OF LESSOR","SHAWANO",1,0,1,0
"828","TOWN OF LEVIS CLARK",61,26.8722466960352,10,227,4.40528634361234,290,156,68.7224669603524,109,2,243,132,83.7931034482759,44.8559670781893,54.320987654321,0.823045267489712,-48,24,8,-17.9837203821541,14.4014793060314,3.58224107612262,78.2758620689655,-5.51724137931033,0,0,"CLARK","TOWN OF LEVIS","TOWN OF LEVIS WARDS 1-2",0,NA,NA,NA,"TOWN OF LEVIS CLARK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"5501943700",1,291,"Wisconsin","Clark Town","Levis","DRE-Touchscreen","Yes","Town","TOWN OF LEVIS","CLARK",1,0,1,0
"829","TOWN OF LEWISTON COLUMBIA",305,44.4606413994169,38,686,5.53935860058309,745,343,50,379,2,688,307,92.3489932885906,55.0872093023256,44.6220930232558,0.290697674418605,-74,36,36,-10.6265679029087,5.37790697674419,5.24866092616449,92.0805369127517,-0.268456375838923,0,1,"COLUMBIA","TOWN OF LEWISTON","TOWN OF LEWISTON WARDS 1-2",1,"ES&S","ES&S M100","ES&S Automark","TOWN OF LEWISTON COLUMBIA",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502143775",1,755,"Wisconsin","Columbia Town","Lewiston","Ballot Marking Device or System","Yes","Town","TOWN OF LEWISTON","COLUMBIA",0,1,0,1
"830","TOWN OF LIBERTY GRANT",72,30.7692307692308,17,234,7.26495726495727,295,145,61.965811965812,119,2,258,137,87.4576271186441,46.1240310077519,53.1007751937985,0.775193798449612,-47,8,15,-15.3548002385212,8.86503677201351,6.48976346650765,79.3220338983051,-8.13559322033898,0,0,"GRANT","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1",0,NA,NA,NA,"TOWN OF LIBERTY GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504343825",1,295,"Wisconsin","Grant Town","Liberty","Hand Counted Paper Ballots","Yes","Town","TOWN OF LIBERTY","GRANT",1,0,1,0
"831","TOWN OF LIBERTY GROVE DOOR",733,52.1337126600285,91,1406,6.47226173541963,1642,582,41.3940256045519,807,14,1437,616,87.5152253349574,56.1586638830898,42.8670842032011,0.974251913709116,-74,-34,77,-4.02495122306131,-1.47305859864919,5.49800982171051,85.6272838002436,-1.88794153471376,1,1,"DOOR","TOWN OF LIBERTY GROVE","TOWN OF LIBERTY GROVE WARDS 1-3",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF LIBERTY GROVE DOOR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502943925",1,1639,"Wisconsin","Door Town","Liberty Grove","Optical Scan","Yes","Town","TOWN OF LIBERTY GROVE","DOOR",0,1,0,1
"832","TOWN OF LIBERTY MANITOWOC",180,24.5566166439291,41,733,5.59345156889495,866,512,69.849931787176,265,4,748,479,86.3741339491917,35.427807486631,64.0374331550802,0.53475935828877,-85,33,37,-10.871190842702,5.81249863209578,5.05869221060618,84.6420323325635,-1.73210161662817,0,0,"MANITOWOC","TOWN OF LIBERTY","TOWN OF LIBERTY WARDS 1-2",1,"ES&S","ES&S M100","ES&S Automark","TOWN OF LIBERTY MANITOWOC",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507143850",1,811,"Wisconsin","Manitowoc Town","Liberty","Ballot Marking Device or System","Yes","Town","TOWN OF LIBERTY","MANITOWOC",0,1,0,1
"833","TOWN OF LIBERTY OUTAGAMIE",131,25.5360623781676,17,513,3.31384015594542,537,365,71.1500974658869,170,11,464,283,86.4059590316573,36.6379310344828,60.9913793103448,2.37068965517241,-39,82,6,-11.1018686563151,10.1587181555421,0.943150500773005,95.5307262569832,9.1247672253259,0,0,"OUTAGAMIE","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1",0,NA,NA,NA,"TOWN OF LIBERTY OUTAGAMIE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5508743875",1,537,"Wisconsin","Outagamie Town","Liberty","DRE-Touchscreen","Yes","Town","TOWN OF LIBERTY","OUTAGAMIE",1,0,1,0
"834","TOWN OF LIBERTY VERNON",86,50,15,172,8.72093023255814,193,71,41.2790697674419,81,7,144,56,74.6113989637306,56.25,38.8888888888889,4.86111111111111,5,15,8,-6.25,2.39018087855297,3.85981912144703,89.1191709844559,14.5077720207254,1,1,"VERNON","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1",0,NA,NA,NA,"TOWN OF LIBERTY VERNON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512343900",1,181,"Wisconsin","Vernon Town","Liberty","DRE-Touchscreen","Yes","Town","TOWN OF LIBERTY","VERNON",1,0,1,0
"835","TOWN OF LIMA GRANT",138,39.6551724137931,25,348,7.18390804597701,425,185,53.1609195402299,198,7,375,170,88.2352941176471,52.8,45.3333333333333,1.86666666666667,-60,15,18,-13.1448275862069,7.82758620689656,5.31724137931034,81.8823529411765,-6.35294117647058,0,1,"GRANT","TOWN OF LIMA","TOWN OF LIMA WARD 1",0,NA,NA,NA,"TOWN OF LIMA GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504344050",1,428,"Wisconsin","Grant Town","Lima","DRE-Touchscreen","Yes","Town","TOWN OF LIMA","GRANT",1,0,1,0
"836","TOWN OF LIMA PEPIN",98,31.2101910828025,16,314,5.09554140127389,373,200,63.6942675159236,147,1,321,173,86.058981233244,45.7943925233645,53.8940809968847,0.311526479750779,-49,27,15,-14.5842014405619,9.80018651903883,4.78401492152311,84.1823056300268,-1.87667560321717,0,0,"PEPIN","TOWN OF LIMA","TOWN OF LIMA WARDS 1-2",0,NA,NA,NA,"TOWN OF LIMA PEPIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509144075",1,348,"Wisconsin","Pepin Town","Lima","Hand Counted Paper Ballots","Yes","Town","TOWN OF LIMA","PEPIN",1,0,1,0
"837","TOWN OF LIMA ROCK",252,40.32,48,625,7.68,705,325,52,342,9,658,307,93.3333333333333,51.9756838905775,46.6565349544073,1.3677811550152,-90,18,39,-11.6556838905775,5.3434650455927,6.3122188449848,88.6524822695035,-4.68085106382979,0,1,"ROCK","TOWN OF LIMA","TOWN OF LIMA WARDS 1-2",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF LIMA ROCK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5510544125",1,706,"Wisconsin","Rock Town","Lima","Ballot Marking Device or System","Yes","Town","TOWN OF LIMA","ROCK",0,1,0,1
"838","TOWN OF LIMA SHEBOYGAN",412,23.5294117647059,116,1751,6.62478583666476,1929,1223,69.8458023986294,475,21,1817,1321,94.1938828408502,26.1419922949917,72.7022564667033,1.1557512383049,-63,-98,95,-2.61258053028586,-2.85645406807399,5.46903459835987,90.772420943494,-3.42146189735614,0,0,"SHEBOYGAN","TOWN OF LIMA","TOWN OF LIMA WARDS 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF LIMA SHEBOYGAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5511744150",1,1958,"Wisconsin","Sheboygan Town","Lima","DRE-Touchscreen","Yes","Town","TOWN OF LIMA","SHEBOYGAN",0,1,1,0
"839","TOWN OF LINCOLN ADAMS",76,42.2222222222222,6,180,3.33333333333333,192,98,54.4444444444444,84,2,166,80,86.4583333333333,50.6024096385542,48.1927710843374,1.20481927710843,-8,18,4,-8.38018741633199,6.25167336010709,2.1285140562249,93.75,7.29166666666666,0,1,"ADAMS","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1",1,"Dominion","Dominion (Sequoia)- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF LINCOLN ADAMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5500144250",1,196,"Wisconsin","Adams Town","Lincoln","DRE-Touchscreen","Yes","Town","TOWN OF LINCOLN","ADAMS",0,1,1,0
"840","TOWN OF LINCOLN BAYFIELD",65,35.7142857142857,14,182,7.69230769230769,212,103,56.5934065934066,101,3,181,77,85.377358490566,55.8011049723757,42.5414364640884,1.65745856353591,-36,26,11,-20.08681925809,14.0519701293182,6.03484912877178,85.8490566037736,0.471698113207552,0,1,"BAYFIELD","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1",0,NA,NA,NA,"TOWN OF LINCOLN BAYFIELD",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5500744275",1,211,"Wisconsin","Bayfield Town","Lincoln","Ballot Marking Device or System","Yes","Town","TOWN OF LINCOLN","BAYFIELD",1,0,0,1
"841","TOWN OF LINCOLN BUFFALO",40,32.258064516129,6,124,4.83870967741935,133,78,62.9032258064516,49,1,111,61,83.4586466165414,44.1441441441441,54.954954954955,0.900900900900901,-9,17,5,-11.8860796280151,7.94827085149666,3.93780877651845,93.2330827067669,9.77443609022555,0,0,"BUFFALO","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1",0,NA,NA,NA,"TOWN OF LINCOLN BUFFALO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501144300",1,136,"Wisconsin","Buffalo Town","Lincoln","DRE-Touchscreen","Yes","Town","TOWN OF LINCOLN","BUFFALO",1,0,1,0
"842","TOWN OF LINCOLN BURNETT",45,26.1627906976744,4,172,2.32558139534884,191,123,71.5116279069768,78,6,159,75,83.2460732984293,49.0566037735849,47.1698113207547,3.77358490566038,-33,48,-2,-22.8938130759105,24.341816586222,-1.44800351031154,90.0523560209424,6.80628272251307,0,1,"BURNETT","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1",0,NA,NA,NA,"TOWN OF LINCOLN BURNETT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501344325",1,195,"Wisconsin","Burnett Town","Lincoln","Hand Counted Paper Ballots","Yes","Town","TOWN OF LINCOLN","BURNETT",1,0,1,0
"843","TOWN OF LINCOLN EAU CLAIRE",214,36.5811965811966,31,585,5.2991452991453,699,340,58.1196581196581,275,3,599,321,85.6938483547926,45.9098497495826,53.5893155258765,0.500834724540901,-61,19,28,-9.32865316838606,4.53034259378167,4.7983105746044,83.6909871244635,-2.00286123032903,0,0,"EAU CLAIRE","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-2",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","TOWN OF LINCOLN EAU CLAIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5503544350",1,712,"Wisconsin","Eau Claire Town","Lincoln","Optical Scan","Yes","Town","TOWN OF LINCOLN","EAU CLAIRE",0,1,1,0
"844","TOWN OF LINCOLN FOREST",206,40.4715127701375,11,509,2.16110019646365,627,292,57.3673870333988,282,3,511,226,81.4992025518341,55.1859099804305,44.2270058708415,0.587084148727984,-76,66,8,-14.714397210293,13.1403811625573,1.57401604773567,81.1802232854864,-0.318979266347682,0,1,"FOREST","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-3",0,NA,NA,NA,"TOWN OF LINCOLN FOREST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504144375",1,630,"Wisconsin","Forest Town","Lincoln","DRE-Touchscreen","Yes","Town","TOWN OF LINCOLN","FOREST",1,0,1,0
"845","TOWN OF LINCOLN KEWAUNEE",142,29.5218295218295,23,481,4.78170478170478,584,316,65.6964656964657,240,5,492,247,84.2465753424658,48.780487804878,50.2032520325203,1.01626016260163,-98,69,18,-19.2586582830485,15.4932136639454,3.76544461910316,82.3630136986301,-1.88356164383562,0,0,"KEWAUNEE","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF LINCOLN KEWAUNEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5506144425",1,549,"Wisconsin","Kewaunee Town","Lincoln","DRE-Touchscreen","Yes","Town","TOWN OF LINCOLN","KEWAUNEE",0,1,1,0
"846","TOWN OF LINCOLN MONROE",94,21.5102974828375,24,437,5.49199084668192,494,319,72.9977116704805,136,5,432,291,87.4493927125506,31.4814814814815,67.3611111111111,1.15740740740741,-42,28,19,-9.97118399864395,5.63660055936943,4.33458343927451,88.4615384615385,1.01214574898785,0,0,"MONROE","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1",0,NA,NA,NA,"TOWN OF LINCOLN MONROE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5508144450",1,498,"Wisconsin","Monroe Town","Lincoln","DRE-Touchscreen","Yes","Town","TOWN OF LINCOLN","MONROE",1,0,1,0
"847","TOWN OF LINCOLN POLK",395,31.6,65,1250,5.2,1416,790,63.2,527,17,1256,712,88.7005649717514,41.9585987261147,56.687898089172,1.35350318471338,-132,78,48,-10.3585987261146,6.51210191082803,3.84649681528662,88.2768361581921,-0.423728813559322,0,0,"POLK","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF LINCOLN POLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509544475",1,1425,"Wisconsin","Polk Town","Lincoln","Optical Scan","Yes","Town","TOWN OF LINCOLN","POLK",0,1,1,0
